Word,Word,Word,Word,Word,Difficulty_total,Difficulty_total,Difficulty_total,Difficulty_total,Difficulty_total
THE COSBY SHOW,RONDAVEL,ORPHAN BLACK,DURAN DURAN,CHICKEN KEBAB,9.0,9.0,9.0,9.0,9.0
SAY MA NOW,PICK 'N PAY,SIMON SAYS,SKYRIM,TATJANA SMITH,9.0,9.0,9.0,9.0,9.0
WESTLIFE,STER-KINEKOR,FATIMA SYDOW,MARLON BRANDO,OSMAN'S,9.0,9.0,9.0,9.0,9.0
LUNCH BAR,CARA DELEVINGNE,"TO THE WINDOW, TO THE WALL",PULP FICTION,SEINFELD,9.0,9.0,9.0,9.0,9.0
ROBERT DOWNEY JR.,FENCING,HEIDI,CRAYFISH CURRY,PERLEMOEN,9.0,9.0,9.0,9.0,9.0
MICHAEL BUBLE,MASCARA,BACKGAMMON,THE UMBRELLA ACADEMY,GOULASH,9.0,9.0,9.0,9.0,9.0
GOKU,DEVIL WEARS PRADA ,BUFFY THE VAMPIRE SLAYER,YASIS,ULTIMATE FRISBEE,9.0,9.0,9.0,9.0,9.0
ALADDIN,MUVHANGO,LAAITIE,TRIFLE,SYNCHRONIZED SWIMMING,9.0,9.0,9.0,9.0,9.0
SARMIE,DASSIE,HAND WASH,KING OF THE HILL,SMALLVILLE,9.0,9.0,9.0,9.0,9.0
JAY-Z,SAGO PUDDING,GEN C PODCAST,CHARLIZE THERON,THE WIRE,9.0,9.0,9.0,9.0,9.0
SASHIMI,LILLY SINGH,X-FILES,BOEREWORS,OOPS!... I DID IT AGAIN,9.0,9.0,9.0,9.0,9.0
THE LEGEND OF ZELDA,CINDERELLA MAN,SELFIE STICK,KIM KARDASHIAN,STEVE REDGRAVE,9.0,9.0,9.0,9.0,9.0
DEXTER'S LAB,TWIN PEAKS,TATA MA CHANCE! TATA MA MILLIONS,THE PUSSYCAT DOLLS,JURASSIC PARK,9.0,9.0,9.0,9.0,9.0
BOONDOCKS,VICTORIA BECKHAM,WINDHOEK LAGER,PARTY IN THE USA,CHEESE BOY,9.0,9.0,9.0,9.0,9.0
SNORKELLING,"BET ON IT, BET ON IT",GRAND THEFT AUTO,STEVEN SPIELBERG,AB DE VILLIERS,9.0,9.0,9.0,9.0,9.0
STONE COLD STEVE AUSTIN,BLACKPINK,VULINDLELA,THE AVENGERS,LEAGUE OF LEGENDS,9.0,9.0,9.0,9.0,9.0
PICTIONARY,AND UNITED WE SHALL STAND,NELLY FURTADO,GEM SQUASH,PARASITE,9.0,9.0,9.0,9.0,9.0
CRAZY STORE,BROOKLYN NINE-NINE,SUPER MARIO BROS.,ASTERIX,HANSIE CRONJE,9.0,9.0,9.0,9.0,9.0
VOETSEK,"MAKE ME SWEAT, MAKE ME HOTTER",THE LAST AIRBENDER,QUIDDITCH,LOGAN PAUL,8.0,8.0,8.0,8.0,8.0
RAY BROWN,COCA-COLA,CARTE BLANCHE,NOOT VIR NOOT,SERGIO MENDEZ,8.0,8.0,8.0,8.0,8.0
GARLIC PASTE,FLOYD MAYWEATHER JR.,"YOU ARE MY FIRE, MY ONE DESIRE",BARBECUE,AMASIE,8.0,8.0,8.0,8.0,8.0
THE FLASH,YEBO,WESTWORLD,"GET LOW, GET LOW",BREAKING BAD,8.0,8.0,8.0,8.0,8.0
VUVUZELA,INDABA,BASSEM YOUSSEF,MRS BALL'S,7DE LAAN,8.0,8.0,8.0,8.0,8.0
PEWDIEPIE,SOLITAIRE,BEN 10,SURFING,TALIEP PETERSEN,8.0,8.0,8.0,8.0,8.0
JÄGERBOMB,TABLE TENNIS,SNOOPY,GONDOLA,PSYCHO,8.0,8.0,8.0,8.0,8.0
TETRIS,FROZEN,MAKE THE CIRCLE BIGGER,NIGHT IN TUNISIA,DRAKE,8.0,8.0,8.0,8.0,8.0
SHANE DAWSON,TEQUILA,JA NEE,LIKE A G6,MADAM & EVE,8.0,8.0,8.0,8.0,8.0
SALEH BBQ TONIGHT ,BRAAI,SPIDER-MAN 3,TSOTSI,SISTERHOOD OF THE TRAVELING PANTS,8.0,8.0,8.0,8.0,8.0
JAKE WHITE,NOW NOW,NAOMI OSAKA,ALL OF THE LIGHTS,DOOM,8.0,8.0,8.0,8.0,8.0
MR BONES,DESPERATE HOUSEWIVES,GRAVE OF THE FIREFLIES,BADMINTON,VOETSTOOTS,8.0,8.0,8.0,8.0,8.0
GODS MUST BE CRAZY,THE OFFICE,CINDERELLA,IN THE 18 AREA,JOHNNY CLEGG,8.0,8.0,8.0,8.0,8.0
SEE BOTH SIDES LIKE CHANEL,AMERICAN FOOTBALL,M-NET,POTATO WARRAS,7 CARDS,8.0,8.0,8.0,8.0,8.0
E.TV,BAYWATCH,UBUNTU,INSIDE OUT,KUCH KUCH HOTA HAI,8.0,8.0,8.0,8.0,8.0
BODY IS A WONDERLAND,ADIDAS,TALKING TO THE MOON,NANDO'S,FINDING NEMO,8.0,8.0,8.0,8.0,8.0
MINECRAFT,SMILEY,PARKOUR,FUTURAMA,KOBE BRYANT,8.0,8.0,8.0,8.0,8.0
CHESS,INVICTUS,LANCE ARMSTRONG,SIMONE BILES,SOUTH PARK,8.0,8.0,8.0,8.0,8.0
PADKOS,BRENDA FASSIE,SLUMDOG MILLIONAIRE,LIZA KOSHY,BEAUTIFUL GIRL,8.0,8.0,8.0,8.0,8.0
ALL I WANT FOR CHRISTMAS IS YOU,HOT POTATO,MARK WAHLBERG,LARRY BIRD,TOBLERONE,8.0,8.0,8.0,8.0,8.0
MELROSE,RED HOT CHILL PEPPERS,SILENT NIGHT,CHILLI POPPER,CLUEDO,8.0,8.0,8.0,8.0,8.0
LET ME HOLD YOU DOWN,STAR WARS,THE KRUGER MILLIONS,MATCHBOX,LETS GO 50/50 ,8.0,8.0,8.0,8.0,8.0
WILL SMITH,JUDO,FAIRY TAIL,CRISTIANO RONALDO,PORTISHEAD,8.0,8.0,8.0,8.0,8.0
ADAM DRIVER,DENZEL WASHINGTON,V FOR VENDETTA,GATSBY,YELLOW SUBMARINE,8.0,8.0,8.0,8.0,8.0
BUFFALO SPRINGFIELD,DEMON SLAYER,CNN,NEIL DEGRASSE TYSON,TOM HANKS,8.0,8.0,8.0,8.0,8.0
WATERMELON SUGAR HIGH,PUMPED UP KICKS ,LEMON CREAMS,TIMOTHÉE CHALAMET,CABER TOSSING,8.0,8.0,8.0,8.0,8.0
1 2 STEP,MASTERCHEF,MOCHA,BIG BROTHER,PEPSI MAX,8.0,8.0,8.0,8.0,8.0
RONDA ROUSEY,STERLING GOLDEN,TOKOLOSHI,CRICKET,KLOPSE,8.0,8.0,8.0,8.0,8.0
ZOE SALDANA,THE WITCHER,POKIMANE,DESPICABLE ME,BARNEY,8.0,8.0,8.0,8.0,8.0
ZONE FITNESS,5 SECOND RULE,"ROCK, PAPER, SCISSORS",RASSIE ERASMUS,FELA IN VERSACE,8.0,8.0,8.0,8.0,8.0
TOO GOOD AT GOODBYES,JOE ROGAN PODCAST,BILLIE JEAN,STEERS,EMPANADAS,8.0,8.0,8.0,8.0,8.0
ATCHA,ZUCCHINI,RAFAEL NADAL,BOMPI,PIKACHU,8.0,8.0,8.0,8.0,8.0
WIMPY,DEXTER,KOEKSISTERS,MARIE CLAIRE,BEAUTY AND THE BEAST,8.0,8.0,8.0,8.0,8.0
WATCH ME NAE NAE,DALA WHAT YOU MUST,MARK FISH,BOBSLEIGH,THUNEE,8.0,8.0,8.0,8.0,8.0
CANDY CRUSH,CAUSE I’M MR. BRIGHTSIDE,NOTTING HILL,ADVENTURE TIME,CHARADES,8.0,8.0,8.0,8.0,8.0
CHRIS EVANS,FRUIT CAKE,BROKEN TELEPHONE,GET OUT,BLACK PANTHER,8.0,8.0,8.0,8.0,8.0
WOOLWORTHS,AL CAPONE,TAKKIES,BLEACH,E.T. ,8.0,8.0,8.0,8.0,8.0
CARLING BLACK LABEL,MRBEAST,THE BOYS,RINGO STARR,EDGARS,8.0,8.0,8.0,8.0,8.0
ROGER FEDERER,SILENCE OF LAMBS,FRANK SINATRA,MKBHD,JOHNNY DEPP,8.0,8.0,8.0,8.0,8.0
OBELISK,JENGA,R KELLY,BIG MOUTH,PEPSI,8.0,8.0,8.0,8.0,8.0
PRINCESS LEIA,PEDRO'S,JUMPER,DROP IT LIKE IT'S HOT,BOHEMIAN RHAPSODY,8.0,8.0,8.0,8.0,8.0
PERCY MONTGOMERY,HANDBALL,JULIA ROBERTS,LIGHTHOUSE,PROJECT RUNWAY,8.0,8.0,8.0,8.0,8.0
HOUSE,CHESTER WILLIAMS,COWBOY BEBOP,CHEDDAR CHEESE,HOCKEY,8.0,8.0,8.0,8.0,8.0
ASIMBONANGA,RUSSELL PETERS,LOVE ISLAND,DISCOVERY CHANNEL,TOM HOLLAND,8.0,8.0,8.0,8.0,8.0
MARNUS LABUSCHAGNE,YOUNGSTACPT,IN THE MEANTIME,STREET FIGHTER ,DIE HARD,8.0,8.0,8.0,8.0,8.0
DJANGO UNCHAINED,EGG FRIED RICE,TOMB RAIDER,TREVOR NOAH,BONO,8.0,8.0,8.0,8.0,8.0
SHERLOCK HOLMES,HOUSE OF CARDS,JENNIFER LOPEZ,PURSUIT OF HAPPYNESS,GILMORE GIRLS,8.0,8.0,8.0,8.0,8.0
WORLD OF WARCRAFT,MICHELIN STAR,HAN SOLO,PADEL,NETFLIX,8.0,8.0,8.0,8.0,8.0
WAYDE VAN NIEKERK,REQUIEM FOR A DREAM ,CREMORA,JACK NICHOLSON,EK WIL HUIS TOE GAAN,8.0,8.0,8.0,8.0,8.0
MIRIAM MAKEBA,BAFANA BAFANA,BOER MAAK 'N PLAN,BATHROOM BIZARRE,STOKVEL,8.0,8.0,8.0,8.0,8.0
MONOPOLY,JONTY RHODES,WINDSURFING,BONEY M,SUITS,8.0,8.0,8.0,8.0,8.0
CNA,AULD LANG SYNE,ACHY BREAKY HEART,DALTJIES,OPRAH,8.0,8.0,8.0,8.0,8.0
BATTLESHIPS,ONE PIECE,PEARL JAM,EGGNOG,ISIBINDI,8.0,8.0,8.0,8.0,8.0
CHICKEN BILTONG,LUCKY STAR,TOY STORY,GRAND BUDAPEST HOTEL,IMAGINE DRAGONS,8.0,8.0,8.0,8.0,8.0
STERI STUMPIE,EYE OF TIGER,RAMI MALEK,BARBRA STREISAND,30 ROCK,8.0,8.0,8.0,8.0,8.0
DIE ANTWOORD,ANGELINA JOLIE,CARELESS WHISPER,THE BRITISH LIONS,DANNY K,8.0,8.0,8.0,8.0,8.0
FLINT,UZUMAKI NARUTO,KOMBI,MEXICAN WAVE,MONKEY D. LUFFY,8.0,8.0,8.0,8.0,8.0
DOCTOR WHO,BANG BANG BANG,"WE WILL, WE WILL ROCK YOU",KAYTRANADA,PRISON BREAK,8.0,8.0,8.0,8.0,8.0
KAL HO NAA HO,THE PROTEAS,HOW TO TRAIN YOUR DRAGON,ZENDAYA,20 QUESTIONS,8.0,8.0,8.0,8.0,8.0
MAMPARA,BIG BANG THEORY,CURIOUS CASE OF BENJAMIN BUTTON,JALAPEÑO,ATHLETICS,8.0,8.0,8.0,8.0,8.0
VIRAT KOHLI,RUSSIAN ROULETTE,PRONUTRO,JUST KEEP SWIMING,OCEAN BASKET,8.0,8.0,8.0,8.0,8.0
MERYL STREEP,USAIN BOLT,HOWZIT,GOODFELLAS,MICHAEL PHELPS,8.0,8.0,8.0,8.0,8.0
SIMPSONS,MMA,CHAMPAGNE PAPI,PENÉLOPE CRUZ,THE PARLOTONES,8.0,8.0,8.0,8.0,8.0
STRANGER THINGS,TARZAN,GODFATHER,QUICHE,BURGER KING,8.0,8.0,8.0,8.0,8.0
STEP BROTHERS ,JENNIFER LAWRENCE,KAI CENAT,I SPY,LOONEY TUNES,8.0,8.0,8.0,8.0,8.0
JAMES BLUNT,YMCA,IMAGINE ALL THE PEOPLE,PEKING DUCK,PARMESAN,8.0,8.0,8.0,8.0,8.0
EMMA STONE,"HARDER, BETTER, FASTER, STRONGER",CARACARA,HOME ALONE,KAIZER CHIEFS,8.0,8.0,8.0,8.0,8.0
BUTTERNUT SOUP,PAUL LEVESQUE,WATER POLO,MELKTERT,DIGIMON,8.0,8.0,8.0,8.0,8.0
KING CONE,CHELSEA,PHO,SOCCER,MZANZI FO SHO,8.0,8.0,8.0,8.0,8.0
I'M EVERY WOMEN,WHISKEY SOUR,THE INCREDIBLES,SCARLETT JOHANSSON,TIRAMISU,8.0,8.0,8.0,8.0,8.0
PAIN AND GLORY,THE VOICE,"I'M BLUE, DA BA DEE DA BA DI",ZEF,CITY OF GOD,8.0,8.0,8.0,8.0,8.0
WOODEN SPOON,UCHIHA SASUKE,MARILYN MONROE,THE A-TEAM,RYAN REYNOLDS,8.0,8.0,8.0,8.0,8.0
LEBRON JAMES,WIE MAAK DIE JOL VOL,KEANU REEVES,CHRIS PRATT,CARPENTERS,8.0,8.0,8.0,8.0,8.0
MAHER ZAIN,MICHAEL JORDAN,MAD MEN,SAMUEL L. JACKSON,WALKING,8.0,8.0,8.0,8.0,8.0
BOULDERING,BAKKIE,CRAZY EIGHTS,TERMINATOR,JUSTIN TIMBERLAKE,8.0,8.0,8.0,8.0,8.0
"WP, JOU LEKKER DING",MAGIC JOHNSON,GHOSTBUSTERS,NOEM MY SKOLLIE,KARATE,8.0,8.0,8.0,8.0,8.0
KISS ME THRU THE PHONE,SHISA NYAMA,MOHAMED SALAH,JENNIFER ANISTON,MICHAEL SCHUMACHER,8.0,8.0,8.0,8.0,8.0
SPUR,CAN'T GET YOU OUT OF MY HEAD,WOODY ALLEN,DAVID BOWIE,TWISTER,8.0,8.0,8.0,8.0,8.0
SAY MY NAME,I WANT TO BREAK FREE,FYNBOS,FLAKE,NARCOS,8.0,8.0,8.0,8.0,8.0
HIDE AND SEEK,ROOSTERKOEK,XBOX,NEIL DIAMOND,CALISTHENICS,8.0,8.0,8.0,8.0,8.0
PINA COLADA,JACK JOHNSON,ONE DIRECTION,BAD BUNNY,SPOTIFY,8.0,8.0,8.0,8.0,8.0
FERGIE,POTJIEKOS,QUENTIN TARANTINO,PEPPERMINT CRISP,LEKKER,8.0,8.0,8.0,8.0,8.0
SESAME STREET,ERLING HAALAND,AWEH,HEINZ WINCKLER,SURVIVOR,8.0,8.0,8.0,8.0,8.0
DWAYNE JOHNSON,JOE BARBER,BENNI MCCARTHY,ALISSON BECKER,DESPACITO,8.0,8.0,8.0,8.0,8.0
PARALLEL PARKING,I WANNA BE A BILLIONAIRE,JENNA MARBLES,YOU,EYEDRESS,8.0,8.0,8.0,8.0,8.0
PILLOW FIGHTING,KAT AND THE KINGS,CHRISTIAN BALE,KFC,JOU MA SE,8.0,8.0,8.0,8.0,8.0
LUCIANO PAVAROTTI,BEST OF BOTH WORLDS,ON-ON,BOKKE,BROOM,8.0,8.0,8.0,8.0,8.0
DONALD DUCK,BALLIE,FRIKKADEL,LET IT BURN,NATALIE PORTMAN,8.0,8.0,8.0,8.0,8.0
KURT COBAIN,BRUNCH,THE LION SLEEPS TONIGHT,HUGH MASEKELA,SARAFINA,8.0,8.0,8.0,8.0,8.0
DANIEL CRAIG,FRESHLYGROUND,PRINCESS MONONOKE,I BELIEVE I CAN FLY,SHAQUILLE O'NEAL,8.0,8.0,8.0,8.0,8.0
VICTOR MATFIELD,CALL OF DUTY,MCDONALD'S,GOLF,DON'T STOP BELIEVIN',8.0,8.0,8.0,8.0,8.0
KYLIAN MBAPPÉ,HILARY DUFF,OPPENHEIMER,SHOPRITE,SELLOTAPE,8.0,8.0,8.0,8.0,8.0
EISH,SACHIN TENDULKAR,GOUDA,MAGNUM,THE PENGUIN,8.0,8.0,8.0,8.0,8.0
BENEDICT CUMBERBATCH,LAW AND ORDER,MIMOSA,SAM SMITH,TV LICENSE,8.0,8.0,8.0,8.0,8.0
EINA,TENNIS,WALL-E,IT'S TOO LATE TO APOLOGIZE,TED TALK,8.0,8.0,8.0,8.0,8.0
BRYAN HABANA,STAR TREK,CASEY NEISTAT,GEES,VIRGIN MOBILE,8.0,8.0,8.0,8.0,8.0
JOL,SEAL,SIYA KOLISI,AMERICAN IDOL,ALTERED CARBON,8.0,8.0,8.0,8.0,8.0
BLONDIE,SCRABBLE,DANJA SAUSAGE,JOHN SMIT,TYLA,8.0,8.0,8.0,8.0,8.0
SHARPSHOOTING,KOESISTERS,REDBULL,RYAN HIGA,RADISH,8.0,8.0,8.0,8.0,8.0
SMOSH,FORMULA 1,DISTRICT 9,SHERLOCK,LONG WALK TO FREEDOM,8.0,8.0,8.0,8.0,8.0
HIGH SCHOOL MUSICAL 3,TRUE DETECTIVE,DAYS OF OUR LIVES,THEY NOT LIKE US,KABHI KUSHI KABHI GHAM,8.0,8.0,8.0,8.0,8.0
ISIDINGO,EVERYBODY LOVES RAYMOND,CIABATTA,ART BLAKEY,DARK KNIGHT ,8.0,8.0,8.0,8.0,8.0
DAVID KRAMER,MOPARKS,KANYE WEST,BOB THE BUILDER,LION'S EAR,8.0,8.0,8.0,8.0,8.0
ZINEDINE ZIDANE,VASELINE,SANGOMA,MARK RUFFALO,FETA,8.0,8.0,8.0,8.0,8.0
TOM YUM SOUP,"CROUCHING TIGER, HIDDEN DRAGON",KHABIB NURMAGOMEDOV,SUPERSTORE,SANTA CLAUS,8.0,8.0,8.0,8.0,8.0
SHAUN POLLOCK,THE LITTLE MERMAID,BLOOD DIAMOND,SCOOBY-DOO,JEANNIE D,8.0,8.0,8.0,8.0,8.0
THE BOLD AND THE BEAUTIFUL,DRICUS DU PLESSIS,THE KARATE KID,QUEER EYE FOR THE STRAIGHT GUY,ONE FLEW OVER THE CUCKOO'S NEST,8.0,8.0,8.0,8.0,8.0
CHALTE CHALTE,EUPHORIA,EVERY BREATH YOU TAKE,AVOCADO,SANDRA BULLOCK,8.0,8.0,8.0,8.0,8.0
THE SMURFS,CHRIS HEMSWORTH,JOSHUA DOORE,"DUCK, DUCK, GOOSE",MEGAN FOX,8.0,8.0,8.0,8.0,8.0
TIC-TAC-TOE,ERIC CLAPTON,A TORNADO FLEW AROUND MY HOME,WE ARE THE CHAMPIONS,DUNE 2,7.0,7.0,7.0,7.0,7.0
PESTO,MARIAH CAREY,CATAN,MANSA MUSA,NIKNAKS,7.0,7.0,7.0,7.0,7.0
WORCESTERSHIRE SAUCE,MOZZARELLA,HITCHHIKING,NEW GIRL,"WHAT IS LOVE, BABY DON'T HURT ME",7.0,7.0,7.0,7.0,7.0
MADONNA,DRAGONBALL Z,HUMMUS,ISMAËL LÔ,LEONARDO DICAPRIO,7.0,7.0,7.0,7.0,7.0
HOWL'S MOVING CASTLE,PAUL MCCARTNEY,HULA HOOP,PENNY HEYNS,THE FAST AND THE FURIOUS,7.0,7.0,7.0,7.0,7.0
COCONUT MILK,WNBA,"BAA, BAA, BLACK SHEEP",CHAKALAKA,CHEESE-ROLLING,7.0,7.0,7.0,7.0,7.0
ALL THE SINGLE LADIES,STEP UP 4,LEWIS HAMILTON,HARRY POTTER AND THE SORCERER'S STONE,TOM BRADY,7.0,7.0,7.0,7.0,7.0
BINGO,CREED,COMMUNITY,FAJITAS,KILL BILL,7.0,7.0,7.0,7.0,7.0
MIKE TYSON,FLAPPING WINGS,CHARLIE CHAPLIN,SOPRANOS,FIREFLY,7.0,7.0,7.0,7.0,7.0
30 SECONDS ,LIONEL MESSI,CHRISTOPHER NOLAN,KNIGHT RIDER,OZZY OSBOURNE,7.0,7.0,7.0,7.0,7.0
RICK AND MORTY,SO YOU THINK YOU CAN DANCE,JELLY TOTS,HORSEBACK RIDING,BILLABONG,7.0,7.0,7.0,7.0,7.0
TIGER WOODS,JOHNNIE WALKER,BOET,KUROSAKI ICHIGO,GANGNAM STYLE,7.0,7.0,7.0,7.0,7.0
WHITE RUSSIAN,MATT DAMON,C MAJOR,OROS,SHREK 3,7.0,7.0,7.0,7.0,7.0
NIKE,RON WEASLEY,TAEKWONDO,SLASH,THE LION KING,7.0,7.0,7.0,7.0,7.0
HAPPY BIRTHDAY TO YOU,ANGRY BIRDS,BACKSTAGE,PAC-MAN,VOLLEYBALL,7.0,7.0,7.0,7.0,7.0
PLAYSTATION 3,SAXOPHONE,FEAR FACTOR,WEST WING,"EARTH, WIND AND FIRE",7.0,7.0,7.0,7.0,7.0
FAMILY GUY,GAME OF THRONES,SAFFRON,WOLFGANG AMADEUS MOZART,BBC,7.0,7.0,7.0,7.0,7.0
TOP CHEF,KLIPDRIFT,UNO,GOGO,THE GOOD DOCTOR,7.0,7.0,7.0,7.0,7.0
BOBOTIE,HANGMAN,CASPER,BLUE CHEESE,BILLIE JEAN KING,7.0,7.0,7.0,7.0,7.0
FINAL FANTASY,SWEET CAROLINE,WIZARDZ,DANCING QUEEN,DIEGO MARADONA,7.0,7.0,7.0,7.0,7.0
