Word,Word,Word,Word,Word,Difficulty_total,Difficulty_total,Difficulty_total,Difficulty_total,Difficulty_total
DEXTER,ACHY BREAKY HEART,MEXICAN WAVE,PEWDIEPIE,XBOX,8.0,8.0,8.0,8.0,8.0
FLINT,SHISA NYAMA,SAFFRON,SHAQUILLE O'NEAL,LEKKER,8.0,8.0,8.0,8.0,8.0
GO FISH,UNO,MOPARKS,CLUEDO,PROJECT RUNWAY,8.0,8.0,8.0,8.0,8.0
HAPPY BIRTHDAY TO YOU,INVERTER,BALLIE,FORMULA 1,HOPSCOTCH,8.0,8.0,8.0,8.0,8.0
RED HOT CHILL PEPPERS,DENZEL WASHINGTON,MRS BALL'S,KUCH KUCH HOTA HAI,EINA,8.0,8.0,8.0,8.0,8.0
JAY-Z,MOZZARELLA,PRINCESS MONONOKE,NOTTING HILL,SAM SMITH,8.0,8.0,8.0,8.0,8.0
HILARY DUFF,PEARL JAM,CHEESE BOY,R KELLY,AULD LANG SYNE,8.0,8.0,8.0,8.0,8.0
TWISTER,BOEREWORS,SACHIN TENDULKAR,PEPSI MAX,FOUR CORNERS,8.0,8.0,8.0,8.0,8.0
STAR WARS,YASIS,DRI BUDDI,THE PARLOTONES,OPRAH,8.0,8.0,8.0,8.0,8.0
"YOU ARE MY FIRE, MY ONE DESIRE",PEPSI,GOLF,VICTOR MATFIELD,NARCOS,8.0,8.0,8.0,8.0,8.0
LEWIS HAMILTON,BENEDICT CUMBERBATCH,JOE ROGAN PODCAST,KISS ME THRU THE PHONE,ONE FLEW OVER THE CUCKOO'S NEST,8.0,8.0,8.0,8.0,8.0
KAT AND THE KINGS,PEPPERMINT CRISP,BINGO,JUSTIN TIMBERLAKE,TETRIS,8.0,8.0,8.0,8.0,8.0
LAW AND ORDER,VUVUZELA,SILENCE OF LAMBS,AMERICAN PIE,NATALIE PORTMAN,8.0,8.0,8.0,8.0,8.0
HEIDI,CINDERELLA MAN,TIC-TAC-TOE,JACK JOHNSON,WE ARE THE CHAMPIONS,8.0,8.0,8.0,8.0,8.0
RAFAEL NADAL,KAMALA HARRIS,KOMBI,BRAAIBROODJIES,SCOOBY-DOO,8.0,8.0,8.0,8.0,8.0
MASKING TAPE,KURT COBAIN,DAVID BOWIE,20 QUESTIONS,JENNIFER ANISTON,8.0,8.0,8.0,8.0,8.0
LION'S EAR,SO YOU THINK YOU CAN DANCE,WIE MAAK DIE JOL VOL,FRESHLYGROUND,MR BEAN,8.0,8.0,8.0,8.0,8.0
CAN'T GET YOU OUT OF MY HEAD,CHARADES,DISTRICT 9,JEANNIE D,PHO,8.0,8.0,8.0,8.0,8.0
RAY BROWN,HARRY POTTER AND THE SORCERER'S STONE,E.TV,ERIC CLAPTON,PAUL MCCARTNEY,8.0,8.0,8.0,8.0,8.0
BEAUTIFUL GIRL,NEW GIRL,DRICUS DU PLESSIS,SANDRA BULLOCK,BACKGAMMON,8.0,8.0,8.0,8.0,8.0
STEP BROTHERS ,STEERS,RUSSIAN ROULETTE,SPUR,NOVAK DJOKOVIC,8.0,8.0,8.0,8.0,8.0
GRAND BUDAPEST HOTEL,EVERY BREATH YOU TAKE,BUTTERNUT SOUP,CARTE BLANCHE,CHICKEN BILTONG,8.0,8.0,8.0,8.0,8.0
NETFLIX,ZINEDINE ZIDANE,INDABA,BIG BANG THEORY,PAC-MAN,8.0,8.0,8.0,8.0,8.0
SAXOPHONE,LOONEY TUNES,ZUCCHINI,BOKKE,SEINFELD,8.0,8.0,8.0,8.0,8.0
LUCKY DUBE,REQUIEM FOR A DREAM ,HUMMUS,NOW-NOW,PLAYSTATION 3,8.0,8.0,8.0,8.0,8.0
SAUTE,FATIMA SYDOW,JENNIFER LAWRENCE,KFC,M-NET,8.0,8.0,8.0,8.0,8.0
IT'S TOO LATE TO APOLOGIZE,HAN SOLO,STEVEN SPIELBERG,PICKLEBALL,"BAA, BAA, BLACK SHEEP",8.0,8.0,8.0,8.0,8.0
DJANGO UNCHAINED,EK WIL HUIS TOE GAAN,THE WIRE,FLOYD MAYWEATHER JR.,TED TALK,8.0,8.0,8.0,8.0,8.0
PARKS AND RECREATION,BARBECUE,KATIE HOLMES,MEGAN FOX,FLAKE,8.0,8.0,8.0,8.0,8.0
WALL-E,TAEKWONDO,SIMON SAYS,AWEH,TRIFLE,8.0,8.0,8.0,8.0,8.0
FELA IN VERSACE,ZONE FITNESS,MICHAEL BUBLE,RYAN REYNOLDS,TARZAN,8.0,8.0,8.0,8.0,8.0
30 ROCK,KARATE,FUGEES,TATA MA CHANCE! TATA MA MILLIONS,BRUNO MARS,8.0,8.0,8.0,8.0,8.0
BLONDIE,BOBOTIE,JOU MA SE,BRIDGET JONES'S DIARY,TEQUILA,8.0,8.0,8.0,8.0,8.0
PIKACHU,THE BOLD AND THE BEAUTIFUL,LEMON CREAMS,POTATO WARRAS,INVICTUS,8.0,8.0,8.0,8.0,8.0
THE SMURFS,ROOSTERKOEK,SOLITAIRE,GRAVE OF THE FIREFLIES,SHERLOCK HOLMES,8.0,8.0,8.0,8.0,8.0
CHARLIZE THERON,GANGNAM STYLE,EYEDRESS,ISIBINDI,FRANK SINATRA,8.0,8.0,8.0,8.0,8.0
QUIDDITCH,TOKOLOSHI,DON'T STOP BELIEVIN',CARELESS WHISPER,BILLIE JEAN,8.0,8.0,8.0,8.0,8.0
CHESTER WILLIAMS,PINA COLADA,BLINK 182,SERENA WILLIAMS,WILL SMITH,8.0,8.0,8.0,8.0,8.0
DURAN DURAN,TAKKIES,THE KRUGER MILLIONS,EMMA STONE,SOUTH PARK,8.0,8.0,8.0,8.0,8.0
5 SECOND RULE,MONOPOLY,7 CARDS,SCARLETT JOHANSSON,SARAFINA,8.0,8.0,8.0,8.0,8.0
THE INCREDIBLES,BARBRA STREISAND,MAGIC JOHNSON,PILLOW FIGHTING,TOM HOLLAND,8.0,8.0,8.0,8.0,8.0
SHOPRITE,PORTISHEAD,FRIKKADEL,KILL BILL,BREAKING BAD,8.0,8.0,8.0,8.0,8.0
MARK WAHLBERG,PERLEMOEN,DRAKE,DALA WHAT YOU MUST,PENNY HEYNS,8.0,8.0,8.0,8.0,8.0
LADUMA!,BOONDOCKS,BILLABONG,YEBO,LARRY BIRD,8.0,8.0,8.0,8.0,8.0
SANTA CLAUS,ORPHAN BLACK,CASSPER NYOVEST,CHRISTIAN BALE,"WP, JOU LEKKER DING",8.0,8.0,8.0,8.0,8.0
JA NEE,ALTERED CARBON,WOLFGANG AMADEUS MOZART,TOBLERONE,LOVE ISLAND,8.0,8.0,8.0,8.0,8.0
SKEEM SAAM,SHERLOCK,MONKEY D. LUFFY,ANGELINA JOLIE,BBC,8.0,8.0,8.0,8.0,8.0
TOP GUN,A TORNADO FLEW AROUND MY HOME,BROKEN TELEPHONE,COLDPLAY,MARK FISH,8.0,8.0,8.0,8.0,8.0
SKYRIM,SHREK 3,TOMB RAIDER,RASSIE ERASMUS,SCRABBLE,8.0,8.0,8.0,8.0,8.0
VOLLEYBALL,THE BOYS,CHELSEA,NOEM MY SKOLLIE,UBUNTU,8.0,8.0,8.0,8.0,8.0
PULP FICTION,CATAN,TATJANA SMITH,TOY STORY,PAIN AND GLORY,8.0,8.0,8.0,8.0,8.0
KYLIAN MBAPPÉ,AMERICAN PSYCHO,BLACK LABEL,HOUSE,KEANU REEVES,8.0,8.0,8.0,8.0,8.0
CIABATTA,BLOOD DIAMOND,THUNEE,AMERICAN FOOTBALL,QUICHE,8.0,8.0,8.0,8.0,8.0
THE CONGURING,MUVHANGO,SIYA KOLISI,MATCHBOX,MICHELIN STAR,8.0,8.0,8.0,8.0,8.0
ROBERT DOWNEY JR.,VIRAT KOHLI,PARALLEL PARKING,BASSEM YOUSSEF,THE GOOD DOCTOR,8.0,8.0,8.0,8.0,8.0
JAMES BLUNT,SOCCER,FRANCOIS PIENAAR,BUFFALO SPRINGFIELD,CHARLIE CHAPLIN,8.0,8.0,8.0,8.0,8.0
CHAMPAGNE PAPI,DANNY K,TYLA,TV LICENSE,SAY MY NAME,8.0,8.0,8.0,8.0,8.0
TOTO WOLF,TIMOTHÉE CHALAMET,FAMILY GUY,C MAJOR,YELLOW SUBMARINE,8.0,8.0,8.0,8.0,8.0
"EARTH, WIND AND FIRE",ALISSON BECKER,SPOTIFY,CARA DELEVINGNE,MUHAMMAD ALI,8.0,8.0,8.0,8.0,8.0
RINGO STARR,BAKKIE,EVERYBODY LOVES RAYMOND,SUPER MARIO BROS.,IMAGINE ALL THE PEOPLE,8.0,8.0,8.0,8.0,8.0
ALL OF THE LIGHTS,SYNCHRONIZED SWIMMING,PICTIONARY,ULTIMATE FRISBEE,SISTER BETTINA,8.0,8.0,8.0,8.0,8.0
PEKING DUCK,HOT POTATO,THE UMBRELLA ACADEMY,RON WEASLEY,RAMI MALEK,8.0,8.0,8.0,8.0,8.0
BARNEY,EGG FRIED RICE,CAUSE I’M MR. BRIGHTSIDE,CHEESE-ROLLING,NIKNAKS,8.0,8.0,8.0,8.0,8.0
COWBOY BEBOP,COCA-COLA,BURGER KING,CREMORA,MIRIAM MAKEBA,8.0,8.0,8.0,8.0,8.0
MASTERCHEF,HOW TO TRAIN YOUR DRAGON,POKÉMON,GOUDA,BODY IS A WONDERLAND,8.0,8.0,8.0,8.0,8.0
ISMAËL LÔ,CARPENTERS,WATCH ME NAE NAE,AND UNITED WE SHALL STAND,CNN,8.0,8.0,8.0,8.0,8.0
OBELISK,YOU,WIZARDZ,AVOCADO,BOILEROOM,8.0,8.0,8.0,8.0,8.0
JOHNNY CLEGG,SLASH,E.T. ,KAI CENAT,"KAPTEIN, VAN DIE SAILOR ",8.0,8.0,8.0,8.0,8.0
PADEL,LOGAN PAUL,WORCESTERSHIRE SAUCE,HEINZ WINCKLER,BUNNY CHOW,8.0,8.0,8.0,8.0,8.0
STONE COLD STEVE AUSTIN,LOUIS VUITTON,HIDE AND SEEK,GET OUT,POTJIEKOS,8.0,8.0,8.0,8.0,8.0
DROP IT LIKE IT'S HOT,TIRAMISU,THE PENGUIN,FINAL FANTASY,"I'M BLUE, DA BA DEE DA BA DI",8.0,8.0,8.0,8.0,8.0
DUNE 2,LILLY SINGH,SISTERHOOD OF THE TRAVELING PANTS,LIKE A G6,OROS,8.0,8.0,8.0,8.0,8.0
PICK 'N PAY,"MAKE ME SWEAT, MAKE ME HOTTER",JUMPER,MELKTERT,BOBSLEIGH,8.0,8.0,8.0,8.0,8.0
ONE PIECE,FINDING NEMO,SASHIMI,TERMINATOR,STERLING GOLDEN,8.0,8.0,8.0,8.0,8.0
ZENDAYA,MICHAEL PHELPS,BRUCE LEE,AB DE VILLIERS,BONEY M,8.0,8.0,8.0,8.0,8.0
SKY NEWS,ATHLETICS,"TO THE WINDOW, TO THE WALL",MANSA MUSA,FAJITAS,8.0,8.0,8.0,8.0,8.0
KLOPSE,KNITTING,MARK RUFFALO,THEY WERE ALL YELLOW,PAUL LEVESQUE,8.0,8.0,8.0,8.0,8.0
WALKING,7DE LAAN,KABADDI,KNIGHT RIDER,GEES,8.0,8.0,8.0,8.0,8.0
DONALD DUCK,JALAPEÑO,VULINDLELA,FLOOD LIGHT,BAYWATCH,8.0,8.0,8.0,8.0,8.0
DIEGO MARADONA,BUFFY THE VAMPIRE SLAYER,THE COSBY SHOW,PUMPED UP KICKS ,HITCHHIKING,8.0,8.0,8.0,8.0,8.0
ALL I WANT FOR CHRISTMAS IS YOU,HOWL'S MOVING CASTLE,DIE ANTWOORD,UZUMAKI NARUTO,SAMUEL L. JACKSON,8.0,8.0,8.0,8.0,8.0
BEST OF BOTH WORLDS,"WHAT IS LOVE, BABY DON'T HURT ME",WOODY ALLEN,NIKE,CHAKALAKA,8.0,8.0,8.0,8.0,8.0
BOB THE BUILDER,SPUD,JON JONES,AMERICAN IDOL,HORSEBACK RIDING,8.0,8.0,8.0,8.0,8.0
CURIOUS CASE OF BENJAMIN BUTTON,SURVIVOR,OPPENHEIMER,ASTERIX,DIE HARD,8.0,8.0,8.0,8.0,8.0
THE KARATE KID,"WE WILL, WE WILL ROCK YOU",WOOLWORTHS,BROOKLYN NINE-NINE,VAALIE,8.0,8.0,8.0,8.0,8.0
FIREFLY,SEE BOTH SIDES LIKE CHANEL,ART BLAKEY,GRAND THEFT AUTO,THE PROTEAS,8.0,8.0,8.0,8.0,8.0
CRAZY EIGHTS,AL CAPONE,GATSBY,WATERMELON SUGAR HIGH,DISCOVERY CHANNEL,8.0,8.0,8.0,8.0,8.0
PARKOUR,PARMESAN,FERGIE,EDGARS,WORLD OF WARCRAFT,8.0,8.0,8.0,8.0,8.0
KIMCHI,WHISKEY SOUR,WINDHOEK,VICTORIA BECKHAM,GODS MUST BE CRAZY,8.0,8.0,8.0,8.0,8.0
PRONUTRO,ISIDINGO,MARLON BRANDO,GENERATIONS,BLUE CHEESE,8.0,8.0,8.0,8.0,8.0
MERYL STREEP,TOBEY MAGUIRE,GODFATHER,GONDOLA,KOEKSISTERS,8.0,8.0,8.0,8.0,8.0
HANGMAN,MARIE CLAIRE,KANYE WEST,EGGNOG,WATER POLO,8.0,8.0,8.0,8.0,8.0
BONO,VOETSTOOTS,CINDERELLA,CASPER,MRBEAST,8.0,8.0,8.0,8.0,8.0
SILENT NIGHT,THE AVENGERS,THE LION SLEEPS TONIGHT,AMAZING RACE,PENÉLOPE CRUZ,8.0,8.0,8.0,8.0,8.0
FRUIT CAKE,BLOOD AND WATER,"ROCK, PAPER, SCISSORS",ADIDAS,SMILEY,8.0,8.0,8.0,8.0,8.0
DESPERATE HOUSEWIVES,HUGH MASEKELA,EYE OF TIGER,CHILLI POPPER,CANDY CRUSH,8.0,8.0,8.0,8.0,8.0
BOHEMIAN RHAPSODY,JOHN SMIT,MARNUS LABUSCHAGNE,SURFING,USAIN BOLT,8.0,8.0,8.0,8.0,8.0
KLIPDRIFT,MADONNA,MATT DAMON,MAD MEN,NIGHT IN TUNISIA,8.0,8.0,8.0,8.0,8.0
I BELIEVE I CAN FLY,LANCE ARMSTRONG,SESAME STREET,WESTWORLD,FRIDAY THE THIRTEENTH,8.0,8.0,8.0,8.0,8.0
DIGIMON,HULA HOOP,GARLIC PASTE,PURSUIT OF HAPPYNESS,ZEF,8.0,8.0,8.0,8.0,8.0
BACKSTAGE,THE FLASH,HOUSE OF CARDS,BLACKPINK,SAY MA NOW,8.0,8.0,8.0,8.0,8.0
CALISTHENICS,CONNECT FOUR,LAAITIE,ADVENTURE TIME,BIG BROTHER,8.0,8.0,8.0,8.0,8.0
GEN C PODCAST,LIONEL MESSI,LET'S TWIST AGAIN,WNBA,INSIDE OUT,8.0,8.0,8.0,8.0,8.0
STERI STUMPIE,SNOOPY,ANGRY BIRDS,PSP,LUCIANO PAVAROTTI,8.0,8.0,8.0,8.0,8.0
MKBHD,HANDBALL,BEAUTY AND THE BEAST,LED ZEPPELIN,GAME OF THRONES,8.0,8.0,8.0,8.0,8.0
SWEET CAROLINE,"GET LOW, GET LOW",THE BRITISH LIONS,MAHER ZAIN,STER-KINEKOR,8.0,8.0,8.0,8.0,8.0
SMOSH,DAYS OF OUR LIVES,NEIL DEGRASSE TYSON,YOUNGSTACPT,SOPRANOS,8.0,8.0,8.0,8.0,8.0
SAGO PUDDING,CHRIS HEMSWORTH,DASSIE,WIMPY,KWAITO,8.0,8.0,8.0,8.0,8.0
BRAAI,NAOMI OSAKA,ASIMBONANGA,CRICKET,FIGHT CLUB,8.0,8.0,8.0,8.0,8.0
BANG BANG BANG,FUTURAMA,LET ME HOLD YOU DOWN,QUAGGA,STREET FIGHTER ,8.0,8.0,8.0,8.0,8.0
I WANNA BE A BILLIONAIRE,MIKE TYSON,CARACARA,RUN JOZI,CHAPPIES,8.0,8.0,8.0,8.0,8.0
I WANT TO BREAK FREE,BAD BUNNY,GHOSTBUSTERS,STAR TREK,TABLE TENNIS,8.0,8.0,8.0,8.0,8.0
NANDO'S,THE VOICE,CABER TOSSING,JAKE WHITE,TREVOR NOAH,8.0,8.0,8.0,8.0,8.0
KABHI KUSHI KABHI GHAM,STEP UP 4,IN THE MEANTIME,LONG WALK TO FREEDOM,ON-ON,8.0,8.0,8.0,8.0,8.0
LET IT BURN,JUST KEEP SWIMING,THE PUSSYCAT DOLLS,PARTY IN THE USA,TRIVIAL PURSUIT,8.0,8.0,8.0,8.0,8.0
V FOR VENDETTA,KOESISTERS,DOUBLE HOTDOG,CRAZY STORE,BOET,8.0,8.0,8.0,8.0,8.0
MARIAH CAREY,BRYAN HABANA,SALEH BBQ TONIGHT ,BOULDERING,JOHNNY DEPP,8.0,8.0,8.0,8.0,8.0
THE LION KING,"NO WOMAN, NO CRY",GEM SQUASH,DANCING QUEEN,KOBE BRYANT,8.0,8.0,8.0,8.0,8.0
I SPY,NEIL DIAMOND,MICHAEL SCHUMACHER,DANIEL CRAIG,STRANGER THINGS,8.0,8.0,8.0,8.0,8.0
JONTY RHODES,HOME ALONE,DANJA SAUSAGE,PSYCHO,BEN 10,8.0,8.0,8.0,8.0,8.0
ROGER FEDERER,BRUNCH,SEBASTIAN VETTEL,JOHNNIE WALKER,KING OF THE HILL,8.0,8.0,8.0,8.0,8.0
SIMPSONS,FOOTBALL,SMALLVILLE,JUDO,PAD THAI,8.0,8.0,8.0,8.0,8.0
MR BONES,KING CONE,CAMEMBERT,MAKE THE CIRCLE BIGGER,PEDRO'S,8.0,8.0,8.0,8.0,8.0
NELLY FURTADO,THE WITCHER,KHABIB NURMAGOMEDOV,TSOTSI,MAGNUM,8.0,8.0,8.0,8.0,8.0
GOODFELLAS,JOL,JELLY TOTS,COCONUT MILK,BILLIE JEAN KING,8.0,8.0,8.0,8.0,8.0
IMAGINE DRAGONS,BATHROOM BIZARRE,CHRIS EVANS,RADISH,FYNBOS,8.0,8.0,8.0,8.0,8.0
MUTI,CASEY NEISTAT,BENNI MCCARTHY,JIM CARREY,SUPERSTORE,8.0,8.0,8.0,8.0,8.0
KAIZER CHIEFS,VASELINE,KAYTRANADA,30 SECONDS ,TOM BRADY,8.0,8.0,8.0,8.0,8.0
ZOE SALDANA,JENGA,FEAR FACTOR,QUEER EYE FOR THE STRAIGHT GUY,JULIA ROBERTS,8.0,8.0,8.0,8.0,8.0
CHALTE CHALTE,TOKOLOSHE,VOETSEK,KIM KARDASHIAN,LETS GO 50/50 ,8.0,8.0,8.0,8.0,8.0
CHICKEN KEBAB,TENNIS,TALKING TO THE MOON,SHARPSHOOTING,EMPANADAS,8.0,8.0,8.0,8.0,8.0
1 2 STEP,VIRGIN MOBILE,JACK NICHOLSON,REDBULL,SEAL,8.0,8.0,8.0,8.0,8.0
RICK AND MORTY,PADKOS,JURASSIC PARK,NOOT VIR NOOT,SIMONE BILES,8.0,8.0,8.0,8.0,8.0
SHAUN POLLOCK,LEBRON JAMES,DEMON SLAYER,SLUMDOG MILLIONAIRE,MADAM & EVE,8.0,8.0,8.0,8.0,8.0
WEST WING,BADMINTON,DIGIMON,MOCHA,DWAYNE JOHNSON,8.0,8.0,8.0,8.0,8.0
BAFANA BAFANA,JÄGERBOMB,MICHAEL JORDAN,DOOM,MAMPARA,8.0,8.0,8.0,8.0,8.0
DALTJIES,BOMPI,BLACK PANTHER,GILMORE GIRLS,THE LITTLE MERMAID,8.0,8.0,8.0,8.0,8.0
TKZEE,TOM HANKS,EUPHORIA,ALADDIN,STEVE REDGRAVE,8.0,8.0,8.0,8.0,8.0
JOSHUA DOORE,CHRIS PRATT,LIGHTHOUSE,MMA,TOO GOOD AT GOODBYES,8.0,8.0,8.0,8.0,8.0
HOCKEY,LUCKY STAR,OCEAN BASKET,MINECRAFT,PRISON BREAK,8.0,8.0,8.0,8.0,8.0
BRUCE WILLIS,HANSIE CRONJE,BUGS BUNNY,JOE BARBER,SANGOMA,8.0,8.0,8.0,8.0,8.0
OSMAN'S,MELROSE,JENNIFER LOPEZ,GOGO,RONDAVEL,8.0,8.0,8.0,8.0,8.0
PESTO,MIMOSA,DOCTOR WHO,HIGH SCHOOL MUSICAL 3,I'M EVERY WOMEN,8.0,8.0,8.0,8.0,8.0
OOPS!... I DID IT AGAIN,BLEACH,"CROUCHING TIGER, HIDDEN DRAGON",TRIATHLON,"BET ON IT, BET ON IT",8.0,8.0,8.0,8.0,8.0
FROZEN,THE OFFICE,LEAGUE OF LEGENDS,LIZA KOSHY,LEONARDO DICAPRIO,8.0,8.0,8.0,8.0,8.0
