Card,Row,Word,Tag 1,Colour,Difficulty,Length,Difficulty_total
24,5,HORSEBACK RIDING,Sports,1,2.0,16.0,9.0
25,4,PHUMAKIM,Music,1,3.0,8.0,11.0
25,5,FELA IN VERSACE,Music,1,2.0,15.0,11.0
25,2,FREEDOM DAY,Events,1,2.0,11.0,11.0
25,1,FIJI,Geography,1,2.0,4.0,11.0
25,3,CAN'T GET YOU OUT OF MY HEAD,Music,1,2.0,28.0,11.0
26,3,THE OKTOBERFEST,Events,1,2.0,15.0,9.0
26,4,1 2 STEP,Music,1,2.0,8.0,9.0
26,5,ERLING HAALAND,People and Characters,1,3.0,14.0,9.0
26,1,LABOUR DAY,Events,1,1.0,10.0,9.0
26,2,WALES,Geography,1,1.0,5.0,9.0
27,3,SHERLOCK,TV Show,1,2.0,8.0,7.0
27,4,SAFFRON,Food and Drink,1,1.0,7.0,7.0
27,1,INVICTUS,Movies,1,2.0,8.0,7.0
27,2,VUVUZELA,Culture,1,1.0,8.0,7.0
27,5,YOU,Companies,1,1.0,3.0,7.0
28,4,TIM BERNERS-LEE,People and Characters,1,3.0,15.0,10.0
28,2,CREED,Movies,1,2.0,5.0,10.0
28,1,TWELFTH NIGHT,Language and Literature ,1,3.0,13.0,10.0
28,3,SAMUEL L. JACKSON,People and Characters,1,1.0,17.0,10.0
28,5,FROZEN,Movies,1,1.0,6.0,10.0
29,5,GUY FAWKES DAY,Events,1,2.0,14.0,8.0
29,2,CHRISTMAS DAY,Events,1,1.0,13.0,8.0
29,1,HILARY DUFF,People and Characters,1,2.0,11.0,8.0
29,4,RUN JOZI,Music,1,2.0,8.0,8.0
29,3,ACHY BREAKY HEART,Music,1,1.0,17.0,8.0
30,5,MUTI,Culture,1,3.0,4.0,10.0
30,2,BILLIE JEAN,Music,1,1.0,11.0,10.0
30,1,ELECTRIC DAISY CARNIVAL,Events,1,2.0,23.0,10.0
30,3,BANG BANG BANG,Music,1,2.0,14.0,10.0
30,4,FAJITAS,Food and Drink,1,2.0,7.0,10.0
31,4,PICTIONARY,Games,1,2.0,10.0,9.0
31,5,30 SECONDS ,Games,1,1.0,11.0,9.0
31,1,WORLD OF WARCRAFT,Games,1,3.0,17.0,9.0
31,3,JOE ROGAN PODCAST,TV Show,1,1.0,17.0,9.0
31,2,KHOI AND SAN,People and Characters,1,2.0,12.0,9.0
32,1,YASIS,Culture,1,2.0,5.0,9.0
32,2,PROOF OF STAKE,Technology,1,3.0,14.0,9.0
32,5,TYLA,People and Characters,1,1.0,4.0,9.0
32,3,WOODEN SPOON,Things,1,1.0,12.0,9.0
32,4,LOS ANGELES,Geography,1,2.0,11.0,9.0
33,1,YELLOW SUBMARINE,Music,1,1.0,16.0,6.0
33,4,SUPERSTORE,TV Show,1,1.0,10.0,6.0
33,3,NETFLIX,Companies,1,1.0,7.0,6.0
33,2,NASPERS,Companies,1,2.0,7.0,6.0
33,5,EYE OF TIGER,Music,1,1.0,12.0,6.0
34,3,"RED LIGHT, GREEN LIGHT",Games,1,3.0,22.0,11.0
34,5,*WALKING*,Actions,1,1.0,9.0,11.0
34,1,BARBRA STREISAND,People and Characters,1,2.0,16.0,11.0
34,4,GRAVITY FALLS,TV Show,1,2.0,13.0,11.0
34,2,GOOD BYE LENIN!,Movies,1,3.0,15.0,11.0
35,5,QUAGGA,Culture,1,2.0,6.0,7.0
35,4,LOVE ISLAND,TV Show,1,1.0,11.0,7.0
35,3,CHINESE NEW YEAR,Events,1,1.0,16.0,7.0
35,2,LEWIS HAMILTON,People and Characters,1,1.0,14.0,7.0
35,1,BIG MAGIC,Language and Literature ,1,2.0,9.0,7.0
36,1,CHEESE BOY,Culture,1,2.0,10.0,9.0
36,2,PICK 'N PAY,Companies,1,1.0,11.0,9.0
36,3,GULF WAR,History,1,3.0,8.0,9.0
36,4,PABLO PICASSO,People and Characters,1,2.0,13.0,9.0
36,5,HONDA,Companies,1,1.0,5.0,9.0
37,5,FLEABAG,TV Show,1,3.0,7.0,10.0
37,3,INDUSTRIAL REVOLUTION,History,1,2.0,21.0,10.0
37,4,WALL-E,Movies,1,2.0,6.0,10.0
37,2,PEPPERMINT CRISP,Food and Drink,1,2.0,16.0,10.0
37,1,*KICKING*,Actions,1,1.0,9.0,10.0
38,1,ISIBINDI,Culture,1,3.0,8.0,9.0
38,5,AIR FRYER,Things,1,1.0,9.0,9.0
38,2,MADAM & EVE,TV Show,1,2.0,11.0,9.0
38,3,PADEL,Sports,1,1.0,5.0,9.0
38,4,MASTERCHEF,TV Show,1,2.0,10.0,9.0
39,4,STOKVEL,Culture,1,2.0,7.0,11.0
39,3,HERMANUS WHALE FESTIVAL,Events,1,2.0,23.0,11.0
39,1,DAY OF THE DEAD,Events,1,2.0,15.0,11.0
39,2,INTERNET OF THINGS,Technology,1,3.0,18.0,11.0
39,5,THE BRITISH OPEN,Events,1,2.0,16.0,11.0
40,5,CASUAL DAY,Events,1,1.0,10.0,10.0
40,2,"CROUCHING TIGER, HIDDEN DRAGON",Movies,1,2.0,30.0,10.0
40,3,BEST OF BOTH WORLDS,Music,1,2.0,19.0,10.0
40,1,BIOLUMINESCENCE,Math and Science,1,3.0,15.0,10.0
40,4,PATRICE MOTSEPE,People and Characters,1,2.0,15.0,10.0
41,4,HARRY POTTER AND THE SORCERER'S STONE,Movies,1,1.0,37.0,10.0
41,5,LOVE LANGUAGES,Language and Literature ,1,1.0,14.0,10.0
41,1,MAHER ZAIN,Music,1,3.0,10.0,10.0
41,2,COWBOY BEBOP,TV Show,1,3.0,12.0,10.0
41,3,HELEN SUZMAN,People and Characters,1,2.0,12.0,10.0
42,4,LOONEY TUNES,TV Show,1,1.0,12.0,8.0
42,2,LET IT BURN,Music,1,1.0,11.0,8.0
42,3,HOW TO TRAIN YOUR DRAGON,Movies,1,2.0,24.0,8.0
42,5,STANDARD BANK,Companies,1,1.0,13.0,8.0
42,1,LIBERATION DAY,Events,1,3.0,14.0,8.0
43,1,MAGIC JOHNSON,People and Characters,1,2.0,13.0,11.0
43,5,KING OF THE AIR,Events,1,3.0,15.0,11.0
43,4,VODACOM,Companies,1,1.0,7.0,11.0
43,2,KILL BILL,Movies,1,2.0,9.0,11.0
43,3,TWIN PEAKS,TV Show,1,3.0,10.0,11.0
44,5,UNITED NATIONS,History,1,1.0,14.0,8.0
44,4,TELESCOPE,Technology,1,1.0,9.0,8.0
44,1,KAL HO NAA HO,Movies,1,3.0,13.0,8.0
44,2,TATJANA SMITH,People and Characters,1,2.0,13.0,8.0
44,3,IMAGINE DRAGONS,People and Characters,1,1.0,15.0,8.0
45,3,DOCTOR WHO,TV Show,1,2.0,10.0,11.0
45,5,MZANZI FO SHO,Music,1,3.0,13.0,11.0
45,2,LIGHT YAGAMI,People and Characters,1,3.0,12.0,11.0
45,1,GOGO,Culture,1,2.0,4.0,11.0
45,4,UNO,Games,1,1.0,3.0,11.0
46,1,HIGGS BOSON,Technology,1,2.0,11.0,7.0
46,3,*COOKING*,Actions,1,1.0,9.0,7.0
46,2,THE LITTLE MERMAID,Movies,1,1.0,18.0,7.0
46,4,WATERMELON SUGAR HIGH,Music,1,2.0,21.0,7.0
46,5,LEBRON JAMES,People and Characters,1,1.0,12.0,7.0
47,2,AMAZING RACE,TV Show,1,2.0,12.0,8.0
47,4,JACOB ZUMA,People and Characters,1,1.0,10.0,8.0
47,5,CORAL REEF,Nature,1,1.0,10.0,8.0
47,1,*CLIMBING*,Actions,1,2.0,10.0,8.0
47,3,FRUIT CAKE,Food and Drink,1,2.0,10.0,8.0
48,2,*SNORKELLING*,Actions,1,2.0,13.0,9.0
48,4,LEKKER,Culture,1,1.0,6.0,9.0
48,1,EMMA STONE,People and Characters,1,2.0,10.0,9.0
48,5,*PAINTING*,Actions,1,2.0,10.0,9.0
48,3,ROBSON WALTON,People and Characters,1,2.0,13.0,9.0
49,3,LOUIS ARMSTRONG,People and Characters,1,2.0,15.0,8.0
49,2,JACK NICHOLSON,People and Characters,1,2.0,14.0,8.0
49,5,E.T. ,Movies,1,1.0,5.0,8.0
49,4,TSOTSI,Movies,1,1.0,6.0,8.0
49,1,LITTLE PRINCE,Language and Literature ,1,2.0,13.0,8.0
50,5,CARTE BLANCHE,TV Show,1,1.0,13.0,7.0
50,4,SKY NEWS,TV Show,1,1.0,8.0,7.0
50,2,USAIN BOLT,People and Characters,1,1.0,10.0,7.0
50,1,PADKOS,Culture,1,2.0,6.0,7.0
50,3,NATIONAL WOMEN'S DAY,Events,1,2.0,20.0,7.0
51,4,THUNEE,Games,1,2.0,6.0,12.0
51,5,SEX PISTOLS,Music,1,3.0,11.0,12.0
51,1,RAISE RED LANTERN,Movies,1,3.0,17.0,12.0
51,3,CHRISTOPHER NOLAN,People and Characters,1,2.0,17.0,12.0
51,2,BILLIE JEAN KING,People and Characters,1,2.0,16.0,12.0
52,2,TOP CHEF,TV Show,1,2.0,8.0,10.0
52,3,DALTJIES,Food and Drink,1,2.0,8.0,10.0
52,1,DANJA SAUSAGE,Food and Drink,1,2.0,13.0,10.0
52,4,KUROSAKI ICHIGO,People and Characters,1,3.0,15.0,10.0
52,5,I'M EVERY WOMEN,Music,1,1.0,15.0,10.0
53,3,OLYMPIAD,Events,1,2.0,8.0,10.0
53,1,OKTOBERFEST,Events,1,2.0,11.0,10.0
53,5,XQC,People and Characters,1,3.0,3.0,10.0
53,4,SHARPEVILLE,History,1,1.0,11.0,10.0
53,2,RED DEAD REDEMPTION,Games,1,2.0,19.0,10.0
54,2,KFC,Companies,1,1.0,3.0,9.0
54,3,PARKS AND RECREATION,TV Show,1,3.0,20.0,9.0
54,1,EVERYBODY LOVES RAYMOND,TV Show,1,2.0,23.0,9.0
54,5,TKZEE,Music,1,2.0,5.0,9.0
54,4,FINDING NEMO,Movies,1,1.0,12.0,9.0
55,1,MUVHANGO,TV Show,1,2.0,8.0,13.0
55,4,RYAN HIGA,People and Characters,1,3.0,9.0,13.0
55,3,NOVAK DJOKOVIC,People and Characters,1,3.0,14.0,13.0
55,2,HUGH MASEKELA,People and Characters,1,3.0,13.0,13.0
55,5,RONDAVEL,Culture,1,2.0,8.0,13.0
56,3,RAINFOREST,Nature,1,1.0,10.0,6.0
56,1,IMAM HARON,People and Characters,1,2.0,10.0,6.0
56,5,GOLDEN GATE BRIDGE,Geography,1,1.0,18.0,6.0
56,4,GAME OF THRONES,TV Show,1,1.0,15.0,6.0
56,2,BIG BROTHER,TV Show,1,1.0,11.0,6.0
57,2,MINECRAFT,Games,1,2.0,9.0,9.0
57,5,VICTOR MATFIELD,People and Characters,1,2.0,15.0,9.0
57,1,FOUR CORNERS,Movies,1,2.0,12.0,9.0
57,4,*SWEEPING*,Actions,1,1.0,10.0,9.0
57,3,BURNING MAN,Events,1,2.0,11.0,9.0
58,2,POKÉMON,Games,1,1.0,7.0,9.0
58,4,DESMOND TUTU,People and Characters,1,2.0,12.0,9.0
58,1,EGGNOG,Food and Drink,1,2.0,6.0,9.0
58,5,RICK AND MORTY,TV Show,1,2.0,14.0,9.0
58,3,SANTIAGO,Geography,1,2.0,8.0,9.0
59,1,PLATYPUS,Animals,1,2.0,8.0,11.0
59,2,GEES,Culture,1,2.0,4.0,11.0
59,4,LAW AND ORDER,TV Show,1,2.0,13.0,11.0
59,5,HOUSE OF CARDS,TV Show,1,2.0,14.0,11.0
59,3,ALISSON BECKER,People and Characters,1,3.0,14.0,11.0
60,2,LETS GO 50/50 ,Music,1,2.0,14.0,10.0
60,3,MARIE CURIE,People and Characters,1,2.0,11.0,10.0
60,4,ALEXANDER FLEMING,People and Characters,1,3.0,17.0,10.0
60,1,THEY WERE ALL YELLOW,Music,1,2.0,20.0,10.0
60,5,DROP IT LIKE IT'S HOT,Music,1,1.0,21.0,10.0
61,1,DJANGO UNCHAINED,Movies,1,2.0,16.0,10.0
61,3,RAMADAN,Events,1,1.0,7.0,10.0
61,5,AMISH,People and Characters,1,3.0,5.0,10.0
61,2,CHARLIE CHAPLIN,People and Characters,1,2.0,15.0,10.0
61,4,ZEF,Culture,1,2.0,3.0,10.0
62,3,NEW YEAR'S EVE,Events,1,1.0,14.0,7.0
62,2,NKOSI,Culture,1,2.0,5.0,7.0
62,1,BLACK DEATH,History,1,2.0,11.0,7.0
62,4,POKEMON,TV Show,1,1.0,7.0,7.0
62,5,THE FIRST LADY,People and Characters,1,1.0,14.0,7.0
63,2,BP,Companies,1,1.0,2.0,8.0
63,5,THE OFFICE,TV Show,1,2.0,10.0,8.0
63,4,MOTHER'S DAY,Events,1,1.0,12.0,8.0
63,3,BROOKLYN NINE-NINE,TV Show,1,2.0,18.0,8.0
63,1,CHRIS HANI,People and Characters,1,2.0,10.0,8.0
64,1,KLEIN KAROO,Geography,1,2.0,11.0,10.0
64,5,BIG MOUTH,TV Show,1,2.0,9.0,10.0
64,3,TONY BLAIR,People and Characters,1,2.0,10.0,10.0
64,2,NIGHT IN TUNISIA,Music,1,3.0,16.0,10.0
64,4,WATERPOLO,Sports,1,1.0,9.0,10.0
65,4,TRIATHLON,Sports,1,2.0,9.0,8.0
65,1,LEMON CREAMS,Food and Drink,1,1.0,12.0,8.0
65,2,CRISTIANO RONALDO,People and Characters,1,1.0,17.0,8.0
65,3,PERLEMOEN,Food and Drink,1,3.0,9.0,8.0
65,5,LONG WALK TO FREEDOM,Movies,1,1.0,20.0,8.0
66,5,KEEPING UP WITH KARDASHIANS,TV Show,1,1.0,27.0,9.0
66,2,MASSMART,Companies,1,3.0,8.0,9.0
66,3,STRANGER THINGS,TV Show,1,2.0,15.0,9.0
66,1,"YOU ARE MY FIRE, MY ONE DESIRE",Music,1,2.0,30.0,9.0
66,4,PAC-MAN,Games,1,1.0,7.0,9.0
67,1,STEVE REDGRAVE,People and Characters,1,2.0,14.0,7.0
67,4,OPPENHEIMER,Movies,1,2.0,11.0,7.0
67,2,DESPICABLE ME,Movies,1,1.0,13.0,7.0
67,5,TABLE TENNIS,Sports,1,1.0,12.0,7.0
67,3,BARBECUE,Events,1,1.0,8.0,7.0
68,5,ENGLAND,geography,1,1.0,7.0,6.0
68,4,DRAGONBALL Z,TV Show,1,1.0,12.0,6.0
68,1,AMERICAN PSYCHO,Movies,1,2.0,15.0,6.0
68,2,BUSINESS DAY,Events,1,1.0,12.0,6.0
68,3,JUSTIN TIMBERLAKE,People and Characters,1,1.0,17.0,6.0
69,2,CURIOUS CASE OF BENJAMIN BUTTON,Movies,1,2.0,31.0,10.0
69,1,MAXWELL'S EQUATION,Math and Science,1,3.0,18.0,10.0
69,5,LUCKY STAR,Food and Drink,1,2.0,10.0,10.0
69,4,YOU MUSTN'T PUSH!,Culture,1,2.0,17.0,10.0
69,3,STAR WARS,Movies,1,1.0,9.0,10.0
70,4,ORPHAN BLACK,TV Show,1,3.0,12.0,9.0
70,3,JUST KEEP SWIMING,Music,1,1.0,17.0,9.0
70,2,ZEBRA,Animals,1,1.0,5.0,9.0
70,5,HOPSCOTCH,Games,1,2.0,9.0,9.0
70,1,AT&T,Companies,1,2.0,4.0,9.0
71,1,VIE MAAK DIE JOL VOL,Culture,1,2.0,20.0,9.0
71,4,BOXING DAY,Events,1,1.0,10.0,9.0
71,3,NVIDIA ,Companies,1,2.0,7.0,9.0
71,5,*TYPING*,Actions,1,1.0,8.0,9.0
71,2,FIBONACCI SEQUENCE,Math and Science,1,3.0,18.0,9.0
72,2,BOER MAAK 'N PLAN,Culture,1,1.0,17.0,9.0
72,3,WAR AND PEACE,Events,1,2.0,13.0,9.0
72,1,GLOBAL POSITIONING SYSTEM,Technology,1,2.0,25.0,9.0
72,4,"EARTH, WIND AND FIRE",People and Characters,1,2.0,20.0,9.0
72,5,AR GLASSES,Technology,1,2.0,10.0,9.0
73,4,THE APOSTLES,People and Characters,1,2.0,12.0,9.0
73,3,KIMCHI,Food and Drink,1,2.0,6.0,9.0
73,2,TETRIS,Games,1,1.0,6.0,9.0
73,5,DRAGONBALL DURAG,Music,1,3.0,16.0,9.0
73,1,ALADDIN,Movies,1,1.0,7.0,9.0
74,5,MEMORIAL DAY,Events,1,2.0,12.0,9.0
74,2,MARDI GRAS,Events,1,2.0,10.0,9.0
74,1,KAYTRANADA,People and Characters,1,2.0,10.0,9.0
74,3,FLOYD MAYWEATHER JR.,People and Characters,1,2.0,20.0,9.0
74,4,AVOCADO,Food and Drink,1,1.0,7.0,9.0
75,4,MARK FISH,People and Characters,1,2.0,9.0,10.0
75,3,THE FAULT IN OUR STARS,Language and Literature ,1,2.0,22.0,10.0
75,1,GOULASH,Food and Drink,1,3.0,7.0,10.0
75,2,RADISH,Food and Drink,1,2.0,6.0,10.0
75,5,E.TV,TV Show,1,1.0,4.0,10.0
76,1,GREAT GATSBY,Language and Literature ,1,1.0,12.0,6.0
76,5,SYDNEY OPERA HOUSE,Geography,1,1.0,18.0,6.0
76,4,MICKEY MANTLE,People and Characters,1,2.0,13.0,6.0
76,3,MCDONALD'S,Companies,1,1.0,10.0,6.0
76,2,WORKERS’ DAY,Events,1,1.0,12.0,6.0
77,2,DIEGO MARADONA,People and Characters,1,2.0,14.0,9.0
77,1,JOHANN RUPERT,People and Characters,1,3.0,13.0,9.0
77,4,SILENT NIGHT,Music,1,2.0,12.0,9.0
77,5,JULIA ROBERTS,People and Characters,1,1.0,13.0,9.0
77,3,HULA HOOP,Things,1,1.0,9.0,9.0
78,2,"WE WILL, WE WILL ROCK YOU",Music,1,1.0,25.0,9.0
78,3,PROJECT RUNWAY,TV Show,1,2.0,14.0,9.0
78,4,LUCIANO PAVAROTTI,People and Characters,1,3.0,17.0,9.0
78,5,KOMBI,Culture,1,2.0,5.0,9.0
78,1,HUMAN RIGHTS DAY ,Events,1,1.0,17.0,9.0
79,2,RUSSIA,Geography,1,1.0,6.0,9.0
79,4,VULINDLELA,Music,1,3.0,10.0,9.0
79,5,BLEACH,TV Show,1,2.0,6.0,9.0
79,1,ECOSYSTEM,Math and Science,1,1.0,9.0,9.0
79,3,SPUD,Movies,1,2.0,4.0,9.0
80,3,SLAUGHTERHOUSE-FIVE,Language and Literature ,1,3.0,19.0,11.0
80,1,5 SECOND RULE,Games,1,2.0,13.0,11.0
80,4,RAY TRACING,Technology,1,3.0,11.0,11.0
80,5,TAKKIES,Culture,1,2.0,7.0,11.0
80,2,OOPS!... I DID IT AGAIN,Music,1,1.0,23.0,11.0
81,3,VOLKSTAAT,Geography,1,3.0,9.0,13.0
81,5,SAY MA NOW,Culture,1,2.0,10.0,13.0
81,4,KYLIAN MBAPPÉ,People and Characters,1,3.0,13.0,13.0
81,2,DEATH STAR,Language and Literature ,1,2.0,10.0,13.0
81,1,OPPIKOPPI,Events,1,3.0,9.0,13.0
82,2,SATRIX,Companies,1,3.0,6.0,11.0
82,4,PUMPED UP KICKS ,Music,1,2.0,16.0,11.0
82,5,TV LICENSE,Things,1,1.0,10.0,11.0
82,3,MAHATMA GANDHI,People and Characters,1,2.0,14.0,11.0
82,1,HOUSE OF CRONIES,Games,1,3.0,16.0,11.0
83,2,THE CRICKET WORLD CUP,Events,1,1.0,21.0,8.0
83,3,TATA MA CHANCE! TATA MA MILLIONS,Culture,1,2.0,32.0,8.0
83,4,THE WRIGHT BROTHERS,People and Characters,1,2.0,19.0,8.0
83,1,SATELLITE,Technology,1,1.0,9.0,8.0
83,5,7 CARDS,Games,1,2.0,7.0,8.0
84,2,SKEEM SAAM,TV Show,1,3.0,10.0,11.0
84,5,SHEIKH HASINA,People and Characters,1,3.0,13.0,11.0
84,4,WOOLWORTHS,Companies,1,1.0,10.0,11.0
84,1,PORTISHEAD,People and Characters,1,3.0,10.0,11.0
84,3,THE PUSSYCAT DOLLS,People and Characters,1,1.0,18.0,11.0
85,1,GOODFELLAS,Movies,1,3.0,10.0,10.0
85,3,PAIN AND GLORY,Movies,1,2.0,14.0,10.0
85,5,JUMPER,Movies,1,2.0,6.0,10.0
85,4,PARTY IN THE USA,Music,1,2.0,16.0,10.0
