Word,Word,Word,Word,Word,Difficulty_total,Difficulty_total,Difficulty_total,Difficulty_total,Difficulty_total
VIETNAM WAR,US ROUTE 66,THAILAND,ALCHEMIST,PRINCE,9.0,9.0,9.0,9.0,9.0
DUNNING–KRUGER EFFECT,VODACOM,VISA,EGOLI,NEUTRON,9.0,9.0,9.0,9.0,9.0
CHRIST THE REDEEMER,FAHRENHEIT 451,NAKED INSURANCE,JAN SMUTS,AUSTRALIA,9.0,9.0,9.0,9.0,9.0
TORTOISE,EVAPORATION,ANGLO-ZULU WAR,SPACE RACE,K53,9.0,9.0,9.0,9.0,9.0
QUEENSTOWN,NASPERS,BLACK DEATH,GREAT BARRIER REEF,HELEN ZILLE,9.0,9.0,9.0,9.0,9.0
KWAZULU-NATAL,BARACK OBAMA,"SUGAR, SPICE AND EVERYTHING NICE",LAGOON,DOWN SECOND AVENUE,9.0,9.0,9.0,9.0,9.0
MONTY PYTHON,LEMUR,NATO,GAUSSIAN DISTRIBUTION,VIRUS,9.0,9.0,9.0,9.0,9.0
CHROMOSOME,TONGA,SULPHATES,INDUSTRIAL REVOLUTION,KITE RUNNER,9.0,9.0,9.0,9.0,9.0
KENYA,STANDARD BANK,BANTU LAND ACT,ROBOTS,SHENZHEN,9.0,9.0,9.0,9.0,9.0
BORIS JOHNSON,CHANEL,TRIANGLE ,RAPPORT,WINNIE MANDELA,9.0,9.0,9.0,9.0,9.0
WILDEBEEST,"FATHER, SON, HOLY SPIRIT",THERESA MAY,PIETER GROENEWALD,RNA,9.0,9.0,9.0,9.0,9.0
RHODES MUST FALL,OKTOBERFEST,TELEVISION,ALEXANDER FLEMING,COSATU,9.0,9.0,9.0,9.0,9.0
NORWAY,IDRIS ELBA,INDONESIA,LYNX,MALCOLM GLADWELL,9.0,9.0,9.0,9.0,9.0
ARTIFICIAL INTELLIGENCE,MARS,SLOTH,RIVONIA TRIAL,CODESA,9.0,9.0,9.0,9.0,9.0
SUPERMAN,FREEDOM DAY,BLUETOOTH,QUANTUM COMPUTING,LISBON,9.0,9.0,9.0,9.0,9.0
HIDDEN LEAF VILLAGE,CARACAL,V&A WATERFRONT,BUCKINGHAM PALACE,PATRICIA DE LILLE,9.0,9.0,9.0,9.0,9.0
ORIGIN OF SPECIES,TRENCH TOWN,DAISIES,PLATYPUS,BOXING DAY,8.0,8.0,8.0,8.0,8.0
FOSSIL,NEW YEAR'S EVE,CAPE PROTEA,THERMODYNAMICS,BERING STRAIT,8.0,8.0,8.0,8.0,8.0
MANATEE,SOCIOLOGY,MRI SCAN,DESERT,RAMADAN,8.0,8.0,8.0,8.0,8.0
ISRAEL,HONEY BADGER,TRANSKEI,VOLKSTAAT,AK-47,8.0,8.0,8.0,8.0,8.0
JAMIE OLIVER,MARK SHUTTLEWORTH,HIT THE NAIL ON THE HEAD,HUNGER GAMES,SIX-DAY WAR,8.0,8.0,8.0,8.0,8.0
THE CRICKET WORLD CUP,MARIE CURIE,BEETLE,JAKARTA,THE GARDEN OF EDEN,8.0,8.0,8.0,8.0,8.0
ALFRED NOBEL,LAST CHRISTMAS,P.W. BOTHA,KOMODO DRAGON,NEW YORK,8.0,8.0,8.0,8.0,8.0
CHEMOTHERAPY,ALGORITHM,DOCSIDE,NICKY OPPENHEIMER,FIRST NATIONAL BANK,8.0,8.0,8.0,8.0,8.0
THE SUPER BOWL,FIRSTRAND,CHICHEN ITZA,PEARL HARBOUR,SAUDI ARABIA,8.0,8.0,8.0,8.0,8.0
RAM,DIARY OF A WIMPY KID,ANTARCTICA,WELLINGTON,LOS ANGELES,8.0,8.0,8.0,8.0,8.0
SWEDEN,SADDAM HUSSEIN,LORD OF THE RINGS,WESTERN CAPE,KARL MARX,8.0,8.0,8.0,8.0,8.0
KHOI AND SAN,WATER CYCLE,THE SERENGETI,NADINE GORDIMER,HONDA,8.0,8.0,8.0,8.0,8.0
BLOBFISH,FACEBOOK,PLUTO,HOLLAND,GOLDEN DISH,8.0,8.0,8.0,8.0,8.0
GBV,PARIS,PINE TREE,HOUSE OF HADES,SHAKA,8.0,8.0,8.0,8.0,8.0
FAULT IN OUR STARS,THE INTERNET,CASUAL DAY,LOUIS ARMSTRONG,THE CONSTITUTION ,8.0,8.0,8.0,8.0,8.0
DURBAN,INDEPENDENCE DAY,AINSLEY HARRIOTT,LIGHTING CABLE,TAJ MAHAL,8.0,8.0,8.0,8.0,8.0
LABOUR DAY,CROOKED KINGDOM,NEW YEAR’S DAY,DIVISION,PAUL KAGAME,8.0,8.0,8.0,8.0,8.0
GOOGLE GLASSES,LIMPOPO,BERLIN WALL,GOLD RUSH,UNITED KINGDOM,8.0,8.0,8.0,8.0,8.0
NVIDIA ,SOUTH AFRICA,BERLIN,TATTOOIST OF AUSCHWITZ,MEXICO CITY,8.0,8.0,8.0,8.0,8.0
MAHATMA GANDHI,BASTILLE DAY,WHATSAPP,NORTHERN LIGHTS,CHRIS BARNARD,8.0,8.0,8.0,8.0,8.0
MOTHERWELL,SOVIET UNION,FREE STATE,LOVE LANGUAGES,A CLOCKWORK ORANGE,8.0,8.0,8.0,8.0,8.0
SATELLITE,GAYTON MCKENZIE,POLYMER,TWO OCEANS MARATHON,THE ORANGE RIVER,8.0,8.0,8.0,8.0,8.0
TURTLE,FABLE,CORAL REEF,TO KILL A MOCKINGBIRD,THE MIDNIGHT LIBRARY,8.0,8.0,8.0,8.0,8.0
LORD OF THE FLIES,SNOW LEOPARD,CHRISTMAS EVE,QUACK!,FRACTALS,8.0,8.0,8.0,8.0,8.0
THANKSGIVING,ACKERMANS,COLOSSEUM,EDUCATED,CALCULUS,8.0,8.0,8.0,8.0,8.0
IMAM HARON,ST. PATRICK'S DAY,BARBIE AND KEN,ANTHROPOLOGY,GORILLA,8.0,8.0,8.0,8.0,8.0
CHARLOTTE'S WEB,DNA,ANTON RUPERT,THE NORTHERN CAPE,EMIRATES,8.0,8.0,8.0,8.0,8.0
GONE WITH THE WIND,CAT,ATHENS,SCHABIR SHAIK,TAMAGOTCHI,8.0,8.0,8.0,8.0,8.0
OAK TREE,THE BIG HOLE ,CAPE TOWN,LAOS,NEW ZEALAND,8.0,8.0,8.0,8.0,8.0
SAN SALVADOR,STAR-NOSED MOLE,HYDROGEN,SWITZERLAND,MOUNT EVEREST,8.0,8.0,8.0,8.0,8.0
CAPYBARA,GABORONE,SEPTEMBER 11,OXYGEN,UNIVERSITY OF THE WESTERN CAPE,8.0,8.0,8.0,8.0,8.0
GOOD FRIDAY,IBUPROFEN,THE DA,SLAUGHTERHOUSE-FIVE,DSTV DECODER,8.0,8.0,8.0,8.0,8.0
POLAND,NANOTECHNOLOGY,CALABASH,MEOW,ROLEX,8.0,8.0,8.0,8.0,8.0
GETTYSBURG ADDRESS,EMBRYO,DEVIL'S PEAK,BIOTECHNOLOGY,HERBALIFE,8.0,8.0,8.0,8.0,8.0
CAMPS BAY,MONACO,SILVERFISH,GREENPEACE,PEACOCK,8.0,8.0,8.0,8.0,8.0
HARVEST FESTIVAL,RUNOFF,MALDIVES,AUTOMATIC,GOOGLE EARTH,8.0,8.0,8.0,8.0,8.0
AVALANCHE,GREEN EGGS AND HAM,BUMBLEBEE,MINNIE MOUSE,POCONO MOUNTAINS,8.0,8.0,8.0,8.0,8.0
FREAKONOMICS,HAIL,DAILY SUN,CAIRO,CAPE COLONY,8.0,8.0,8.0,8.0,8.0
BLACK BEAUTY,STENOGRAPHY,CARBON,AUDI,JOHN STEENHUISEN,8.0,8.0,8.0,8.0,8.0
THE PYRAMIDS,PRAGUE,COST AN ARM AND A LEG,BMW,THE ZAMBEZI RIVER,8.0,8.0,8.0,8.0,8.0
GEOMETRY,MARDI GRAS,HENDRICK VERWOERD,ALPHABET,46664,8.0,8.0,8.0,8.0,8.0
AXOLOTL,WAVES,XHOSA,JEAN-MICHEL BASQUIAT,NARNIA,8.0,8.0,8.0,8.0,8.0
MACBETH,WOLF,THE APOSTLES,ENGLAND,SCELETIUM,8.0,8.0,8.0,8.0,8.0
TELESCOPE,DESMOND TUTU,PHILADELPHIA,INTEL,HARVEY WEINSTEIN,8.0,8.0,8.0,8.0,8.0
FW DE KLERK,2-FACTOR AUTHENTICATION,GREAT WALL OF CHINA,STATUE OF LIBERTY,ALICE IN WONDERLAND,8.0,8.0,8.0,8.0,8.0
PERKS OF BEING A WALLFLOWER,RACCOON,DUNE,ITALY,MOTHER TERESA,8.0,8.0,8.0,8.0,8.0
TOGO,SEASHELLS,RIO CARNIVAL,GREECE,XENOPHOBIA,8.0,8.0,8.0,8.0,8.0
KLEIN KAROO,NOKIA ,JOHANN RUPERT,SASOL,BP,8.0,8.0,8.0,8.0,8.0
ROME,MOUNT FUJI,MOSCOW,MICHELLE OBAMA,MÖBIUS STRIP,8.0,8.0,8.0,8.0,8.0
JPMORGAN,CHEETAH,CHICAGO,SATRIX,OTP,8.0,8.0,8.0,8.0,8.0
RHYTHM,CLOCKWORK PRINCESS,GALILEO GALILEI,MOTHER'S DAY,3D PRINTING,8.0,8.0,8.0,8.0,8.0
MOBY DICK,SOMALIA,TRAPPE VAN VERGELYKING,THE SHINING,IDI AMIN,8.0,8.0,8.0,8.0,8.0
RAINFOREST,MEXICO,CLICKS,CAPE VERDE,ADVENTURES OF HUCKLEBERRY FINN,8.0,8.0,8.0,8.0,8.0
PANGOLIN,THABO MBEKI,DIWALI,THE COMMONWEALTH GAMES,DAY OF THE DEAD,8.0,8.0,8.0,8.0,8.0
SOWETO UPRISING,FREEDOM CHARTER,MOMENTUM,XI JINPING,THE MARTIAN,8.0,8.0,8.0,8.0,8.0
PRECIPITATION,UP THE CREEK,HUMAN RIGHTS DAY ,PRESSURE COOKER,EQUILIBRIUM,8.0,8.0,8.0,8.0,8.0
APARTHEID,SAND DUNE,KING OF THE AIR,HADEDAS,COLOR PURPLE,8.0,8.0,8.0,8.0,8.0
BRAAI DAY,AFRIKAANS LANGUAGE MONUMENT,HOLOGRAM,CRUSADES,HALLE BERRY,8.0,8.0,8.0,8.0,8.0
TONY BLAIR,IPAD,OXIDATION,SANDMAN,PAKISTAN,8.0,8.0,8.0,8.0,8.0
ELECTRIC DAISY CARNIVAL,LEBONON,WALRUS,WIFI,PUMA,8.0,8.0,8.0,8.0,8.0
PIETERMARTIZBURG,GLACIER,FRACTIONS,TERRACOTTA ARMY,SOUTH KOREA,8.0,8.0,8.0,8.0,8.0
GLOBAL WARMING,"LIONS, TIGERS, BEARS, OH MY!",AFRICAN WORMWOOD,MALAYSIA,KANGAROO,8.0,8.0,8.0,8.0,8.0
BALL IS IN YOUR COURT,HIPPOPOTAMUS,DAVID AND GOLIATH,STARLINK,MACHU PICCHU,8.0,8.0,8.0,8.0,8.0
SÃO TOMÉ AND PRÍNCIPE,METAPHOR,THE FAULT IN OUR STARS,VICTORIA FALLS,COVID-19,8.0,8.0,8.0,8.0,8.0
SINKHOLE,CLEOPATRA,MUAMMAR GADDAFI,SEOUL,NELSON MANDELA,8.0,8.0,8.0,8.0,8.0
SPAIN,MTN,ROSH HASHANAH,PENTAGON,MONKEY POX,8.0,8.0,8.0,8.0,8.0
THE LONDON EYE,BUCHU,CIRCUIT,FRANSCHHOEK,HERMANUS WHALE FESTIVAL,8.0,8.0,8.0,8.0,8.0
KILLER WHALE,CHLOROPHYLL,MOTHERBOARD,AERODYNAMICS,THE WINDY CITY,8.0,8.0,8.0,8.0,8.0
WHIRLPOOL,STEPHEN KING,RING LIGHT,TURING MACHINE,MAZDA,8.0,8.0,8.0,8.0,8.0
HYPOTHESIS,COMIC CON,ERITREA,HOT SPRINGS,PATRICE MOTSEPE,8.0,8.0,8.0,8.0,8.0
THE WESTERN CAPE,CAPE ALOE,BILL GATES,COBALT,ARTIC,8.0,8.0,8.0,8.0,8.0
CTRL-C,NETHERLANDS,KANTO,"READY, SET, GO",RUSSIA,8.0,8.0,8.0,8.0,8.0
SANDTON,MZOLI'S,PROJECTOR,DR SEBI,PRETORIA,8.0,8.0,8.0,8.0,8.0
NOTRE DAME,SYDNEY OPERA HOUSE,ALCHEMY,VALLEY OF THE END,MOWBRAY SUBURBS,8.0,8.0,8.0,8.0,8.0
RAT KING,THE FRENCH OPEN,TRANSVAAL,GONE GIRL,POLITICS,8.0,8.0,8.0,8.0,8.0
HARVARD,IPHONE,LACTOSE INTOLERANT,STONEHENGE,ATOMIC HABITS,8.0,8.0,8.0,8.0,8.0
MICROSOFT TEAMS,HALLOWEEN,SWISS ARMY KNIFE,FAUNA AND FLORA,GRILLERS,8.0,8.0,8.0,8.0,8.0
CTRL-V,HILLSONG CHURCH,THE BRITISH OPEN,ALPACA,PYRAMIDS,8.0,8.0,8.0,8.0,8.0
PYTHAGOREAN THEOREM,SECRETARYBIRD,ARMADILLO,TITANIC,VENEZUELA,8.0,8.0,8.0,8.0,8.0
BRONZE,HELIUM,E COLI,VPN,BURNING MAN,8.0,8.0,8.0,8.0,8.0
BLACKBERRY,CHILE,THE GREAT TREK ,TIM COOK,NAMAQUALAND,8.0,8.0,8.0,8.0,8.0
BLOCKCHAIN,MAGNA CARTA,ASICS,GLASGOW,CASTLE,8.0,8.0,8.0,8.0,8.0
CLIFTON,TURKEY,ABACUS,AMISH,DURBAN JULY,8.0,8.0,8.0,8.0,8.0
THE OKTOBERFEST,HILLBROW,EGYPT,SQUARE,BECOMING,8.0,8.0,8.0,8.0,8.0
THE ALCHEMIST ,MASSACHUSETTS,CUMULUS CLOUDS,WORLD WAR I,CAT IN THE HAT,8.0,8.0,8.0,8.0,8.0
ZAPIRO,ARISTOTLE,RENAISSANCE,UNITED NATIONS,POWERBANK,8.0,8.0,8.0,8.0,8.0
JBL SPEAKER,KNYSNA,HENRY FORD,ORANIA,FIBONACCI,8.0,8.0,8.0,8.0,8.0
FIJI,HIGGS BOSON,AIR FRYER,JIMI HENDRIX,EMPIRE STATE BUILDING,8.0,8.0,8.0,8.0,8.0
WORLD WIDE WEB,PRINCE WILLIAM,NSFAS,MASSMART,"THE LION, THE WITCH AND THE WARDROBE",8.0,8.0,8.0,8.0,8.0
RUBIK'S CUBE,FATHER'S DAY,"HOOK, LINE, SINKER",TELEGRAM,LIGER,8.0,8.0,8.0,8.0,8.0
THE NIAGARA FALLS,WALL STREET CRASH,SUN CITY,OPPIKOPPI,LED,8.0,8.0,8.0,8.0,8.0
FOSCHINI,BREXIT,MAGNUM OPUS,LUNAR NEW YEAR,VAPE,8.0,8.0,8.0,8.0,8.0
GULF WAR,GAUTENG,CAPITEC,ANTIBIOTICS,DUSK,8.0,8.0,8.0,8.0,8.0
EPSTEIN ISLAND,X-RAY,Y2K,BOSTON,MOUNT RUSHMORE,8.0,8.0,8.0,8.0,8.0
OLIVER TAMBO,ANGLO AMERICAN,SHELL,NORTH AMERICA,TOUCH TYPING,8.0,8.0,8.0,8.0,8.0
SAMSUNG,DA VINCI CODE,HULU,BREAKING THE ICE,THE LIMPOPO RIVER,8.0,8.0,8.0,8.0,8.0
BETWEEN TWO WORLDS ,NATIONAL WOMEN'S DAY,HELEN SUZMAN,THE VIKINGS,JOHNSON & JOHNSON,8.0,8.0,8.0,8.0,8.0
CENTRAL PARK,COMOROS,BISTRO,LONDON,NOKIA 3310,8.0,8.0,8.0,8.0,8.0
BITE THE BULLET,SISTINE CHAPEL,ARAB SPRING,OLYMPIAD,SLACK,8.0,8.0,8.0,8.0,8.0
KAKAPO,IKIGAI,PHILOSOPHY,WORKERS’ DAY,OLIVER TWIST,8.0,8.0,8.0,8.0,8.0
LET THE CAT OUT OF THE BAG ,WILLIAM SMITH,THE OUTSIDERS,PAULO COELHO,MADRID,8.0,8.0,8.0,8.0,8.0
NAKED MOLE-RAT,SHATTERPRUFE,CAPE TOWN HARBOUR,CHINA FLOODS,USB,8.0,8.0,8.0,8.0,8.0
THE LOUVRE,WAKANDA,UNTAMED,THE SHARD,RIHANNA,8.0,8.0,8.0,8.0,8.0
AT&T,CYRIL RAMAPHOSA,SOCRATES,ARGENTINA,APPLE WATCH,8.0,8.0,8.0,8.0,8.0
THE INDIAN OCEAN,TUTANKHAMEN,AGAPANTHUS,MORSE CODE,HERITAGE DAY ,8.0,8.0,8.0,8.0,8.0
WALT DISNEY,BODMAS,THE SUEZ CANAL,EASTER MONDAY,1984,8.0,8.0,8.0,8.0,8.0
MONTENEGRO,DALLAS,TOKYO,HOLOCAUST,FIVE SENSES,8.0,8.0,8.0,8.0,8.0
THE TAJ MAHAL,SANTIAGO,PHOTOSYNTHESIS,NITROGEN,TOMORROWLAND,8.0,8.0,8.0,8.0,8.0
SUEZ CANAL,RENAULT,DAVID MABUZA,ZEBRA,JACK AND THE BEANSTALK,8.0,8.0,8.0,8.0,8.0
FRANKENSTEIN,GREAT BRITAIN,VENUS,BIG MAGIC,MANTIS SHRIMP,8.0,8.0,8.0,8.0,8.0
GREAT EXPECTATIONS,CHEERS,ISAAC NEWTON,OUTLIERS,MICROSOFT,7.0,7.0,7.0,7.0,7.0
SCORPIONS,MULTIPLICATION,ROMAN EMPIRE,HAKUNA MUTATA,MANCHESTER,7.0,7.0,7.0,7.0,7.0
CHINESE NEW YEAR,DRIFTWOOD,ROBERT MUGABE,INDIA,APRIL FOOLS' DAY,7.0,7.0,7.0,7.0,7.0
TRAFFIC LIGHT,BETHLEHEM,VINCENT VAN GOGH,BUENOS AIRES,SANLAM,7.0,7.0,7.0,7.0,7.0
BUSINESS DAY,5G,NEW DELHI,KRYPTON,EIFFEL TOWER,7.0,7.0,7.0,7.0,7.0
"STOP, DROP, ROLL",WEASEL,GAME THEORY,WINSTON CHURCHILL,OSAKA,7.0,7.0,7.0,7.0,7.0
THE OSCARS,FUNGUS,NEIL ARMSTRONG,LITTLE PRINCE,MATILDA,7.0,7.0,7.0,7.0,7.0
RED PANDA,THE WRIGHT BROTHERS,SAPIENS,TYMEBANK,COMPLEX NUMBERS,7.0,7.0,7.0,7.0,7.0
RHOMBUS,JACOB ZUMA,NETCARE,MINI,ICEBERG,7.0,7.0,7.0,7.0,7.0
PRAYING MANTIS,THE RED SEA,GLOBAL POSITIONING SYSTEM,JOHANNESBURG,DURBS,7.0,7.0,7.0,7.0,7.0
DISCOVERY,DECIMALS,STEVE BIKO,THE SHAH ,ZINC,7.0,7.0,7.0,7.0,7.0
CAPE OF GOOD HOPE,JEEP,PANGEA,GRAND CANYON,KINDLE,7.0,7.0,7.0,7.0,7.0
CONSTELLATION,UNITED STATES,ATHLONE,ROBSON WALTON,YAMAHA,7.0,7.0,7.0,7.0,7.0
HIROSHIMA,NAGASAKI,THE HUNGER GAMES,WIKIPEDIA,FRANKLIN D. ROOSEVELT,7.0,7.0,7.0,7.0,7.0
CHRIS HANI,SOUTH AMERICA,UFO,GIRAFFE,PERU,7.0,7.0,7.0,7.0,7.0
HOLI,CHRISTMAS DAY,THE MOON LANDING,WILDERNESS,GRAÇA MACHEL,7.0,7.0,7.0,7.0,7.0
STAPLER,HITCHHIKER'S GUIDE TO GALAXY,MECHANICAL KEYBOARD,GOLDEN GATE BRIDGE,WORLD WAR II,7.0,7.0,7.0,7.0,7.0
KALEIDOSCOPE,TORNADO,EID ,GERMANY,KUDU,7.0,7.0,7.0,7.0,7.0
YOUTH DAY,TOYOTA,VLADIMIR LENIN,TWELFTH NIGHT,SAVANNA,7.0,7.0,7.0,7.0,7.0
MOSQUITO,PENICILLIN,GRAHAMSTOWN,YOUTUBE,HOODIE,7.0,7.0,7.0,7.0,7.0
