Word,Word,Word,Word,Word,Difficulty_total,Difficulty_total,Difficulty_total,Difficulty_total,Difficulty_total
AERODYNAMICS,THOMAS EDISON,QUEENSTOWN,BORIS JOHNSON,BIG MAGIC,9.0,9.0,9.0,9.0,9.0
SECRETARYBIRD,QATAR AIRWAYS,PIETERMARTIZBURG,RAM,NAOMI OSAKA,9.0,9.0,9.0,9.0,9.0
THE SHAH ,INTEL,NORTHERN LIGHTS,LARRY BIRD,THE FAULT IN OUR STARS,9.0,9.0,9.0,9.0,9.0
FREAKONOMICS,KENYA,CHICHEN ITZA,FRACTIONS,RED PANDA,9.0,9.0,9.0,9.0,9.0
WATER CYCLE,AHMED KATHRADA,RUBIK'S CUBE,CHARLOTTE’S WEB,ALPHABET,9.0,9.0,9.0,9.0,9.0
ATOMIC HABITS,WORLD WIDE WEB,SINKHOLE,DIEGO MARADONA,LET THE CAT OUT OF THE BAG ,9.0,9.0,9.0,9.0,9.0
ROBERT MUGABE,PANGEA,TOKYO,PHILADELPHIA,GAUTENG,9.0,9.0,9.0,9.0,9.0
BERLIN WALL,THE LOUVRE,COSATU,MAZDA,STOCKHOLM,9.0,9.0,9.0,9.0,9.0
FIRST NATIONAL BANK,POLITICS,CROOKED KINGDOM,CHEMOTHERAPY,TRANSVAAL,9.0,9.0,9.0,9.0,9.0
CHEETAH,JON JONES,HENRY FORD,DOWN SECOND AVENUE,WIFI,9.0,9.0,9.0,9.0,9.0
DALLAS,OXIDATION,MATILDA,GRAÇA MACHEL,DISCOVERY,9.0,9.0,9.0,9.0,9.0
LESOTHO,ERAGON,2-FACTOR AUTHENTICATION,MUHAMMAD ALI,SATRIX,9.0,9.0,9.0,9.0,9.0
PRINCE,WINSTON CHURCHILL,WELLINGTON,WILDERNESS,VALLEY OF THE END,9.0,9.0,9.0,9.0,9.0
EQUILIBRIUM,PENTAGON,BODMAS,THE SUBTLE ART OF NOT GIVING A F*CK,JOHANN RUPERT,9.0,9.0,9.0,9.0,9.0
TWELFTH NIGHT,BECOMING,DURBS,THE WESTERN CAPE,MICHAEL PHELPS,9.0,9.0,9.0,9.0,9.0
ARTIFICIAL INTELLIGENCE,BARACK OBAMA,STENOGRAPHY,GAUSSIAN DISTRIBUTION,MOUNT EVEREST,9.0,9.0,9.0,9.0,9.0
MULTIPLICATION,IDI AMIN,MICHAEL SCHUMACHER,MOTHERWELL,AB DE VILLIERS,9.0,9.0,9.0,9.0,9.0
COMOROS,PUMA,ALPACA,KNYSNA,UFO,8.0,8.0,8.0,8.0,8.0
BLUETOOTH,THE FÜHRER,CALABASH,ANTHROPOLOGY,NSFAS,8.0,8.0,8.0,8.0,8.0
QUANTUM COMPUTING,CRISTIANO RONALDO,DUSK,THE NORTHERN CAPE,LED,8.0,8.0,8.0,8.0,8.0
MALCOLM GLADWELL,VACCINE,MARIE CURIE,MOUNT FUJI,LEBRON JAMES,8.0,8.0,8.0,8.0,8.0
MALDIVES,STATUE OF LIBERTY,UMHLANGA ROCKS,MORSE CODE,SWITZERLAND,8.0,8.0,8.0,8.0,8.0
KITE RUNNER,ATHLONE,NATO,TONGA,DESERT,8.0,8.0,8.0,8.0,8.0
SOUTH KOREA,BURGER'S DAUGHTER ,5G,THE LIMPOPO RIVER,BENNI MCCARTHY,8.0,8.0,8.0,8.0,8.0
LACTOSE INTOLERANT,FRENCH REVOLUTION,O.R. TAMBO INTERNATIONAL AIRPORT,PERU,OLD MUTUAL,8.0,8.0,8.0,8.0,8.0
SISTINE CHAPEL,MOMENTUM,LOS ANGELES,SADDAM HUSSEIN,THERMODYNAMICS,8.0,8.0,8.0,8.0,8.0
GREAT BARRIER REEF,BARBIE AND KEN,CAPITEC,MARK SHUTTLEWORTH,FRANCOIS PIENAAR,8.0,8.0,8.0,8.0,8.0
ROBOTS,COVID-19,MONACO,NEIL DEGRASSE TYSON,CHINA FLOODS,8.0,8.0,8.0,8.0,8.0
HULU,PROJECTOR,FLOYD MAYWEATHER JR.,MICROPHONE,TATTOOIST OF AUSCHWITZ,8.0,8.0,8.0,8.0,8.0
THE MOON LANDING,LOUIS ARMSTRONG,AK-47,CTRL-V,HIDDEN LEAF VILLAGE,8.0,8.0,8.0,8.0,8.0
PRIDE AND PREJUDICE,NAGASAKI,AFRICAN WORMWOOD,ORANIA,JACOB ZUMA,8.0,8.0,8.0,8.0,8.0
MOSQUITO,CHELSEA,WEST AFRICA,GAYTON MCKENZIE,PIETER GROENEWALD,8.0,8.0,8.0,8.0,8.0
VICTORIA FALLS,JAMIE OLIVER,CHARLOTTE'S WEB,ASTRONOMY,GONE WITH THE WIND,8.0,8.0,8.0,8.0,8.0
TOTO WOLF,PANGOLIN,CAT,LIGHTING CABLE,HAKUNA MUTATA,8.0,8.0,8.0,8.0,8.0
SHELL,TITANIC,PENNSYLVANIA,SACHIN TENDULKAR,DISCHEM,8.0,8.0,8.0,8.0,8.0
JOHNSON & JOHNSON,MARK FISH,HARVEY WEINSTEIN,TERRACOTTA ARMY,HAIL,8.0,8.0,8.0,8.0,8.0
DEVIL'S PEAK,MASSACHUSETTS,MICROSOFT TEAMS,MANTIS SHRIMP,DECIMALS,8.0,8.0,8.0,8.0,8.0
NETHERLANDS,TYMEBANK,PLATYPUS,RHODES MUST FALL,BISTRO,8.0,8.0,8.0,8.0,8.0
VIETNAM,SWISS ARMY KNIFE,CLIFTON,THE CONSTITUTION ,NOVAK DJOKOVIC,8.0,8.0,8.0,8.0,8.0
CAPE OF GOOD HOPE,K53,SILVERFISH,ZINEDINE ZIDANE,CAPE COLONY,8.0,8.0,8.0,8.0,8.0
CAPE VERDE,CARACAL,CORAL REEF,NORTH AMERICA,V&A WATERFRONT,8.0,8.0,8.0,8.0,8.0
LEMUR,P. W. BOTHA,KUDU,CTRL-C,MTN,8.0,8.0,8.0,8.0,8.0
MANCHESTER,SEASHELLS,KANTO,GLACIER,YAMAHA,8.0,8.0,8.0,8.0,8.0
THE INDIAN OCEAN,OCTAGON,LIMPOPO,TATJANA SMITH,CODESA,8.0,8.0,8.0,8.0,8.0
CIRCUIT,HELIUM,FORBIDDEN CITY,KINDLE,BEETLE,8.0,8.0,8.0,8.0,8.0
SANLAM,HOUSE OF HADES,PAKISTAN,GERMANY,NORWAY,8.0,8.0,8.0,8.0,8.0
RIVONIA TRIAL,A CLOCKWORK ORANGE,NELSON MANDELA,SOUTH AFRICA,DRICUS DU PLESSIS,8.0,8.0,8.0,8.0,8.0
PRINCE WILLIAM,AGAPANTHUS,MINI,CRUSADES,HOLOGRAM,8.0,8.0,8.0,8.0,8.0
THE SUEZ CANAL,CYRIL RAMAPHOSA,EDINBURGH,HIT THE NAIL ON THE HEAD,KANGAROO,8.0,8.0,8.0,8.0,8.0
CHESTER WILLIAMS,ROLEX,ITALY,COMPLEX NUMBERS,GOOGLE GLASSES,8.0,8.0,8.0,8.0,8.0
PHOTOSYNTHESIS,MEOW,3D PRINTING,BITE THE BULLET,SOCRATES,8.0,8.0,8.0,8.0,8.0
THE GREAT TREK ,PABLO PICASSO,CLEOPATRA,CALISTHENICS,JEEP,8.0,8.0,8.0,8.0,8.0
THAILAND,TURTLE,JAKARTA,CAMPS BAY,PALACE OF VERSAILLES,8.0,8.0,8.0,8.0,8.0
APARTHEID,MARNUS LABUSCHAGNE,SOVIET UNION,SIYA KOLISI,ARTIC,8.0,8.0,8.0,8.0,8.0
AXOLOTL,"LIONS, TIGERS, BEARS, OH MY!",SAMSUNG,VIRUS,THE TAJ MAHAL,8.0,8.0,8.0,8.0,8.0
SIX-DAY WAR,ERLING HAALAND,TORNADO,PYRAMIDS,WOLF,8.0,8.0,8.0,8.0,8.0
LISBON,D-DAY,GORILLA,PRETORIA,"HOOK, LINE, SINKER",8.0,8.0,8.0,8.0,8.0
STANDARD BANK,FIFA WORLD CUP,TUTANKHAMEN,MOHAMED SALAH,MANATEE,8.0,8.0,8.0,8.0,8.0
MASSMART,SPAIN,GIRAFFE,ASICS,STEPHEN KING,8.0,8.0,8.0,8.0,8.0
CAPE ALOE,NITROGEN,VIETNAM WAR,CLICKS,CALCULUS,8.0,8.0,8.0,8.0,8.0
GOLDEN GATE BRIDGE,LEBONON,THE BIG HOLE ,FRACTALS,CARNIVORE,8.0,8.0,8.0,8.0,8.0
HALLE BERRY,CHANEL,I HAVE A DREAM,NITRATES,KRYPTON,8.0,8.0,8.0,8.0,8.0
GREAT BRITAIN,NAKED INSURANCE,MAGNUM OPUS,LORD OF THE RINGS,CHEVRON ,8.0,8.0,8.0,8.0,8.0
JBL SPEAKER,VAPE,OTP,THE THIRD REICH,BREAKING THE ICE,8.0,8.0,8.0,8.0,8.0
RHOMBUS,LION'S EAR,SHAKA,OXYGEN,HONEY BADGER,8.0,8.0,8.0,8.0,8.0
FREEDOM CHARTER,VICTOR MATFIELD,DUNE,ROBSON WALTON,BLACK DEATH,8.0,8.0,8.0,8.0,8.0
WORLD WAR II,THE OUTSIDERS,TURKEY,PENICILLIN,BIOTECHNOLOGY,8.0,8.0,8.0,8.0,8.0
GBV,CAPE TOWN HARBOUR,DEATH STAR,FRANKLIN D. ROOSEVELT,AIR FRYER,8.0,8.0,8.0,8.0,8.0
SIMONE BILES,CHILE,HOT SPRINGS,BILL GATES,TAJ MAHAL,8.0,8.0,8.0,8.0,8.0
HOLLAND,AUSTRALIA,NEW DELHI,SEBASTIAN VETTEL,HENDRICK VERWOERD,8.0,8.0,8.0,8.0,8.0
KOMODO DRAGON,ARAB SPRING,BRUCE LEE,DOCSIDE,FACEBOOK,8.0,8.0,8.0,8.0,8.0
WESTERN CAPE,ANDON CORD,Y2K,NEW ZEALAND,THE DA,8.0,8.0,8.0,8.0,8.0
DUNNING–KRUGER EFFECT,STEVE BIKO,NEUTRON,TRAPPE VAN VERGELYKING,MICHELLE OBAMA,8.0,8.0,8.0,8.0,8.0
ENGLAND,46664,OAK TREE,GAME THEORY,PEGASUS,8.0,8.0,8.0,8.0,8.0
ANTIBIOTICS,DAVID MABUZA,THE ZAMBEZI RIVER,STETHOSCOPE,GARLIC PASTE,8.0,8.0,8.0,8.0,8.0
THE FIRST LADY,SAN SALVADOR,GEOMETRY,THE RED SEA,POLYMER,8.0,8.0,8.0,8.0,8.0
BRYAN HABANA,FAULT IN OUR STARS,BUMBLEBEE,THERESA MAY,SNOW LEOPARD,8.0,8.0,8.0,8.0,8.0
WALRUS,SCELETIUM,KAKAPO,DIVISION,PRECIPITATION,8.0,8.0,8.0,8.0,8.0
SOMALIA,SQUARE,LEWIS HAMILTON,THE SHINING,LUXEMBOURG,8.0,8.0,8.0,8.0,8.0
NASPERS,TIGER WOODS,LIONEL MESSI,BUENOS AIRES,SWEDEN,8.0,8.0,8.0,8.0,8.0
PARIS,LORD OF THE FLIES,RUNOFF,"SUGAR, SPICE AND EVERYTHING NICE",X-RAY,8.0,8.0,8.0,8.0,8.0
VPN,SATELLITE,SULPHATES,SASOL,RNA,8.0,8.0,8.0,8.0,8.0
ABACUS,MEXICO,GLASGOW,TOM BRADY,TORTOISE,8.0,8.0,8.0,8.0,8.0
PALAU,MARS,STAPLER,PAM GOLDING,PORTUGAL,8.0,8.0,8.0,8.0,8.0
NAMAQUALAND,SICILY,PATRICIA DE LILLE,SUPERMAN,METAPHOR,8.0,8.0,8.0,8.0,8.0
EDUCATED,PATRICE MOTSEPE,PINE TREE,NEWTON'S SECOND LAW,XENOPHOBIA,8.0,8.0,8.0,8.0,8.0
RONDA ROUSEY,IDRIS ELBA,ARGENTINA,THE GARDEN OF EDEN,EGOLI,8.0,8.0,8.0,8.0,8.0
JAKE WHITE,HELEN SUZMAN,MALAYSIA,KLEIN KAROO,MEXICO CITY,8.0,8.0,8.0,8.0,8.0
ZINC,ALICE IN WONDERLAND,PLUTO,IKIGAI,PENNY HEYNS,8.0,8.0,8.0,8.0,8.0
DIARY OF A WIMPY KID,CHRIS BARNARD,THE APOSTLES,ALCHEMIST,WAVES,8.0,8.0,8.0,8.0,8.0
CAT IN THE HAT,CHEERS,COBALT,WAYDE VAN NIEKERK,SHATTERPRUFE,8.0,8.0,8.0,8.0,8.0
SHAQUILLE O'NEAL,RENAISSANCE,ISAAC NEWTON,TELEVISION,BERING STRAIT,8.0,8.0,8.0,8.0,8.0
TELEGRAM,SAPIENS,RHYTHM,VODACOM,MOUNT RUSHMORE,8.0,8.0,8.0,8.0,8.0
ALGORITHM,GOLDEN DISH,CENTRAL PARK,TOUCH TYPING,AMISH,8.0,8.0,8.0,8.0,8.0
POLAND,DA VINCI CODE,STEVE REDGRAVE,WHIRLPOOL,ELECTROMAGNETISM,8.0,8.0,8.0,8.0,8.0
RUSSIA,WORLD WAR I,FABLE,MUAMMAR GADDAFI,MECHANICAL KEYBOARD,8.0,8.0,8.0,8.0,8.0
PRAYING MANTIS,THE MIDNIGHT LIBRARY,MARIKANA,BOSTON,OUTLIERS,8.0,8.0,8.0,8.0,8.0
INDIA,TO KILL A MOCKINGBIRD,AVALANCHE,RAPPORT,DSTV DECODER,8.0,8.0,8.0,8.0,8.0
FIJI,CULTERY ,FRANSCHHOEK,FW DE KLERK,FIRSTRAND,8.0,8.0,8.0,8.0,8.0
"STOP, DROP, ROLL",JIMI HENDRIX,GALILEO GALILEI,1984,LIGER,8.0,8.0,8.0,8.0,8.0
THE ALCHEMIST ,GETTYSBURG ADDRESS,SYDNEY OPERA HOUSE,HOLOCAUST,MRI SCAN,8.0,8.0,8.0,8.0,8.0
FRANKENSTEIN,RACCOON,THE WRIGHT BROTHERS,NADINE GORDIMER,SCHABIR SHAIK,8.0,8.0,8.0,8.0,8.0
ANTON RUPERT,KWAZULU-NATAL,DNA,LONDON,CUMULUS CLOUDS,8.0,8.0,8.0,8.0,8.0
WEASEL,ZEBRA,TREASURE ISLAND,CANBERRA,WINNIE MANDELA,8.0,8.0,8.0,8.0,8.0
FIVE SENSES,SHOEBILL,IPAD,RASSIE ERASMUS,JPMORGAN,8.0,8.0,8.0,8.0,8.0
THE WINDY CITY,AUTOMATIC,XHOSA,TRENCH TOWN,BLOBFISH,8.0,8.0,8.0,8.0,8.0
MOBY DICK,PHILOSOPHY,COST AN ARM AND A LEG,GLOBAL POSITIONING SYSTEM,E COLI,8.0,8.0,8.0,8.0,8.0
ORIGIN OF SPECIES,FIFTY SHADES OF GREY,USB,LAOS,SLACK,8.0,8.0,8.0,8.0,8.0
MAGIC JOHNSON,GABORONE,FOSCHINI,EMPIRE STATE BUILDING,GREAT WALL OF CHINA,8.0,8.0,8.0,8.0,8.0
MOSCOW,FUNGUS,SHAUN POLLOCK,PRESSURE COOKER,IBUPROFEN,8.0,8.0,8.0,8.0,8.0
LAMELO BALL,YOUTUBE,HILLSONG CHURCH,OLIVER TWIST,EIFFEL TOWER,8.0,8.0,8.0,8.0,8.0
JAN SMUTS,ANTARCTICA,HIPPOPOTAMUS,DESMOND TUTU,JEAN-MICHEL BASQUIAT,8.0,8.0,8.0,8.0,8.0
SUEZ CANAL,AUDI,USAIN BOLT,HIGGS BOSON,LOVE LANGUAGES,8.0,8.0,8.0,8.0,8.0
THE SHARD,WALT DISNEY,GRAND CANYON,TOYOTA,PYTHAGOREAN THEOREM,8.0,8.0,8.0,8.0,8.0
KHOI AND SAN,HILLBROW,SLOTH,MACBETH,LAGOON,8.0,8.0,8.0,8.0,8.0
NOKIA 3310,VIRAT KOHLI,TAMAGOTCHI,EPSTEIN ISLAND,NICKY OPPENHEIMER,8.0,8.0,8.0,8.0,8.0
BP,FAHRENHEIT 451,GREECE,MICHAEL JORDAN,KHABIB NURMAGOMEDOV,8.0,8.0,8.0,8.0,8.0
SEOUL,TREATY OF VERSAILLES,CHLOROPHYLL,MINNIE MOUSE,HADEDAS,8.0,8.0,8.0,8.0,8.0
ALFRED NOBEL,NARNIA,JOHN STEENHUISEN,THE BRITISH LIONS,DURBAN,8.0,8.0,8.0,8.0,8.0
JULY'S PEOPLE ,GREAT GATSBY,CONSTELLATION,MONTY PYTHON,MOWBRAY SUBURBS,8.0,8.0,8.0,8.0,8.0
THE VIKINGS,NVIDIA ,GULF WAR,CAPE TOWN,VENEZUELA,8.0,8.0,8.0,8.0,8.0
CAPE PROTEA,RAFAEL NADAL,STONEHENGE,PAUL KAGAME,NAKED MOLE-RAT,8.0,8.0,8.0,8.0,8.0
RING LIGHT,HITCHHIKER'S GUIDE TO GALAXY,ARMADILLO,DRIFTWOOD,SOWETO UPRISING,8.0,8.0,8.0,8.0,8.0
PRAGUE,STAR-NOSED MOLE,BERLIN,BRONZE,THE LONDON EYE,8.0,8.0,8.0,8.0,8.0
GOOGLE EARTH,BLACKBERRY,STARLINK,BALL IS IN YOUR COURT,SANDTON,7.0,7.0,7.0,7.0,7.0
UNITED KINGDOM,SCORPIONS,"READY, SET, GO",DJIBOUTI,"FATHER, SON, HOLY SPIRIT",7.0,7.0,7.0,7.0,7.0
THABO MBEKI,ADVENTURES OF HUCKLEBERRY FINN,WIKIPEDIA,NEW YORK,SANDMAN,7.0,7.0,7.0,7.0,7.0
JONTY RHODES,CASTLE,WALES,UNTAMED,TRAFFIC LIGHT,7.0,7.0,7.0,7.0,7.0
TONY BLAIR,INDONESIA,SEPTEMBER 11,CAPYBARA,NOKIA ,7.0,7.0,7.0,7.0,7.0
SOUTH AMERICA,ROGER FEDERER,GRILLERS,FREE STATE,DAILY SUN,7.0,7.0,7.0,7.0,7.0
SAVANNA,ISRAEL,ATHENS,THE SERENGETI,HELEN ZILLE,7.0,7.0,7.0,7.0,7.0
RAT KING,APPLE WATCH,WALL STREET CRASH,SERENA WILLIAMS,DWAYNE JOHNSON,7.0,7.0,7.0,7.0,7.0
KARL MARX,UNITED NATIONS,HANSIE CRONJE,VENUS,BREXIT,7.0,7.0,7.0,7.0,7.0
HERBALIFE,THE ORANGE RIVER,MAGNA CARTA,JOHANNESBURG,HONDA,7.0,7.0,7.0,7.0,7.0
NETCARE,EMIRATES,ROME,TELESCOPE,ROMAN EMPIRE,7.0,7.0,7.0,7.0,7.0
SUN CITY,BUCKINGHAM PALACE,RIHANNA,HYPOTHESIS,PAUL LEVESQUE,7.0,7.0,7.0,7.0,7.0
THE PYRAMIDS,CHROMOSOME,SUN INTERNATIONAL,ERITREA,BRUNCH,7.0,7.0,7.0,7.0,7.0
P.W. BOTHA,GONE GIRL,MICROSOFT,BETWEEN TWO WORLDS ,VISA,7.0,7.0,7.0,7.0,7.0
EVAPORATION,UNITED STATES,US ROUTE 66,CAIRO,UNIVERSITY OF THE WESTERN CAPE,7.0,7.0,7.0,7.0,7.0
JACK AND THE BEANSTALK,THE MARTIAN,THE NIAGARA FALLS,MEMOIRS OF A GEISHA,NOTRE DAME,7.0,7.0,7.0,7.0,7.0
NANOTECHNOLOGY,EGYPT,WILDEBEEST,SPANISH FLU,ACKERMANS,7.0,7.0,7.0,7.0,7.0
WHATSAPP,HIROSHIMA,FIBONACCI,NEIL ARMSTRONG,"QUACK, QUACK, QUACK",7.0,7.0,7.0,7.0,7.0
FOSSIL,MACHU PICCHU,IMAM HARON,RAINFOREST,HYDROGEN,7.0,7.0,7.0,7.0,7.0
THE INTERNET,HOODIE,POWERBANK,TOGO,KILLER WHALE,7.0,7.0,7.0,7.0,7.0
