Word,Word,Word,Word,Word,Difficulty_total,Difficulty_total,Difficulty_total,Difficulty_total,Difficulty_total
PROJECT RUNWAY,KEANU REEVES,SUITS,"EARTH, WIND AND FIRE",KAT AND THE KINGS,8.0,8.0,8.0,8.0,8.0
E.T. ,MARK RUFFALO,GODS MUST BE CRAZY,BEAUTIFUL GIRL,NOW NOW,8.0,8.0,8.0,8.0,8.0
LOGAN PAUL,VINCENT VAN GOGH,EMPANADAS,VOETSEK,SUPER MARIO BROS.,8.0,8.0,8.0,8.0,8.0
CHILLI POPPER,ZONE FITNESS,GOKU,MARIE CLAIRE,THE FAST AND THE FURIOUS,8.0,8.0,8.0,8.0,8.0
KEEPING UP WITH KARDASHIANS,ORPHAN BLACK,IMAGINE ALL THE PEOPLE,SCOOBY-DOO,SPIDER-MAN,8.0,8.0,8.0,8.0,8.0
BEST OF BOTH WORLDS,GOLF,TV LICENSE,GO FISH,MZANZI FO SHO,8.0,8.0,8.0,8.0,8.0
CARACARA,CHRISTIAN BALE,PIKACHU,1 2 STEP,"WP, JOU LEKKER DING",8.0,8.0,8.0,8.0,8.0
EISH,CHEESE BOY,JURASSIC PARK,LEMON CREAMS,OPPENHEIMER,8.0,8.0,8.0,8.0,8.0
CHARLIE CHAPLIN,THE FRENCH OPEN,OKTOBERFEST,NIKNAKS,LUCKY STAR,8.0,8.0,8.0,8.0,8.0
WIMPY,MOPARKS,THE PUSSYCAT DOLLS,CREED,DANJA SAUSAGE,8.0,8.0,8.0,8.0,8.0
BOONDOCKS,LABOUR DAY,JENGA,JUMPER,TIM COOK,8.0,8.0,8.0,8.0,8.0
INSIDE OUT,LAST CHRISTMAS,WHITE RUSSIAN,OROS,EGG FRIED RICE,8.0,8.0,8.0,8.0,8.0
RICK AND MORTY,JOE BARBER,BILLABONG,PEARL HARBOUR,POKIMANE,8.0,8.0,8.0,8.0,8.0
THE COSBY SHOW,TRIVIAL PURSUIT,BASSEM YOUSSEF,KIMCHI,TOY STORY,8.0,8.0,8.0,8.0,8.0
PEDRO'S,THEY NOT LIKE US,BLONDIE,AFRIKABURN,FRIDAY THE THIRTEENTH,8.0,8.0,8.0,8.0,8.0
AWEH,SOCCER,THE OSCARS,WHISKEY SOUR,ISIBINDI,8.0,8.0,8.0,8.0,8.0
SHISA NYAMA,WILL SMITH,OCEAN BASKET,SOUTH PARK,BURNING MAN,8.0,8.0,8.0,8.0,8.0
MKBHD,ON-ON,GRAND THEFT AUTO,CRAZY EIGHTS,NEW YEAR'S EVE,8.0,8.0,8.0,8.0,8.0
ST. PATRICK'S DAY,PLAYSTATION 3,GOUDA,MICHAEL BUBLE,MIMOSA,8.0,8.0,8.0,8.0,8.0
MINECRAFT,NIKE,BURGER KING,LILLY SINGH,HOUSE,8.0,8.0,8.0,8.0,8.0
NEIL DIAMOND,DALA WHAT YOU MUST,BLACK PANTHER,SASHIMI,THE BRITISH OPEN,8.0,8.0,8.0,8.0,8.0
BOBSLEIGH,YOUNGSTACPT,WORCESTERSHIRE SAUCE,CHRISTMAS DAY,WIE MAAK DIE JOL VOL,8.0,8.0,8.0,8.0,8.0
HOT POTATO,GEN C PODCAST,V FOR VENDETTA,GOOD FRIDAY,PADKOS,8.0,8.0,8.0,8.0,8.0
KABHI KUSHI KABHI GHAM,RON WEASLEY,PRONUTRO,BADMINTON,MICHELIN STAR,8.0,8.0,8.0,8.0,8.0
VULINDLELA,SNOOPY,EINA,EDGARS,SISTER BETTINA,8.0,8.0,8.0,8.0,8.0
SURFING,BRAAI DAY,NIGHT IN TUNISIA,SHERLOCK HOLMES,ZOE SALDANA,8.0,8.0,8.0,8.0,8.0
BRAAI,PRINCESS LEIA,SAY MA NOW,AG NEE MAN,LED ZEPPELIN,8.0,8.0,8.0,8.0,8.0
MRS BALL'S,HOCKEY,RUN JOZI,BROOKLYN NINE-NINE,BLACKPINK,8.0,8.0,8.0,8.0,8.0
WOOLWORTHS,AULD LANG SYNE,TED TALK,DRAGONBALL Z,PICK 'N PAY,8.0,8.0,8.0,8.0,8.0
THE INCREDIBLES,ZUCCHINI,HOLI,BIG BROTHER,DANIEL CRAIG,8.0,8.0,8.0,8.0,8.0
ADAM DRIVER,DURBAN JULY,DAYS OF OUR LIVES,CHICKEN BILTONG,SPUR,8.0,8.0,8.0,8.0,8.0
JÄGERBOMB,KIM KARDASHIAN,PARMESAN,AMASIE,ALADDIN,8.0,8.0,8.0,8.0,8.0
HOWZIT,RED HOT CHILL PEPPERS,CHRIS HEMSWORTH,BRUCE WILLIS,RIO CARNIVAL,8.0,8.0,8.0,8.0,8.0
BOKKOMS,THE COMMONWEALTH GAMES,"TO THE WINDOW, TO THE WALL",TABLE TENNIS,RYAN REYNOLDS,8.0,8.0,8.0,8.0,8.0
SMALLVILLE,TYLA,NELLY FURTADO,"MAKE ME SWEAT, MAKE ME HOTTER",LET ME HOLD YOU DOWN,8.0,8.0,8.0,8.0,8.0
CHINESE NEW YEAR,HUGH MASEKELA,FINDING NEMO,NKOSI SIKELEL' AFRIKA,YASIS,8.0,8.0,8.0,8.0,8.0
POKÉMON,INDEPENDENCE DAY,BONO,PARTY IN THE USA,VASELINE,8.0,8.0,8.0,8.0,8.0
THE PARLOTONES,DAVID KRAMER,SWEET CAROLINE,AMERICAN FOOTBALL,NATALIE PORTMAN,8.0,8.0,8.0,8.0,8.0
LEKKER,DR SEBI,FLAPPING WINGS,ZEF,DIE ANTWOORD,8.0,8.0,8.0,8.0,8.0
UCHIHA SASUKE,DAVID AND GOLIATH,SANGOMA,WINDSURFING,BOET,8.0,8.0,8.0,8.0,8.0
NEON GENESIS EVANGELION,SARAFINA,SHARPSHOOTING,DESPACITO,NOOT VIR NOOT,8.0,8.0,8.0,8.0,8.0
HANDBALL,THE WIRE,FEAR FACTOR,ATHLETICS,SILENCE OF LAMBS,8.0,8.0,8.0,8.0,8.0
TAKKIES,TOMORROWLAND,SYNCHRONIZED SWIMMING,PARALLEL PARKING,PAUL MCCARTNEY,8.0,8.0,8.0,8.0,8.0
PURSUIT OF HAPPYNESS,TRUE DETECTIVE,HUMMUS,MOTHER'S DAY,BALLIE,8.0,8.0,8.0,8.0,8.0
AL CAPONE,7 CARDS,EGGNOG,HUMAN RIGHTS DAY ,BLUE CHEESE,8.0,8.0,8.0,8.0,8.0
QUENTIN TARANTINO,FROZEN,THE OFFICE,BOILEROOM,SAGO PUDDING,8.0,8.0,8.0,8.0,8.0
EYE OF TIGER,COMMONWEALTH GAMES,FREEDOM DAY,THE LAST AIRBENDER,NANDO'S,8.0,8.0,8.0,8.0,8.0
R KELLY,"BET ON IT, BET ON IT",DAISIES,SEINFELD,CREMORA,8.0,8.0,8.0,8.0,8.0
BUFFALO SPRINGFIELD,UBUNTU,CHEESE-ROLLING,PEPPERMINT CRISP,JAMES BLUNT,8.0,8.0,8.0,8.0,8.0
THE PROTEAS,SIMON SAYS,WINDHOEK LAGER,SLASH,CINDERELLA MAN,8.0,8.0,8.0,8.0,8.0
BARBECUE,IT'S TOO LATE TO APOLOGIZE,"KAPTEIN, VAN DIE SAILOR ",TSOTSI,SKEEM SAAM,8.0,8.0,8.0,8.0,8.0
THUNEE,HALLOWEEN,GEM SQUASH,MMA,"WHAT IS LOVE, BABY DON'T HURT ME",8.0,8.0,8.0,8.0,8.0
FATHER'S DAY,GAME OF THRONES,TOMB RAIDER,RUSSIAN ROULETTE,GOODFELLAS,8.0,8.0,8.0,8.0,8.0
GONDOLA,RAMADAN,NARCOS,WOODY ALLEN,CHEDDAR CHEESE,8.0,8.0,8.0,8.0,8.0
NOTTING HILL,KNITTING,ARISTOTLE,MONOPOLY,LAW AND ORDER,8.0,8.0,8.0,8.0,8.0
HITCHHIKING,MADAM & EVE,THE LEGEND OF ZELDA,SCRABBLE,WATERMELON SUGAR HIGH,8.0,8.0,8.0,8.0,8.0
YOUTH DAY,SKY NEWS,HEIDI,SCARLETT JOHANSSON,BODY IS A WONDERLAND,8.0,8.0,8.0,8.0,8.0
HOPSCOTCH,LUCKY DUBE,FIREFLY,ROOSTERKOEK,DISCOVERY CHANNEL,8.0,8.0,8.0,8.0,8.0
QUAGGA,BEAUTY AND THE BEAST,"DUCK, DUCK, GOOSE",SAY MY NAME,MADONNA,8.0,8.0,8.0,8.0,8.0
ISIDINGO,BROKEN TELEPHONE,HOME ALONE,WOLFGANG AMADEUS MOZART,SMILEY,8.0,8.0,8.0,8.0,8.0
DANCING QUEEN,PARKS AND RECREATION,FRIKKADEL,NEW YEAR’S DAY,THE GOOD DOCTOR,8.0,8.0,8.0,8.0,8.0
FELA IN VERSACE,WNBA,YOU,FATIMA SYDOW,CALL OF DUTY,8.0,8.0,8.0,8.0,8.0
EYEDRESS,JUDO,OBELISK,KARATE,SCOOBY-BOO,8.0,8.0,8.0,8.0,8.0
BUTTERNUT SOUP,PADEL,QUIDDITCH,PESTO,POTATO WARRAS,8.0,8.0,8.0,8.0,8.0
BROOM,AVOCADO,TALKING TO THE MOON,TOO GOOD AT GOODBYES,DAVID BOWIE,8.0,8.0,8.0,8.0,8.0
RAMI MALEK,NOEM MY SKOLLIE,NETFLIX,HIDE AND SEEK,CHARLIZE THERON,8.0,8.0,8.0,8.0,8.0
ADVENTURE TIME,MARIAH CAREY,JOHNNY DEPP,CRAYFISH CURRY,RADISH,8.0,8.0,8.0,8.0,8.0
SHANE DAWSON,MANSA MUSA,LIKE A G6,STEP UP 4,KLIPDRIFT,8.0,8.0,8.0,8.0,8.0
RYAN HIGA,PEPSI,BATHROOM BIZARRE,JELLY TOTS,SHREK 3,8.0,8.0,8.0,8.0,8.0
WE ARE THE CHAMPIONS,COMMUNITY,QUICHE,CAN'T GET YOU OUT OF MY HEAD,X-FILES,8.0,8.0,8.0,8.0,8.0
KOESISTERS,TATA MA CHANCE! TATA MA MILLIONS,KISS ME THRU THE PHONE,TWIN PEAKS,CRICKET,8.0,8.0,8.0,8.0,8.0
SLUMDOG MILLIONAIRE,STERI STUMPIE,FAMILY GUY,ZENDAYA,CABER TOSSING,8.0,8.0,8.0,8.0,8.0
PRISON BREAK,HEINZ WINCKLER,FYNBOS,SURVIVOR,EVERYBODY LOVES RAYMOND,8.0,8.0,8.0,8.0,8.0
MELROSE,INTERNATIONAL WOMEN'S DAY,BACKSTAGE,I WANT TO BREAK FREE,HERMANUS WHALE FESTIVAL,8.0,8.0,8.0,8.0,8.0
CITY OF GOD,KLOPSE,STOKVEL,DON'T STOP BELIEVIN',HAPPY BIRTHDAY TO YOU,8.0,8.0,8.0,8.0,8.0
GATSBY,LETS GO 50/50 ,TRIATHLON,CARELESS WHISPER,CARLING BLACK LABEL,8.0,8.0,8.0,8.0,8.0
VAALIE,OSMAN'S,I BELIEVE I CAN FLY,STREET FIGHTER ,DESPERATE HOUSEWIVES,8.0,8.0,8.0,8.0,8.0
DUNE 2,BENEDICT CUMBERBATCH,SAUTE,JAY-Z,BBC,8.0,8.0,8.0,8.0,8.0
LEONARDO DICAPRIO,FAJITAS,MAKE THE CIRCLE BIGGER,SPUD,HIGH SCHOOL MUSICAL 3,8.0,8.0,8.0,8.0,8.0
BRENDA FASSIE,STEVEN SPIELBERG,WAR AND PEACE,DIWALI,IN THE MEANTIME,8.0,8.0,8.0,8.0,8.0
BARNEY,SIMPSONS,JENNIFER LOPEZ,MELKTERT,JENNA MARBLES,8.0,8.0,8.0,8.0,8.0
ASTERIX,DONALD DUCK,PILLOW FIGHTING,MEXICAN WAVE,LUNAR NEW YEAR,8.0,8.0,8.0,8.0,8.0
BILLIE JEAN KING,UZUMAKI NARUTO,TOKOLOSHI,SPOTIFY,KAYTRANADA,8.0,8.0,8.0,8.0,8.0
DOCTOR WHO,MATCHBOX,MAMPARA,PICTIONARY,BOEREWORS,8.0,8.0,8.0,8.0,8.0
WALKING,HILARY DUFF,ALL OF THE LIGHTS,CHRISTMAS EVE,BOULDERING,8.0,8.0,8.0,8.0,8.0
SHERLOCK,CATAN,XBOX,AND UNITED WE SHALL STAND,MUVHANGO,8.0,8.0,8.0,8.0,8.0
WALL-E,ART BLAKEY,TOBLERONE,TWO OCEANS MARATHON,LET'S TWIST AGAIN,8.0,8.0,8.0,8.0,8.0
FAIRY TAIL,ADIDAS,CARPENTERS,BOER MAAK 'N PLAN,JEANNIE D,8.0,8.0,8.0,8.0,8.0
DEXTER,CNN,TOKOLOSHE,MAHER ZAIN,COCA-COLA,8.0,8.0,8.0,8.0,8.0
UP THE CREEK,SPIDER-MAN 3,STRANGER THINGS,SAXOPHONE,IMAGINE DRAGONS,8.0,8.0,8.0,8.0,8.0
DESPICABLE ME,BACKGAMMON,5 SECOND RULE,WATCH ME NAE NAE,INDABA,8.0,8.0,8.0,8.0,8.0
THE KRUGER MILLIONS,BIG BANG THEORY,TOBEY MAGUIRE,MRBEAST,BILLIE JEAN,8.0,8.0,8.0,8.0,8.0
PERLEMOEN,THE SMURFS,SO YOU THINK YOU CAN DANCE,DOUBLE HOTDOG,BATTLESHIPS,8.0,8.0,8.0,8.0,8.0
HARRY POTTER AND THE SORCERER'S STONE,CHRISTOPHER NOLAN,BUSINESS DAY,SAMUEL L. JACKSON,HANUKKAH,8.0,8.0,8.0,8.0,8.0
MARILYN MONROE,THE VOICE,I WANNA BE A BILLIONAIRE,CURIOUS CASE OF BENJAMIN BUTTON,ERIC CLAPTON,8.0,8.0,8.0,8.0,8.0
BAD BUNNY,ROBERT DOWNEY JR.,BONEY M,FRESHLYGROUND,FOOTBALL,8.0,8.0,8.0,8.0,8.0
GET OUT,OZZY OSBOURNE,INVICTUS,GHOSTBUSTERS,JUSTIN TIMBERLAKE,8.0,8.0,8.0,8.0,8.0
CHALTE CHALTE,I SPY,ACHY BREAKY HEART,THE KARATE KID,SOPRANOS,8.0,8.0,8.0,8.0,8.0
PSYCHO,GOGO,THE SUPER BOWL,BRUNO MARS,I'M EVERY WOMEN,7.0,7.0,7.0,7.0,7.0
LONG WALK TO FREEDOM,ROCKY AUR RANI KI PREM KAHANI,MATT DAMON,DARK KNIGHT ,TIC-TAC-TOE,7.0,7.0,7.0,7.0,7.0
"GET LOW, GET LOW",HOW TO TRAIN YOUR DRAGON,HOWL'S MOVING CASTLE,COLDPLAY,MARK WAHLBERG,7.0,7.0,7.0,7.0,7.0
JENNIFER ANISTON,TALIEP PETERSEN,SAFFRON,EASTER MONDAY,THEY WERE ALL YELLOW,7.0,7.0,7.0,7.0,7.0
VUVUZELA,ULTIMATE FRISBEE,KOEKSISTERS,BUFFY THE VAMPIRE SLAYER,ANGELINA JOLIE,7.0,7.0,7.0,7.0,7.0
BAKKIE,OLYMPIAD,THE CRICKET WORLD CUP,PAINT BRUSH,BARBRA STREISAND,7.0,7.0,7.0,7.0,7.0
ANGRY BIRDS,BIG MOUTH,SAM SMITH,CARTE BLANCHE,MONKEY D. LUFFY,7.0,7.0,7.0,7.0,7.0
LAAITIE,EMMA STONE,TAEKWONDO,STAR WARS,WORKERS’ DAY,7.0,7.0,7.0,7.0,7.0
BOB THE BUILDER,CHAKALAKA,FERGIE,THE A-TEAM,CASUAL DAY,7.0,7.0,7.0,7.0,7.0
GUY FAWKES DAY,E.TV,TETRIS,DISTRICT 9,TWISTER,7.0,7.0,7.0,7.0,7.0
BLINK 182,FRANK SINATRA,THE LITTLE MERMAID,CHRIS EVANS,THE UMBRELLA ACADEMY,7.0,7.0,7.0,7.0,7.0
CINDERELLA,SANDRA BULLOCK,WATER POLO,BOHEMIAN RHAPSODY,SEAL,7.0,7.0,7.0,7.0,7.0
ALL THE SINGLE LADIES,PENÉLOPE CRUZ,THE LION SLEEPS TONIGHT,BRIDGET JONES'S DIARY,JOE ROGAN PODCAST,7.0,7.0,7.0,7.0,7.0
LEAGUE OF LEGENDS,THE PENGUIN,STER-KINEKOR,ONE DIRECTION,JACK NICHOLSON,7.0,7.0,7.0,7.0,7.0
WESTLIFE,TSOTSI,APRIL FOOLS' DAY,HORSEBACK RIDING,SEE BOTH SIDES LIKE CHANEL,7.0,7.0,7.0,7.0,7.0
HULA HOOP,HARVEST FESTIVAL,FUGEES,OPRAH,HERITAGE DAY ,7.0,7.0,7.0,7.0,7.0
THE LION KING,COMIC CON,THE CONGURING,YMCA,FIGHT CLUB,7.0,7.0,7.0,7.0,7.0
CANDY CRUSH,FRUIT CAKE,JOHNNIE WALKER,ONE FLEW OVER THE CUCKOO'S NEST,"BAA, BAA, BLACK SHEEP",7.0,7.0,7.0,7.0,7.0
EVERY BREATH YOU TAKE,CHICKEN KEBAB,VICTORIA BECKHAM,PAC-MAN,GOOD BYE LENIN!,7.0,7.0,7.0,7.0,7.0
MR BONES,FENCING,BINGO,MAGNUM,RUSSELL PETERS,7.0,7.0,7.0,7.0,7.0
