Word,Word,Word,Word,Word,Difficulty_total,Difficulty_total,Difficulty_total,Difficulty_total,Difficulty_total
JOHANNESBURG,FRANSCHHOEK,DELOITTE,HERMANUS WHALE FESTIVAL,CAPYBARA,8.0,8.0,8.0,8.0,8.0
ERAGON,PRESSURE COOKER,Y2K,FREEDOM CHARTER,OLIVER TWIST,8.0,8.0,8.0,8.0,8.0
NEW YEAR’S DAY,SANDMAN,CAT IN THE HAT,UMHLANGA ROCKS,THE SUPER BOWL,8.0,8.0,8.0,8.0,8.0
THE FRENCH OPEN,TOUCH TYPING,SANTIAGO,APRIL FOOLS' DAY,HIT THE NAIL ON THE HEAD,8.0,8.0,8.0,8.0,8.0
PRETORIA,DUNNING–KRUGER EFFECT,JAN SMUTS,HUMAN RIGHTS DAY ,NAGASAKI,8.0,8.0,8.0,8.0,8.0
ALCHEMIST,GONE GIRL,RUBIK'S CUBE,DESALINATION,FIRSTRAND,8.0,8.0,8.0,8.0,8.0
GOOGLE EARTH,THE FAULT IN OUR STARS,CLOCKWORK PRINCESS,METAPHOR,CAMPS BAY,8.0,8.0,8.0,8.0,8.0
THE VIKINGS,PABLO PICASSO,LIGER,MALAYSIA,CHANEL,8.0,8.0,8.0,8.0,8.0
TATTOOIST OF AUSCHWITZ,RING LIGHT,CHINA FLOODS,BODMAS,MTN,8.0,8.0,8.0,8.0,8.0
FRENCH REVOLUTION,TITANIC,COMIC CON,LEBONON,XENOPHOBIA,8.0,8.0,8.0,8.0,8.0
BERLIN WALL,JOHNSON & JOHNSON,GAME THEORY,DECIMALS,SHAKA,8.0,8.0,8.0,8.0,8.0
SWISS ARMY KNIFE,ALFRED NOBEL,TRAPPE VAN VERGELYKING,THE TAJ MAHAL,THE OKTOBERFEST,8.0,8.0,8.0,8.0,8.0
BURNING MAN,BREXIT,XI JINPING,PORTUGAL,MINNIE MOUSE,8.0,8.0,8.0,8.0,8.0
STOCKHOLM,DISCOVERY,PLUTO,FIFA WORLD CUP,A CLOCKWORK ORANGE,8.0,8.0,8.0,8.0,8.0
UNITED STATES,BIG HOLE,FW DE KLERK,CORAL REEF,GOLDEN RATIO,8.0,8.0,8.0,8.0,8.0
JEEP,PRAYING MANTIS,SILVERFISH,COMOROS,PRAGUE,8.0,8.0,8.0,8.0,8.0
BERLIN,MOSCOW,HOLLAND,TREASURE ISLAND,DUSK,8.0,8.0,8.0,8.0,8.0
EPSTEIN ISLAND,ATHENS,POLAND,TONY BLAIR,PIETERMARTIZBURG,8.0,8.0,8.0,8.0,8.0
MEMORIAL DAY,VICTORIA FALLS,THE COMMONWEALTH GAMES,PATRICE MOTSEPE,HAKUNA MUTATA,8.0,8.0,8.0,8.0,8.0
BURGER'S DAUGHTER ,AUSTRALIA,NOKIA ,COLOSSEUM,LEMUR,8.0,8.0,8.0,8.0,8.0
CODESA,THERMODYNAMICS,THE NIAGARA FALLS,TOKYO,HARVARD,8.0,8.0,8.0,8.0,8.0
CALCULUS,THE LIMPOPO RIVER,RUNOFF,UNITED KINGDOM,GOLDEN GATE BRIDGE,8.0,8.0,8.0,8.0,8.0
PROJECTOR,OTP,AT&T,TO KILL A MOCKINGBIRD,LET THE CAT OUT OF THE BAG ,8.0,8.0,8.0,8.0,8.0
IDRIS ELBA,STEVE BIKO,BECOMING,BRAAI DAY,GOLD RUSH,8.0,8.0,8.0,8.0,8.0
WORLD WAR II,BUSINESS DAY,PRECIPITATION,SUDAN,TRAPEZIUM,8.0,8.0,8.0,8.0,8.0
DOWN SECOND AVENUE,MONKEY POX,FOSCHINI,MAZDA,DA VINCI CODE,8.0,8.0,8.0,8.0,8.0
EID ,OCTAGON,NAKED MOLE-RAT,STAPLER,THE SERENGETI,8.0,8.0,8.0,8.0,8.0
HALLOWEEN,DESMOND TUTU,TORNADO,PATRICIA DE LILLE,EDUCATED,8.0,8.0,8.0,8.0,8.0
3D PRINTING,MULTIPLICATION,GOOGLE GLASSES,CAPE VERDE,ZAPIRO,8.0,8.0,8.0,8.0,8.0
LONDON,MAGNA CARTA,DAVID MABUZA,VODACOM,MARIE CURIE,8.0,8.0,8.0,8.0,8.0
ELECTROMAGNETISM,RIHANNA,TORTOISE,THE BRITISH OPEN,CHRIST THE REDEEMER,8.0,8.0,8.0,8.0,8.0
SHARPEVILLE,BUCKINGHAM PALACE,WIFI,SICILY,SANDTON,8.0,8.0,8.0,8.0,8.0
KHOI AND SAN,SOCIOLOGY,ALGORITHM,BARBIE AND KEN,AFRIKAANS LANGUAGE MONUMENT,8.0,8.0,8.0,8.0,8.0
RENAISSANCE,CHEVRON ,WORLD WAR I,OCEAN WAVES,KLEIN KAROO,8.0,8.0,8.0,8.0,8.0
THE CRICKET WORLD CUP,SQUARE,TREVOR MANUEL,MÖBIUS STRIP,MICROPHONE,8.0,8.0,8.0,8.0,8.0
SECRETARYBIRD,WESTERN CAPE,CHEERS,LIBERATION DAY,ROME,8.0,8.0,8.0,8.0,8.0
BETHLEHEM,TELEVISION,ARTIC,AHMED KATHRADA,SAPIENS,8.0,8.0,8.0,8.0,8.0
USB,JEAN-MICHEL BASQUIAT,VIETNAM,SADDAM HUSSEIN,"READY, SET, GO",8.0,8.0,8.0,8.0,8.0
POLITICS,BABOON,HOUSE OF HADES,DNA,MOTHERBOARD,8.0,8.0,8.0,8.0,8.0
CHILE,SULPHATES,NITRATES,SEASHELLS,P.W. BOTHA,8.0,8.0,8.0,8.0,8.0
GREAT EXPECTATIONS,ABACUS,MACHU PICCHU,SUN CITY,PEACOCK,8.0,8.0,8.0,8.0,8.0
IDI AMIN,MOSQUITO,SHELL,WINSTON CHURCHILL,LORD OF THE FLIES,8.0,8.0,8.0,8.0,8.0
HERBALIFE,ROBOTS,COBRA,GORILLA,THE SHAH ,8.0,8.0,8.0,8.0,8.0
D-DAY,INDONESIA,HILLSONG CHURCH,MARDI GRAS,THE MIDDLE EAST,8.0,8.0,8.0,8.0,8.0
CAPITEC,DAISIES,ELECTRIC DAISY CARNIVAL,MOMENTUM,RNA,8.0,8.0,8.0,8.0,8.0
EDINBURGH,THE LOUVRE,TANZANIA,WALES,MOUNT EVEREST,8.0,8.0,8.0,8.0,8.0
BMW,ANGLO AMERICAN,SUN INTERNATIONAL,SANLAM,VINCENT VAN GOGH,8.0,8.0,8.0,8.0,8.0
GEORGE,WALRUS,DISGRACE,X-RAY,COVID-19,8.0,8.0,8.0,8.0,8.0
HULU,TRENCH TOWN,INTEL,CENTRAL PARK,MRI SCAN,8.0,8.0,8.0,8.0,8.0
BILL GATES,FRACTIONS,MUAMMAR GADDAFI,NICKY OPPENHEIMER,SHATTERPRUFE,8.0,8.0,8.0,8.0,8.0
GREECE,UP THE CREEK,THE ALCHEMIST ,KWAZULU-NATAL,GREAT BARRIER REEF,8.0,8.0,8.0,8.0,8.0
ROLEX,TURING MACHINE,WATER CYCLE,URANUS,GOLDEN DISH,8.0,8.0,8.0,8.0,8.0
CLIFTON,STEPHEN KING,TAJ MAHAL,GAUSSIAN DISTRIBUTION,RAM,8.0,8.0,8.0,8.0,8.0
SYDNEY OPERA HOUSE,ASTRONOMY,COSATU,THE WINDY CITY,"SUGAR, SPICE AND EVERYTHING NICE",8.0,8.0,8.0,8.0,8.0
OSAKA,ALCHEMY,ICEBERG,OSLO,CHICAGO,8.0,8.0,8.0,8.0,8.0
JACOB ZUMA,UFO,GLOBAL POSITIONING SYSTEM,CHARLOTTE'S WEB,PLATYPUS,8.0,8.0,8.0,8.0,8.0
HOLOCAUST,GRAHAMSTOWN,"HOOK, LINE, SINKER",PENTAGON,THE WRIGHT BROTHERS,8.0,8.0,8.0,8.0,8.0
SHENZHEN,VPN,TUTANKHAMEN,KENYA,CAIRO,8.0,8.0,8.0,8.0,8.0
TYMEBANK,CIRCUIT,EMPEROR PENGUIN,JAMIE OLIVER,MASSMART,8.0,8.0,8.0,8.0,8.0
TRANSVAAL,ATOMIC HABITS,BLACKBERRY,SWEDEN,TURKEY,8.0,8.0,8.0,8.0,8.0
CRESENT CITY,SOMALIA,BELLVILLE,COMMONWEALTH GAMES,AZKABAN,8.0,8.0,8.0,8.0,8.0
MALDIVES,THE GARDEN OF EDEN,FREEDOM DAY,HANUKKAH,WHIRLPOOL,8.0,8.0,8.0,8.0,8.0
ANTARCTICA,JPMORGAN,PALACE OF VERSAILLES,BLOWFISH,HERITAGE DAY ,8.0,8.0,8.0,8.0,8.0
KRYPTON,GERMANY,BERING STRAIT,NORTHERN LIGHTS,VIRUS,8.0,8.0,8.0,8.0,8.0
FIRST NATIONAL BANK,CYRIL RAMAPHOSA,MAHATMA GANDHI,1984,BLACK BEAUTY,8.0,8.0,8.0,8.0,8.0
OPPIKOPPI,FIVE SENSES,"STOP, DROP, ROLL",SIX-DAY WAR,VACCINE,8.0,8.0,8.0,8.0,8.0
SLAUGHTERHOUSE-FIVE,COST AN ARM AND A LEG,THE NORTHERN CAPE,O.R. TAMBO INTERNATIONAL AIRPORT,PAKISTAN,8.0,8.0,8.0,8.0,8.0
PUMA,DAY OF THE DEAD,CASUAL DAY,STONEHENGE,BP,8.0,8.0,8.0,8.0,8.0
RAINFOREST,FREAKONOMICS,MOBY DICK,CARACAL,WALT DISNEY,8.0,8.0,8.0,8.0,8.0
ANTON RUPERT,OXYGEN,BUMBLEBEE,CAPE TOWN,SCHABIR SHAIK,8.0,8.0,8.0,8.0,8.0
HADEDAS,DAILY SUN,IMAM HARON,SUEZ CANAL,ANTHROPOLOGY,8.0,8.0,8.0,8.0,8.0
NETCARE,OKTOBERFEST,ISAAC NEWTON,HOLI,THE INDIAN OCEAN,8.0,8.0,8.0,8.0,8.0
HIROSHIMA,MOROCCO,OUTLIERS,PENNSYLVANIA,HONEY BADGER,8.0,8.0,8.0,8.0,8.0
CONSTELLATION,SATELLITE,RENAULT,GULF WAR,SOUTH AFRICA,8.0,8.0,8.0,8.0,8.0
BRONZE,ACKERMANS,VIETNAM WAR,TUNISIA,MONACO,8.0,8.0,8.0,8.0,8.0
GREAT GATSBY,LAGOON,YOUTH DAY,TOGO,EMIRATES,8.0,8.0,8.0,8.0,8.0
OLYMPIAD,NEWTON'S SECOND LAW,CASTLE OF GOOD HOPE,ZINC,BIOTECHNOLOGY,8.0,8.0,8.0,8.0,8.0
THABO MBEKI,SOUTH SUDAN,NEUTRON,QATAR AIRWAYS,RUSSIA,8.0,8.0,8.0,8.0,8.0
UNIVERSITY OF THE WESTERN CAPE,IPHONE,JBL SPEAKER,THE SHINING,ALEXANDER FLEMING,8.0,8.0,8.0,8.0,8.0
AINSLEY HARRIOTT,WINNIE MANDELA,SHOEBILL,VAPE,MICHELLE OBAMA,8.0,8.0,8.0,8.0,8.0
CTRL-C,HIPPOPOTAMUS,RHOMBUS,SAND DUNE,MY SISTER'S KEEPER,8.0,8.0,8.0,8.0,8.0
FORBIDDEN CITY,AIR FRYER,AGAPANTHUS,PYRAMIDS,WHATSAPP,8.0,8.0,8.0,8.0,8.0
