Word,Word,Word,Word,Word,Difficulty_total,Difficulty_total,Difficulty_total,Difficulty_total,Difficulty_total
BALLIE,THEY WERE ALL YELLOW,TOM HOLLAND,DESPICABLE ME,THE BRITISH OPEN,8.0,8.0,8.0,8.0,8.0
HIGH SCHOOL MUSICAL 3,HOT POTATO,BOHEMIAN RHAPSODY,TIM COOK,KAL HO NAA HO,8.0,8.0,8.0,8.0,8.0
ADVENTURE TIME,UBUNTU,VOETSTOOTS,NELLY FURTADO,TWISTER,8.0,8.0,8.0,8.0,8.0
MATCHBOX,BILLIE JEAN KING,PEWDIEPIE,LEONARDO DICAPRIO,SUPERSTORE,8.0,8.0,8.0,8.0,8.0
WINDSURFING,NEW GIRL,ARISTOTLE,STREET FIGHTER ,GENERATIONS,8.0,8.0,8.0,8.0,8.0
CLUEDO,TOM HANKS,QUENTIN TARANTINO,WIZARDZ,LOGAN PAUL,8.0,8.0,8.0,8.0,8.0
CHEESE BOY,BACKSTAGE,RON WEASLEY,7 CARDS,BOILEROOM,8.0,8.0,8.0,8.0,8.0
LONG WALK TO FREEDOM,YASIS,DURBAN JULY,BIG BROTHER,WIMPY,8.0,8.0,8.0,8.0,8.0
I'M EVERY WOMEN,HOLI,DANJA SAUSAGE,BURNING MAN,XBOX,8.0,8.0,8.0,8.0,8.0
FORMULA 1,TRUE DETECTIVE,BEN 10,EMMA STONE,KAYTRANADA,8.0,8.0,8.0,8.0,8.0
WAR AND PEACE,SAY MY NAME,E.T. ,JELLY TOTS,KWAITO,8.0,8.0,8.0,8.0,8.0
CHRISTMAS DAY,OCEAN BASKET,DJANGO UNCHAINED,RIO CARNIVAL,GOGO,8.0,8.0,8.0,8.0,8.0
BANG BANG BANG,KING OF THE HILL,MIKE TYSON,FREEDOM DAY,CREMORA,8.0,8.0,8.0,8.0,8.0
SKY NEWS,JOE BARBER,BARBRA STREISAND,MADAM & EVE,HILARY DUFF,8.0,8.0,8.0,8.0,8.0
GLOBAL WARMING,OPPIKOPPI,NIKE,DEVIL WEARS PRADA ,OPRAH,8.0,8.0,8.0,8.0,8.0
BILLIE JEAN,PADKOS,ASTERIX,FLAPPING WINGS,POTJIEKOS,8.0,8.0,8.0,8.0,8.0
"NO WOMAN, NO CRY",GOKU,CAN'T GET YOU OUT OF MY HEAD,ERIC CLAPTON,GOLF,8.0,8.0,8.0,8.0,8.0
JUDO,TERMINATOR,EGG FRIED RICE,JULIA ROBERTS,MARLON BRANDO,8.0,8.0,8.0,8.0,8.0
SAFFRON,PAC-MAN,STEVEN SPIELBERG,EYEDRESS,TRIFLE,8.0,8.0,8.0,8.0,8.0
RAMI MALEK,WATERMELON SUGAR HIGH,HOME ALONE,PILLOW FIGHTING,UZUMAKI NARUTO,8.0,8.0,8.0,8.0,8.0
JOE ROGAN PODCAST,HOUSE OF CARDS,TALIEP PETERSEN,CHRISTOPHER NOLAN,KIM KARDASHIAN,8.0,8.0,8.0,8.0,8.0
JENNIFER LAWRENCE,GODFATHER,BOONDOCKS,THE FAST AND THE FURIOUS,WOLFGANG AMADEUS MOZART,8.0,8.0,8.0,8.0,8.0
SALEH BBQ TONIGHT ,CHAPPIES,SESAME STREET,TIC-TAC-TOE,SANDRA BULLOCK,8.0,8.0,8.0,8.0,8.0
SWEET CAROLINE,PEPSI MAX,RUSSELL PETERS,PUMPED UP KICKS ,RADISH,8.0,8.0,8.0,8.0,8.0
LIBERATION DAY,THE UMBRELLA ACADEMY,ART BLAKEY,INTERNATIONAL WOMEN'S DAY,CHICKEN BILTONG,8.0,8.0,8.0,8.0,8.0
SO YOU THINK YOU CAN DANCE,JOHNNY CLEGG,HAN SOLO,WATCH ME NAE NAE,COMIC CON,8.0,8.0,8.0,8.0,8.0
SOPRANOS,SLASH,DANIEL CRAIG,TOKOLOSHI,BAFANA BAFANA,8.0,8.0,8.0,8.0,8.0
SHERLOCK,AL CAPONE,DISTRICT 9,GOUDA,PEPSI,8.0,8.0,8.0,8.0,8.0
I SPY,TOY STORY,ORPHAN BLACK,NKOSI SIKELEL' AFRIKA,"TO THE WINDOW, TO THE WALL",8.0,8.0,8.0,8.0,8.0
OOPS!... I DID IT AGAIN,FATHER'S DAY,SASHIMI,HAND WASH,NIGHT IN TUNISIA,8.0,8.0,8.0,8.0,8.0
KFC,BREAKING BAD,NIKNAKS,REQUIEM FOR A DREAM ,OZZY OSBOURNE,8.0,8.0,8.0,8.0,8.0
BATTLESHIPS,CABER TOSSING,CHINESE NEW YEAR,DIE HARD,EGGNOG,8.0,8.0,8.0,8.0,8.0
BOER MAAK 'N PLAN,DAVID BOWIE,FRIDAY THE THIRTEENTH,THE OKTOBERFEST,HOWZIT,8.0,8.0,8.0,8.0,8.0
"DUCK, DUCK, GOOSE",MARK WAHLBERG,GUY FAWKES DAY,THE SUPER BOWL,DARK KNIGHT ,8.0,8.0,8.0,8.0,8.0
CNN,SOCCER,NOW NOW,MEMORIAL DAY,SMOSH,8.0,8.0,8.0,8.0,8.0
FYNBOS,TOBEY MAGUIRE,MERYL STREEP,AMAZING RACE,MELROSE,8.0,8.0,8.0,8.0,8.0
E.TV,NEIL DIAMOND,SUPER MARIO BROS.,SHREK 3,PRINCESS MONONOKE,8.0,8.0,8.0,8.0,8.0
THE BOLD AND THE BEAUTIFUL,KUCH KUCH HOTA HAI,SCOOBY-BOO,JUMPER,FOOTBALL,8.0,8.0,8.0,8.0,8.0
BLUE CHEESE,DIE ANTWOORD,SHISA NYAMA,BOB THE BUILDER,BLOOD DIAMOND,8.0,8.0,8.0,8.0,8.0
PURSUIT OF HAPPYNESS,BONEY M,EVERY BREATH YOU TAKE,THE GOOD DOCTOR,JAY-Z,8.0,8.0,8.0,8.0,8.0
PRINCESS LEIA,SHARPSHOOTING,THE COMMONWEALTH GAMES,PULP FICTION,CARA DELEVINGNE,8.0,8.0,8.0,8.0,8.0
BRUNO MARS,FELA IN VERSACE,"WHAT IS LOVE, BABY DON'T HURT ME","I'M BLUE, DA BA DEE DA BA DI",ISMAËL LÔ,8.0,8.0,8.0,8.0,8.0
CHEDDAR CHEESE,ST. PATRICK'S DAY,JOHNNY DEPP,TREVOR NOAH,CAUSE I’M MR. BRIGHTSIDE,8.0,8.0,8.0,8.0,8.0
MICK JAGGER,MR BONES,LABOUR DAY,THE BOYS,KABHI KUSHI KABHI GHAM,8.0,8.0,8.0,8.0,8.0
BINGO,INDABA,BILLABONG,KOMBI,THE LION SLEEPS TONIGHT,8.0,8.0,8.0,8.0,8.0
PORTISHEAD,HOUSE,VALENTINE'S DAY,NANDO'S,GILMORE GIRLS,8.0,8.0,8.0,8.0,8.0
BRENDA FASSIE,NATIONAL WOMEN'S DAY,ALL I WANT FOR CHRISTMAS IS YOU,TAEKWONDO,GONDOLA,8.0,8.0,8.0,8.0,8.0
THEY NOT LIKE US,R KELLY,TATA MA CHANCE! TATA MA MILLIONS,DISCOVERY CHANNEL,GOOD BYE LENIN!,8.0,8.0,8.0,8.0,8.0
TOBLERONE,BEST OF BOTH WORLDS,DON'T STOP BELIEVIN',IMAGINE ALL THE PEOPLE,NETFLIX,8.0,8.0,8.0,8.0,8.0
CARTE BLANCHE,BIG MOUTH,PENÉLOPE CRUZ,VINCENT VAN GOGH,GODS MUST BE CRAZY,8.0,8.0,8.0,8.0,8.0
DAVID KRAMER,7DE LAAN,SHOPRITE,LILLY SINGH,JOL,8.0,8.0,8.0,8.0,8.0
FAIRY TAIL,JURASSIC PARK,KEEPING UP WITH KARDASHIANS,AULD LANG SYNE,CHRISTIAN BALE,8.0,8.0,8.0,8.0,8.0
FAJITAS,MOPARKS,CHAKALAKA,DANCING QUEEN,BROOM,8.0,8.0,8.0,8.0,8.0
CASPER,EYE OF TIGER,AWEH,BODY IS A WONDERLAND,IN THE MEANTIME,8.0,8.0,8.0,8.0,8.0
WESTLIFE,COLDPLAY,MAGNUM,ALEXANDER FLEMING,DENZEL WASHINGTON,8.0,8.0,8.0,8.0,8.0
STAR TREK,AND UNITED WE SHALL STAND,DONALD DUCK,WALL-E,MICHAEL BUBLE,8.0,8.0,8.0,8.0,8.0
JENNIFER ANISTON,DALTJIES,JOU MA SE,TALKING TO THE MOON,MARIAH CAREY,7.0,7.0,7.0,7.0,7.0
STEP UP 4,UP THE CREEK,EK WIL HUIS TOE GAAN,SHERLOCK HOLMES,CIABATTA,7.0,7.0,7.0,7.0,7.0
WATER POLO,BOET,KOESISTERS,NATALIE PORTMAN,MIRIAM MAKEBA,7.0,7.0,7.0,7.0,7.0
HITCHHIKING,ZOE SALDANA,BOKKE,MATT DAMON,CITY OF GOD,7.0,7.0,7.0,7.0,7.0
TIMOTHÉE CHALAMET,BROOKLYN NINE-NINE,VICTORIA BECKHAM,PROJECT RUNWAY,YELLOW SUBMARINE,7.0,7.0,7.0,7.0,7.0
CHRIS PRATT,DAVID AND GOLIATH,PARKOUR,TV LICENSE,HOWL'S MOVING CASTLE,7.0,7.0,7.0,7.0,7.0
ON-ON,ATCHA,BOBSLEIGH,AMERICAN FOOTBALL,MADONNA,7.0,7.0,7.0,7.0,7.0
BIG BANG THEORY,HORSEBACK RIDING,SIMPSONS,ANGRY BIRDS,DOUBLE HOTDOG,7.0,7.0,7.0,7.0,7.0
BLONDIE,COMMUNITY,BUSINESS DAY,EUPHORIA,SPIDER-MAN 3,7.0,7.0,7.0,7.0,7.0
HANGMAN,SAXOPHONE,GOOD FRIDAY,ISIBINDI,KNIGHT RIDER,7.0,7.0,7.0,7.0,7.0
LEAGUE OF LEGENDS,WNBA,LETS GO 50/50 ,TEQUILA,SAMUEL L. JACKSON,7.0,7.0,7.0,7.0,7.0
BRAAI DAY,ONE PIECE,LOVE ISLAND,CASSPER NYOVEST,JEANNIE D,7.0,7.0,7.0,7.0,7.0
REDBULL,TED TALK,DASSIE,KIMCHI,SAY MA NOW,7.0,7.0,7.0,7.0,7.0
HOT POTATO,FENCING,CARLING BLACK LABEL,SAM SMITH,CHICKEN KEBAB,7.0,7.0,7.0,7.0,7.0
PARMESAN,"MAKE ME SWEAT, MAKE ME HOTTER",FUGEES,WALKING,CONNECT FOUR,7.0,7.0,7.0,7.0,7.0
NEW YEAR'S EVE,MONOPOLY,ROOSTERKOEK,LED ZEPPELIN,LET ME HOLD YOU DOWN,7.0,7.0,7.0,7.0,7.0
SLUMDOG MILLIONAIRE,THE CONGURING,SPUR,CARELESS WHISPER,JALAPEÑO,7.0,7.0,7.0,7.0,7.0
BARBECUE,CHARLIE CHAPLIN,RUSSIAN ROULETTE,SEAL,CHARADES,7.0,7.0,7.0,7.0,7.0
STOKVEL,KURT COBAIN,YOUNGSTACPT,SEE BOTH SIDES LIKE CHANEL,ATHLETICS,7.0,7.0,7.0,7.0,7.0
STERI STUMPIE,CASUAL DAY,POKÉMON,MOZZARELLA,CHALTE CHALTE,7.0,7.0,7.0,7.0,7.0
AMERICAN IDOL,VOLLEYBALL,APRIL FOOLS' DAY,WILL SMITH,TOM YUM SOUP,7.0,7.0,7.0,7.0,7.0
ZUCCHINI,PARALLEL PARKING,SANGOMA,THE COSBY SHOW,HAPPY BIRTHDAY TO YOU,7.0,7.0,7.0,7.0,7.0
FIGHT CLUB,STER-KINEKOR,SCOOBY-DOO,OROS,KING OF THE AIR,7.0,7.0,7.0,7.0,7.0
SARAFINA,SELLOTAPE,STEERS,THE KRUGER MILLIONS,THE INCREDIBLES,7.0,7.0,7.0,7.0,7.0
HUMMUS,RAMADAN,ROSH HASHANAH,MICHELIN STAR,KILL BILL,7.0,7.0,7.0,7.0,7.0
WORLD OF WARCRAFT,ACHY BREAKY HEART,ZONE FITNESS,TOKOLOSHE,LAAITIE,7.0,7.0,7.0,7.0,7.0
HOW TO TRAIN YOUR DRAGON,NOEM MY SKOLLIE,KARATE,HOPSCOTCH,IMAGINE DRAGONS,7.0,7.0,7.0,7.0,7.0
BATHROOM BIZARRE,BAKKIE,DROP IT LIKE IT'S HOT,DESPACITO,JACK NICHOLSON,7.0,7.0,7.0,7.0,7.0
CHRIS HEMSWORTH,PRONUTRO,LAST CHRISTMAS,LOONEY TUNES,THE PARLOTONES,7.0,7.0,7.0,7.0,7.0
EASTER MONDAY,FIREFLY,ONE DIRECTION,GO FISH,BRUCE WILLIS,7.0,7.0,7.0,7.0,7.0
LUCKY STAR,HARRY POTTER AND THE SORCERER'S STONE,BUFFY THE VAMPIRE SLAYER,PEDRO'S,BOXING DAY,7.0,7.0,7.0,7.0,7.0
DAISIES,"KAPTEIN, VAN DIE SAILOR ",DALA WHAT YOU MUST,I WANNA BE A BILLIONAIRE,MKBHD,7.0,7.0,7.0,7.0,7.0
TSOTSI,TYLA,PAUL MCCARTNEY,HUGH MASEKELA,"BAA, BAA, BLACK SHEEP",7.0,7.0,7.0,7.0,7.0
WIE MAAK DIE JOL VOL,CHARLIZE THERON,OPPENHEIMER,PAINT BRUSH,WE ARE THE CHAMPIONS,7.0,7.0,7.0,7.0,7.0
PARASITE,"ROCK, PAPER, SCISSORS",PIKACHU,AG NEE MAN,WHITE RUSSIAN,7.0,7.0,7.0,7.0,7.0
ADIDAS,COMMONWEALTH GAMES,ROBERT DOWNEY JR.,SOUTH PARK,ZEF,7.0,7.0,7.0,7.0,7.0
HALLOWEEN,SNOOPY,SCARLETT JOHANSSON,EMPANADAS,FLAKE,7.0,7.0,7.0,7.0,7.0
30 SECONDS ,JÄGERBOMB,HIDE AND SEEK,BUFFALO SPRINGFIELD,GANGNAM STYLE,7.0,7.0,7.0,7.0,7.0
NARCOS,BONO,EID ,SANTA CLAUS,GHOSTBUSTERS,7.0,7.0,7.0,7.0,7.0
ADAM DRIVER,STAR WARS,OKTOBERFEST,KISS ME THRU THE PHONE,THE PUSSYCAT DOLLS,7.0,7.0,7.0,7.0,7.0
ALL OF THE LIGHTS,MELKTERT,VASELINE,VIRGIN MOBILE,DUNE 2,7.0,7.0,7.0,7.0,7.0
