Word,Word,Word,Word,Word,Difficulty_total,Difficulty_total,Difficulty_total,Difficulty_total,Difficulty_total
STERI STUMPIE,STETHOSCOPE,THE AVENGERS,BALKAN WARS,KLEIN KAROO,9.0,9.0,9.0,9.0,9.0
MAKE THE CIRCLE BIGGER,COMMONWEALTH GAMES,DEVIL WEARS PRADA ,MRS BALL'S,HELEN SUZMAN,9.0,9.0,9.0,9.0,9.0
FAJITAS,JOHNNY DEPP,PAUL LEVESQUE,GULF WAR,*KICKING*,9.0,9.0,9.0,9.0,9.0
IMAGINE DRAGONS,KWAITO,HAKUNA MUTATA,NOVAK DJOKOVIC,CHICKEN BILTONG,9.0,9.0,9.0,9.0,9.0
AMERICAN IDOL,OPPENHEIMER,CARTE BLANCHE,AMISH,MARDI GRAS,9.0,9.0,9.0,9.0,9.0
NASPERS,KUCH KUCH HOTA HAI,CALCULUS,MASTERCHEF,TERMINATOR,9.0,9.0,9.0,9.0,9.0
NETHERLANDS,PICKLEBALL,BLONDIE,SHOPRITE,TOKOLOSHE,9.0,9.0,9.0,9.0,9.0
MUVHANGO,ALL THE SINGLE LADIES,AB DE VILLIERS,NADIA COMANECI,JUMPER,9.0,9.0,9.0,9.0,9.0
"KAPTEIN, VAN DIE SAILOR ",YASIS,INDUSTRIAL REVOLUTION,NADINE GORDIMER,HURT SO BAD ,9.0,9.0,9.0,9.0,9.0
"EARTH, WIND AND FIRE",MONOPOLY,CRAZY EIGHTS,PEPPERMINT CRISP,DAVID KRAMER,9.0,9.0,9.0,9.0,9.0
KYLIAN MBAPPÉ,DOOM,EGG FRIED RICE,LOGAN PAUL,SHREK 3,9.0,9.0,9.0,9.0,9.0
HERMANUS WHALE FESTIVAL,TATA MA CHANCE! TATA MA MILLIONS,VICTOR MATFIELD,TWISTER,QUAGGA,9.0,9.0,9.0,9.0,9.0
ONE PIECE,GOLDEN GATE BRIDGE,FERGIE,SLAUGHTERHOUSE-FIVE,BAYWATCH,9.0,9.0,9.0,9.0,9.0
TALIEP PETERSEN,RED DEAD REDEMPTION,THE FIRST LADY,EASTER MONDAY,RAY TRACING,9.0,9.0,9.0,9.0,9.0
*HITCHHIKING*,METAL GEAR SOLID,CHAKALAKA,HELEN ZILLE,DALTJIES,9.0,9.0,9.0,9.0,9.0
ZEF,ONE-PUNCH MAN,CITY OF GOD,LOUIS ARMSTRONG,BP,9.0,9.0,9.0,9.0,9.0
RENAULT,AINSLEY HARRIOTT,TV LICENSE,MCDONALD'S,BLINK 182,9.0,9.0,9.0,9.0,9.0
CREED,SHARPEVILLE,GODFATHER,PUMPED UP KICKS ,ROCKY AUR RANI KI PREM KAHANI,9.0,9.0,9.0,9.0,9.0
GREAT GATSBY,SMALLVILLE,GET OUT,FERNANDO ALONSO,TOY STORY,9.0,9.0,9.0,9.0,9.0
USAIN BOLT,SCHABIR SHAIK,CAPE TOWN KLOPSE,LUCIANO PAVAROTTI,KAYTRANADA,9.0,9.0,9.0,9.0,9.0
JACOB ZUMA,BOKKOMS,JOHNNY CLEGG,MARIE CURIE,THE FAULT IN OUR STARS,9.0,9.0,9.0,9.0,9.0
TWELFTH NIGHT,THE INCREDIBLES,HONDA,KISS ME THRU THE PHONE,ANDON CORD,9.0,9.0,9.0,9.0,9.0
JON JONES,JULIA ROBERTS,IMAGINE ALL THE PEOPLE,AMERICAN FOOTBALL,GRAND BUDAPEST HOTEL,9.0,9.0,9.0,9.0,9.0
MALCOLM GLADWELL,TRIATHLON,WORKERS’ DAY,"RED LIGHT, GREEN LIGHT",CLICKS,9.0,9.0,9.0,9.0,9.0
PEGASUS,LITTLE PRINCE,REQUIEM FOR A DREAM ,FREEDOM DAY,BARBECUE,9.0,9.0,9.0,9.0,9.0
JUST KEEP SWIMING,CHESTER WILLIAMS,FRUITY LOOPS,3D PRINTING,DARK KNIGHT ,9.0,9.0,9.0,9.0,9.0
TATJANA SMITH,MASCARA,HOME ALONE,TWILIGHT ZONE,NEW YEAR'S EVE,9.0,9.0,9.0,9.0,9.0
THE WITCHER,TKZEE,ALADDIN,BUFFY THE VAMPIRE SLAYER,SELLOTAPE,9.0,9.0,9.0,9.0,9.0
DANJA SAUSAGE,WOODY ALLEN,YOU,AR GLASSES,PROJECT RUNWAY,9.0,9.0,9.0,9.0,9.0
ALISSON BECKER,ECOSYSTEM,ARMADILLO,WNBA,EVERYBODY LOVES RAYMOND,9.0,9.0,9.0,9.0,9.0
BEST OF BOTH WORLDS,PARTY IN THE USA,YOU MUSTN'T PUSH!,PICTIONARY,LOVE LANGUAGES,9.0,9.0,9.0,9.0,9.0
SISTERHOOD OF THE TRAVELING PANTS,BBC,SLACK,NEW YORK,SEINFELD,9.0,9.0,9.0,9.0,9.0
MARK SHUTTLEWORTH,FINDING NEMO,PATRICE MOTSEPE,NEON GENESIS EVANGELION,MINECRAFT,9.0,9.0,9.0,9.0,9.0
KIMCHI,COMMUNITY,DIEGO MARADONA,"YOU ARE MY FIRE, MY ONE DESIRE",WATER POLO,9.0,9.0,9.0,9.0,9.0
THE CRICKET WORLD CUP,LIGHT YAGAMI,THE BRITISH OPEN,"WP, JOU LEKKER DING",MARK FISH,9.0,9.0,9.0,9.0,9.0
KILL BILL,FROZEN,DONALD BRADMAN,BANG BANG BANG,CRISTIANO RONALDO,9.0,9.0,9.0,9.0,9.0
HARRY POTTER AND THE SORCERER'S STONE,INDEPENDENCE DAY,IN THE 18 AREA,WOOLWORTHS,CHANEL,9.0,9.0,9.0,9.0,9.0
TOMORROWLAND,EGGNOG,UNO,VUVUZELA,BOONDOCKS,9.0,9.0,9.0,9.0,9.0
BLACK MIRROR,MAMPARA,NETFLIX,RUBIK'S CUBE,CHESS BOXING,9.0,9.0,9.0,9.0,9.0
PERLEMOEN,VASELINE,EVERY BREATH YOU TAKE,TOYOTA,CLUEDO,8.0,8.0,8.0,8.0,8.0
YEBO YES,CINDERELLA,SAY MA NOW,THE LITTLE MERMAID,JACK NICHOLSON,8.0,8.0,8.0,8.0,8.0
E.T. ,LEBRON JAMES,MASSMART,WIMPY,RICK AND MORTY,8.0,8.0,8.0,8.0,8.0
PEARL HARBOUR,WOODEN SPOON,GLOBAL POSITIONING SYSTEM,MAHER ZAIN,MICROPHONE,8.0,8.0,8.0,8.0,8.0
NETCARE,VAPE,VULINDLELA,JOE ROGAN PODCAST,SCORPIONS,8.0,8.0,8.0,8.0,8.0
*RUNNING*,PROOF OF STAKE,MOTHER'S DAY,KANYE WEST,BILLIE JEAN KING,8.0,8.0,8.0,8.0,8.0
5 SECOND RULE,DURBAN,BADMINTON,BRAAIBROODJIES,THE PUSSYCAT DOLLS,8.0,8.0,8.0,8.0,8.0
FAIRY TAIL,WE ARE THE CHAMPIONS,INTERNET OF THINGS,STAR WARS,SUPER MARIO BROS.,8.0,8.0,8.0,8.0,8.0
BOEREWORS,GOOD FRIDAY,BODY IS A WONDERLAND,DIWALI,RONDAVEL,8.0,8.0,8.0,8.0,8.0
PAIN AND GLORY,WINSTON CHURCHILL,WATCH ME NAE NAE,MALAYSIA,SAUDI ARAMCO,8.0,8.0,8.0,8.0,8.0
LONG WALK TO FREEDOM,HAPPY BIRTHDAY TO YOU,*SWEEPING*,KING OF THE AIR,FOUR CORNERS,8.0,8.0,8.0,8.0,8.0
WINDSURFING,LEWIS HAMILTON,"WHAT IS LOVE, BABY DON'T HURT ME",UBUNTU,SUPEREGO,8.0,8.0,8.0,8.0,8.0
LETS GO 50/50 ,WAR AND PEACE,HULA HOOP,THE SUPER BOWL,SANGOMA,8.0,8.0,8.0,8.0,8.0
EUPHORIA,ANDY WARHOL,LOS ANGELES,SOUTH PARK,KOBE BRYANT,8.0,8.0,8.0,8.0,8.0
CHINESE NEW YEAR,CHRISTOPHER NOLAN,HALLOWEEN,LEMON CREAMS,ERLING HAALAND,8.0,8.0,8.0,8.0,8.0
HUMMUS,HUMAN RIGHTS DAY ,JEEP,TWIN PEAKS,HILLSONG CHURCH,8.0,8.0,8.0,8.0,8.0
DAY OF THE DEAD,LANCE ARMSTRONG,LOONEY TUNES,VOLKSTAAT,ARTIFICIAL INTELLIGENCE,8.0,8.0,8.0,8.0,8.0
*COOKING*,MOHAMED SALAH,1 2 STEP,FETA,FLOYD MAYWEATHER JR.,8.0,8.0,8.0,8.0,8.0
SYDNEY OPERA HOUSE,GODS MUST BE CRAZY,SILENT NIGHT,GAME OF THRONES,OLIVER TAMBO,8.0,8.0,8.0,8.0,8.0
*SNORKELLING*,HITCHHIKER'S GUIDE TO GALAXY,TIGER WOODS,OSLO,YMCA,8.0,8.0,8.0,8.0,8.0
DSTV DECODER,MADONNA,DOCTOR WHO,DIE HARD,MONKEY D. LUFFY,8.0,8.0,8.0,8.0,8.0
TOM HOLLAND,DANIEL CRAIG,BOSTON,BOXING DAY,DECIMALS,8.0,8.0,8.0,8.0,8.0
BAKKIE,NOKIA 3310,MAGIC JOHNSON,HOPSCOTCH,HAN SOLO,8.0,8.0,8.0,8.0,8.0
EMMA STONE,30 ROCK,UNITED NATIONS,ADVENTURE TIME,THE UMBRELLA ACADEMY,8.0,8.0,8.0,8.0,8.0
KEANU REEVES,VODACOM,BASTILLE DAY,BEN 10,TONY BLAIR,8.0,8.0,8.0,8.0,8.0
RAISE RED LANTERN,FIGHT CLUB,KEEPING UP WITH KARDASHIANS,POTATO WARRAS,WALES,8.0,8.0,8.0,8.0,8.0
GEES,TYLA,THE WRIGHT BROTHERS,*SHOOTING*,CASEY NEISTAT,8.0,8.0,8.0,8.0,8.0
TREVOR NOAH,HARVEST FESTIVAL,OKTOBERFEST,SLOTH,HANUKKAH,8.0,8.0,8.0,8.0,8.0
FEAR FACTOR,DESMOND TUTU,HORSEBACK RIDING,SANTIAGO,"I'M BLUE, DA BA DEE DA BA DI",8.0,8.0,8.0,8.0,8.0
RUSSIA,GRAND THEFT AUTO,GLOBAL WARMING,SHAKA,BROOKLYN NINE-NINE,8.0,8.0,8.0,8.0,8.0
VLADIMIR LENIN,BIG BROTHER,*FLYING*,CHAMPAGNE PAPI,ZENDAYA,8.0,8.0,8.0,8.0,8.0
RAINFOREST,ZOE SALDANA,AMASIE,SPIDER-MAN,TETRIS,8.0,8.0,8.0,8.0,8.0
THUNEE,7 CARDS,YELLOW SUBMARINE,THEY WERE ALL YELLOW,STANDARD BANK,8.0,8.0,8.0,8.0,8.0
HOW TO TRAIN YOUR DRAGON,DROP IT LIKE IT'S HOT,TAKKIES,TOP CHEF,DISCOVERY CHANNEL,8.0,8.0,8.0,8.0,8.0
PADKOS,ENGLAND,PARMESAN,VALENTINE'S DAY,ROSH HASHANAH,8.0,8.0,8.0,8.0,8.0
DUNE 2,SATELLITE,CAPE TOWN DANCE FESTIVAL,SIMONE BILES,JOHANNESBURG,8.0,8.0,8.0,8.0,8.0
KITE RUNNER,NELLY FURTADO,ZEBRA,PAUL KAGAME,OCEAN BASKET,8.0,8.0,8.0,8.0,8.0
RAMADAN,30 SECONDS ,DISTRICT 9,CHRIS PRATT,CHRIS HANI,8.0,8.0,8.0,8.0,8.0
AIR FRYER,MATT DAMON,TIMOTHÉE CHALAMET,BLOOD DIAMOND,LUCKY STAR,8.0,8.0,8.0,8.0,8.0
GLASGOW,CHEESE BOY,MTN,ACHY BREAKY HEART,*KNITTING*,8.0,8.0,8.0,8.0,8.0
IMAM HARON,CHEERS,STEP BROTHERS ,BOHEMIAN RHAPSODY,DESPACITO,7.0,7.0,7.0,7.0,7.0
ELECTRIC DAISY CARNIVAL,SANLAM,SAMUEL L. JACKSON,DEMON SLAYER,JUSTIN TIMBERLAKE,7.0,7.0,7.0,7.0,7.0
MR BONES,"WE WILL, WE WILL ROCK YOU",ARISTOTLE,PADEL,FIRST NATIONAL BANK,7.0,7.0,7.0,7.0,7.0
DEEZER,BEAUTY AND THE BEAST,BOER MAAK 'N PLAN,TABLE TENNIS,POKEMON,7.0,7.0,7.0,7.0,7.0
THE OKTOBERFEST,DRAGONBALL Z,BLACK DEATH,BOET,LIONEL MESSI,7.0,7.0,7.0,7.0,7.0
E.TV,MOPARKS,"CROUCHING TIGER, HIDDEN DRAGON",I'M EVERY WOMEN,BRAAI DAY,7.0,7.0,7.0,7.0,7.0
DESPICABLE ME,MAD MEN,SKY NEWS,*SURFING*,MORSE CODE,7.0,7.0,7.0,7.0,7.0
*MEXICAN WAVE*,KING OF THE HILL,ABACUS,AVOCADO,IN THE MEANTIME,7.0,7.0,7.0,7.0,7.0
DANNY K,ON-ON,PLUTO,SPUD,WATERPOLO,7.0,7.0,7.0,7.0,7.0
DRAGON PRINCE,WORLD WIDE WEB,FELA IN VERSACE,BIG BANG THEORY,HOCKEY,7.0,7.0,7.0,7.0,7.0
GANGNAM STYLE,EMPIRE STATE BUILDING,THE PENGUIN,CHEDDAR CHEESE,MARNUS LABUSCHAGNE,7.0,7.0,7.0,7.0,7.0
PICK 'N PAY,YAMAHA,HIGH SCHOOL MUSICAL 3,BLUE CHEESE,MARK RUFFALO,7.0,7.0,7.0,7.0,7.0
CRICKET,BOKKE,STREET FIGHTER ,CARELESS WHISPER,GUY FAWKES ,7.0,7.0,7.0,7.0,7.0
I WANNA BE A BILLIONAIRE,HILARY DUFF,DAISIES,BLEACH,GOHAN,7.0,7.0,7.0,7.0,7.0
AND UNITED WE SHALL STAND,LEKKER,NOKIA ,SARAFINA,STOKVEL,7.0,7.0,7.0,7.0,7.0
MOMENTUM,ZAPIRO,*WASHING*,"BAA, BAA, BLACK SHEEP",PRESSURE COOKER,7.0,7.0,7.0,7.0,7.0
"HARDER, BETTER, FASTER, STRONGER",SWISS ARMY KNIFE,KOEKSISTERS,NKOSI,INSIDE OUT,7.0,7.0,7.0,7.0,7.0
BREAKING BAD,RADISH,SAY MY NAME,POKÉMON,OOPS!... I DID IT AGAIN,7.0,7.0,7.0,7.0,7.0
AMERICAN PSYCHO,BURNING MAN,FYNBOS,*TYPING*,LESOTHO,7.0,7.0,7.0,7.0,7.0
DALA WHAT YOU MUST,GEM SQUASH,TSOTSI,*WALKING*,RED PANDA,7.0,7.0,7.0,7.0,7.0
ROBSON WALTON,THE BIG HOLE ,SUPERSTORE,VIE MAAK DIE JOL VOL,MEXICO,7.0,7.0,7.0,7.0,7.0
PIKACHU,TAMAGOTCHI,OPPIKOPPI,LAAITIE,JURASSIC PARK,7.0,7.0,7.0,7.0,7.0
