Word,Word,Word,Word,Word,Difficulty_total,Difficulty_total,Difficulty_total,Difficulty_total,Difficulty_total
"WE WILL, WE WILL ROCK YOU",TWELFTH NIGHT,BUFFY THE VAMPIRE SLAYER,PADEL,HILLSONG CHURCH,9.0,9.0,9.0,9.0,9.0
WOODEN SPOON,NEW YEAR'S EVE,GOOD PLACE,BARBRA STREISAND,NOVAK DJOKOVIC,9.0,9.0,9.0,9.0,9.0
I'M EVERY WOMEN,TIRAMISU,PARMESAN,TOM HANKS,VOLLEYBALL,9.0,9.0,9.0,9.0,9.0
FYNBOS,PIETER GROENEWALD,DASSIE,AVOCADO,THE LAST OF US,9.0,9.0,9.0,9.0,9.0
THE FIRST LADY,COMMUNITY,CASUAL DAY,ANDY WARHOL,PARASITE,9.0,9.0,9.0,9.0,9.0
BOER MAAK 'N PLAN,SHERLOCK,PRONUTRO,KLEIN KAROO,HELEN SUZMAN,9.0,9.0,9.0,9.0,9.0
X-FILES,THEY WERE ALL YELLOW,IMAGINE DRAGONS,*RUNNING*,TURING MACHINE,9.0,9.0,9.0,9.0,9.0
LET THE RIGHT ONE IN,MOZZARELLA,DISTRICT 9,FERGIE,THEY NOT LIKE US,9.0,9.0,9.0,9.0,9.0
RUN JOZI,"I'M BLUE, DA BA DEE DA BA DI",BLINK 182,AMASIE,DESPICABLE ME,9.0,9.0,9.0,9.0,9.0
MAHATMA GANDHI,TABLE TENNIS,FLOYD MAYWEATHER JR.,HOPSCOTCH,MANSA MUSA,9.0,9.0,9.0,9.0,9.0
REQUIEM FOR A DREAM ,"WP, JOU LEKKER DING",*SHOOTING*,CHAKALAKA,ZAPIRO,9.0,9.0,9.0,9.0,9.0
VIRTUAL PRIVATE NETWORK,AMERICAN IDOL,MORSE CODE,CRAYFISH CURRY,EMPIRE STATE BUILDING,9.0,9.0,9.0,9.0,9.0
FIJI,JUMPER,DARK SOULS,MR BONES,UNO,9.0,9.0,9.0,9.0,9.0
GET OUT,WIMPY,GRAVE OF THE FIREFLIES,VAPE,5 SECOND RULE,9.0,9.0,9.0,9.0,9.0
MARDI GRAS,DANJA SAUSAGE,MALAYSIA,SHAKA,WALL-E,9.0,9.0,9.0,9.0,9.0
HELEN ZILLE,SMALLVILLE,FRUITY LOOPS,BLOOD DIAMOND,*EXERCISING*,9.0,9.0,9.0,9.0,9.0
MARNUS LABUSCHAGNE,RYAN REYNOLDS,TREVOR NOAH,AB DE VILLIERS,Y2K,9.0,9.0,9.0,9.0,9.0
FAJITAS,AIR FRYER,EMMA STONE,TOM HOLLAND,KILL BILL,9.0,9.0,9.0,9.0,9.0
THE BIG HOLE ,MASTERCHEF,FIBONACCI SEQUENCE,PICK 'N PAY,GLOBAL POSITIONING SYSTEM,9.0,9.0,9.0,9.0,9.0
E.TV,TWILIGHT ZONE,*KICKING*,ELECTRIC DAISY CARNIVAL,INDEPENDENCE DAY,9.0,9.0,9.0,9.0,9.0
GLASGOW,THE UMBRELLA ACADEMY,MOHAMED SALAH,DRAGONBALL DURAG,BOET,9.0,9.0,9.0,9.0,9.0
JUSTIN TIMBERLAKE,PROOF OF STAKE,MASCARA,TAEKWONDO,IN THE MEANTIME,9.0,9.0,9.0,9.0,9.0
BBC,"WHAT IS LOVE, BABY DON'T HURT ME",EINA MALÈNA,7 CARDS,AMAZING RACE,9.0,9.0,9.0,9.0,9.0
SURVIVOR,WESTWORLD,HOUSE OF CRONIES,BREAKING BAD,CRICKET,9.0,9.0,9.0,9.0,9.0
TRIVIAL PURSUIT,JEEP,CORAL REEF,DONALD BRADMAN,WNBA,9.0,9.0,9.0,9.0,9.0
FINDING NEMO,HARVEST FESTIVAL,"BET ON IT, BET ON IT",CAPE TOWN KLOPSE,MAHER ZAIN,9.0,9.0,9.0,9.0,9.0
ARTIFICIAL INTELLIGENCE,RUBIK'S CUBE,I WANNA BE A BILLIONAIRE,INDABA,ALEXANDER FLEMING,9.0,9.0,9.0,9.0,9.0
BALKAN WARS,ALADDIN,INDUSTRIAL REVOLUTION,DISCOVERY CHANNEL,VLADIMIR LENIN,9.0,9.0,9.0,9.0,9.0
YOU,SISTERHOOD OF THE TRAVELING PANTS,DEXTER,PAUL LEVESQUE,FAIRY TAIL,9.0,9.0,9.0,9.0,9.0
RED ROVER,*FLYING*,OOPS!... I DID IT AGAIN,SHEIKH HASINA,FRESHLYGROUND,9.0,9.0,9.0,9.0,9.0
PARTY IN THE USA,BEN 10,STOKVEL,EGOLI,STRANGER THINGS,9.0,9.0,9.0,9.0,9.0
KWAITO,MAGNUM OPUS,RED PANDA,PLATYPUS,UBUNTU,9.0,9.0,9.0,9.0,9.0
*WASHING*,ALFREDO BOWMAN,THE GOOD DOCTOR,THE AVENGERS,LUCKY STAR,8.0,8.0,8.0,8.0,8.0
STAR WARS,THE WRIGHT BROTHERS,DESPACITO,EASTER MONDAY,KIMCHI,8.0,8.0,8.0,8.0,8.0
LANCE ARMSTRONG,DIWALI,ANDON CORD,EYE OF TIGER,SWEET LIFE,8.0,8.0,8.0,8.0,8.0
YEBO YES,*BLOWING*,KFC,WATCH ME NAE NAE,NOOIT,8.0,8.0,8.0,8.0,8.0
MALCOLM GLADWELL,BAKKIE,FIREFLY,TWISTER,EID AL-FITR,8.0,8.0,8.0,8.0,8.0
PEARL HARBOUR,MAGIC JOHNSON,OLIVER TAMBO,BAYWATCH,*PAINTING*,8.0,8.0,8.0,8.0,8.0
MATT DAMON,RONDAVEL,BOSTON,OSLO,LEWIS HAMILTON,8.0,8.0,8.0,8.0,8.0
SPIDER-MAN,RUSSIAN ROULETTE,WOOLWORTHS,CHARLIE CHAPLIN,GODS MUST BE CRAZY,8.0,8.0,8.0,8.0,8.0
MINECRAFT,NASPERS,*WALKING*,MADONNA,JEANNIE D,8.0,8.0,8.0,8.0,8.0
DUNE 2,SUPER MARIO BROS.,SATELLITE,SAUDI ARAMCO,HOUSE OF CARDS,8.0,8.0,8.0,8.0,8.0
RON WEASLEY,KHOI AND SAN,WATER POLO,HIGGS BOSON,CAPE TOWN DANCE FESTIVAL,8.0,8.0,8.0,8.0,8.0
PLUTO,DECIMALS,MARK FISH,TONY BLAIR,BADMINTON,8.0,8.0,8.0,8.0,8.0
ACHY BREAKY HEART,DAY OF THE DEAD,KISS ME THRU THE PHONE,OPPENHEIMER,INSIDE OUT,8.0,8.0,8.0,8.0,8.0
FROZEN,WALES,PADKOS,FRIDAY THE THIRTEENTH,HANUKKAH,8.0,8.0,8.0,8.0,8.0
ENGLAND,SCORPIONS,TOP CHEF,MONKEY D. LUFFY,CHEESE BOY,8.0,8.0,8.0,8.0,8.0
BLONDIE,GOHAN,DAVID KRAMER,SHREK 3,NETHERLANDS,8.0,8.0,8.0,8.0,8.0
POKEMON,EVERY BREATH YOU TAKE,GRILLERS,NELLY FURTADO,USAIN BOLT,8.0,8.0,8.0,8.0,8.0
RED DEAD REDEMPTION,PROJECT RUNWAY,TERMINATOR,HITCHHIKER'S GUIDE TO GALAXY,GUY FAWKES ,8.0,8.0,8.0,8.0,8.0
AND UNITED WE SHALL STAND,BIOLUMINESCENCE,SAMUEL L. JACKSON,DEATH STAR,SHOPRITE,8.0,8.0,8.0,8.0,8.0
SLAUGHTERHOUSE-FIVE,GOLDEN GATE BRIDGE,JAN SMUTS,UNITED NATIONS,ZEBRA,8.0,8.0,8.0,8.0,8.0
LEMON CREAMS,30 SECONDS ,LOS ANGELES,PURSUIT OF HAPPYNESS,ALL I WANT FOR CHRISTMAS IS YOU,8.0,8.0,8.0,8.0,8.0
SWISS ARMY KNIFE,LAW AND ORDER,CHEDDAR CHEESE,ALAN TURING,TRAPPE VAN VERGELYKING,8.0,8.0,8.0,8.0,8.0
JACOB ZUMA,BLACK DEATH,CITY OF GOD,BROOKLYN NINE-NINE,AMERICAN FOOTBALL,8.0,8.0,8.0,8.0,8.0
CRISTIANO RONALDO,LETS GO 50/50 ,CHRIS HEMSWORTH,TIGER WOODS,TED TALKS,8.0,8.0,8.0,8.0,8.0
WOODY ALLEN,GLOBAL WARMING,30 ROCK,SOUTH PARK,ADVENTURE TIME,8.0,8.0,8.0,8.0,8.0
THE SUPER BOWL,JURASSIC PARK,OZARK,STETHOSCOPE,TOY STORY,8.0,8.0,8.0,8.0,8.0
MARIE CURIE,THE PENGUIN,PICTIONARY,LOGAN PAUL,CINDERELLA,8.0,8.0,8.0,8.0,8.0
WORKERS’ DAY,GAME OF THRONES,DIEGO MARADONA,COWBOY BEBOP,GREAT GATSBY,8.0,8.0,8.0,8.0,8.0
HOME ALONE,BRAAI DAY,LAAITIE,BLEACH,SPUD,8.0,8.0,8.0,8.0,8.0
MIMOSA,*HITCHHIKING*,TOM BRADY,HALLOWEEN,JOE ROGAN PODCAST,8.0,8.0,8.0,8.0,8.0
V FOR VENDETTA,ZUCCHINI,EVERYBODY LOVES RAYMOND,LABOUR DAY,STEP BROTHERS ,8.0,8.0,8.0,8.0,8.0
JOHNNY DEPP,WORLD WIDE WEB,KING OF THE HILL,PATRICIA DE LILLE,AT&T,8.0,8.0,8.0,8.0,8.0
BOKKOMS,CREED,KOEKSISTERS,GANGNAM STYLE,AG NEE MAN,8.0,8.0,8.0,8.0,8.0
DURBAN,VUVUZELA,HERMANUS WHALE FESTIVAL,OPPIKOPPI,SKY NEWS,8.0,8.0,8.0,8.0,8.0
BIG BROTHER,ONE PIECE,ARMADILLO,"NO WOMAN, NO CRY",LEKKER,8.0,8.0,8.0,8.0,8.0
SUPERSTORE,BIG MAGIC,WORDS WITH FRIENDS,MUVHANGO,FIRST NATIONAL BANK,8.0,8.0,8.0,8.0,8.0
LUCIANO PAVAROTTI,HULA HOOP,BOEREWORS,*SNORKELLING*,THE PUSSYCAT DOLLS,8.0,8.0,8.0,8.0,8.0
ORPHAN BLACK,7DE LAAN,VICTOR MATFIELD,DARK KNIGHT ,THE CRICKET WORLD CUP,8.0,8.0,8.0,8.0,8.0
THE LITTLE MERMAID,DEMON SLAYER,CHEERS,BILLIE JEAN,PEPPERMINT CRISP,7.0,7.0,7.0,7.0,7.0
MRS BALL'S,*SWEEPING*,"YOU ARE MY FIRE, MY ONE DESIRE",MTN,AMERICAN PSYCHO,7.0,7.0,7.0,7.0,7.0
HUMAN RIGHTS DAY ,YMCA,TIMOTHÉE CHALAMET,BRAAIBROODJIES,BEAUTY AND THE BEAST,7.0,7.0,7.0,7.0,7.0
"KAPTEIN, VAN DIE SAILOR ",ZOE SALDANA,THE APOSTLES,JOHANNESBURG,LESOTHO,7.0,7.0,7.0,7.0,7.0
KEANU REEVES,MARK SHUTTLEWORTH,RADISH,TATA MA CHANCE! TATA MA MILLIONS,"BAA, BAA, BLACK SHEEP",7.0,7.0,7.0,7.0,7.0
NOKIA 3310,HARRY POTTER AND THE SORCERER'S STONE,LONG WALK TO FREEDOM,TYLA,GRAND BUDAPEST HOTEL,7.0,7.0,7.0,7.0,7.0
VALENTINE'S DAY,CHRISTOPHER NOLAN,SANLAM,DESMOND TUTU,SELLOTAPE,7.0,7.0,7.0,7.0,7.0
SWEET CAROLINE,CHINESE NEW YEAR,TV LICENSE,DRICUS DU PLESSIS,DANIEL CRAIG,7.0,7.0,7.0,7.0,7.0
CAN'T GET YOU OUT OF MY HEAD,RUSSIA,THE ELDER SCROLLS,"HARDER, BETTER, FASTER, STRONGER",BIG BANG THEORY,7.0,7.0,7.0,7.0,7.0
ZEF,THANKSGIVING,MOTHER'S DAY,HUMMUS,JENNIFER LAWRENCE,7.0,7.0,7.0,7.0,7.0
GENC,CHICKEN BILTONG,CARTE BLANCHE,NOOT VIR NOOT,*TYPING*,7.0,7.0,7.0,7.0,7.0
3D PRINTING,RAMADAN,TRIATHLON,LOVE ISLAND,BOHEMIAN RHAPSODY,7.0,7.0,7.0,7.0,7.0
BIG MOUTH,STANDARD BANK,TETRIS,*COOKING*,FUTURAMA,7.0,7.0,7.0,7.0,7.0
CHRISTMAS DAY,DURAN DURAN,CHRIS PRATT,SHARPEVILLE,LOVE LANGUAGES,7.0,7.0,7.0,7.0,7.0
BUSINESS DAY,LITTLE PRINCE,EGGNOG,DSTV DECODER,MOMENTUM,7.0,7.0,7.0,7.0,7.0
DROP IT LIKE IT'S HOT,NADINE GORDIMER,NVIDIA ,LOONEY TUNES,NETFLIX,7.0,7.0,7.0,7.0,7.0
POKÉMON,MADAM & EVE,BEST OF BOTH WORLDS,JELLY TOTS,SISTER BETTINA,7.0,7.0,7.0,7.0,7.0
FELA IN VERSACE,*SURFING*,PICKLEBALL,KOBE BRYANT,CLICKS,7.0,7.0,7.0,7.0,7.0
KUCH KUCH HOTA HAI,DRAGONBALL Z,WINDSURFING,CHESTER WILLIAMS,WATERPOLO,7.0,7.0,7.0,7.0,7.0
MONOPOLY,E.T. ,RENAULT,KITE RUNNER,MICROPHONE,7.0,7.0,7.0,7.0,7.0
ECOSYSTEM,STAR TREK,ON-ON,GRAND THEFT AUTO,ALL THE SINGLE LADIES,7.0,7.0,7.0,7.0,7.0
CURIOUS CASE OF BENJAMIN BUTTON,WE ARE THE CHAMPIONS,CALCULUS,DOOM,HOCKEY,7.0,7.0,7.0,7.0,7.0
