Word,Word,Word,Word,Word,Difficulty_total,Difficulty_total,Difficulty_total,Difficulty_total,Difficulty_total
SNOW LEOPARD,GOOGLE GLASSES,LEMUR,AHMED KATHRADA,SWITZERLAND,9.0,9.0,9.0,9.0,9.0
CHICAGO,THE SHARD,CARNIVORE,COST AN ARM AND A LEG,CHEVRON ,9.0,9.0,9.0,9.0,9.0
ALFRED NOBEL,HADEDAS,KOBE BRYANT,VALLEY OF THE END,MULTIPLICATION,9.0,9.0,9.0,9.0,9.0
STONEHENGE,USB,SEPTEMBER 11,ALICE’S ADVENTURES IN WONDERLAND,STENOGRAPHY,9.0,9.0,9.0,9.0,9.0
MICHAEL PHELPS,QATAR AIRWAYS,DIEGO MARADONA,GREAT EXPECTATIONS,"FATHER, SON, HOLY SPIRIT",9.0,9.0,9.0,9.0,9.0
NICKY OPPENHEIMER,THE MIDDLE EAST,DJIBOUTI,PHOTOSYNTHESIS,BLOCKCHAIN,9.0,9.0,9.0,9.0,9.0
PILLARS OF EARTH,K53,PRECIPITATION,DESMOND TUTU,HOT SPRINGS,9.0,9.0,9.0,9.0,9.0
1984,NITROGEN,GOLDEN DISH,SEOUL,ANTHROPOLOGY,9.0,9.0,9.0,9.0,9.0
SUN INTERNATIONAL,GOLDEN RATIO,QUEENSTOWN,SPAIN,BODMAS,9.0,9.0,9.0,9.0,9.0
PEACOCK,ASTRONOMY,SICILY,MASSACHUSETTS,LEBONON,9.0,9.0,9.0,9.0,9.0
SLAUGHTERHOUSE-FIVE,NADINE GORDIMER,ARTIFICIAL INTELLIGENCE,THE FAULT IN OUR STARS,ZEBRA,9.0,9.0,9.0,9.0,9.0
PERKS OF BEING A WALLFLOWER,LIMPOPO,LAMELO BALL,SHARPEVILLE,THE MOON LANDING,9.0,9.0,9.0,9.0,9.0
SHELL,THE SERENGETI,THE THIRD REICH,JOHNSON & JOHNSON,WILDERNESS,9.0,9.0,9.0,9.0,9.0
BUENOS AIRES,UNITED NATIONS,CLEOPATRA,MINI,JOHANN RUPERT,9.0,9.0,9.0,9.0,9.0
THE BRITISH LIONS,DSTV DECODER,SIX-DAY WAR,LARRY BIRD,GOLD RUSH,9.0,9.0,9.0,9.0,9.0
EIFFEL TOWER,RUNOFF,PERCY MONTGOMERY,PATRICE MOTSEPE,GAME THEORY,9.0,9.0,9.0,9.0,9.0
MANATEE,NORWAY,THE WESTERN CAPE,THE RED SEA,DRI BUDDI,9.0,9.0,9.0,9.0,9.0
TAMAGOTCHI,FORBIDDEN CITY,SAND DUNE,MORSE CODE,KABUL,9.0,9.0,9.0,9.0,9.0
TOM BRADY,VIGNETTE,VIRUS,CAPITEC,AUSTRALIA,9.0,9.0,9.0,9.0,9.0
PEGASUS,KYLIAN MBAPPÉ,MANCHESTER,CAPE VERDE,SASOL,9.0,9.0,9.0,9.0,9.0
FREEDOM CHARTER,SPANISH FLU,CUMULUS CLOUDS,SACHIN TENDULKAR,ARTIC,9.0,9.0,9.0,9.0,9.0
BP,JONTY RHODES,SPACE RACE,IBUPROFEN,IKIGAI,9.0,9.0,9.0,9.0,9.0
MALAYSIA,BEETLE,WELLINGTON,DIARY OF A WIMPY KID,ROBERT MUGABE,9.0,9.0,9.0,9.0,9.0
STERLING GOLDEN,TOKYO,NVIDIA ,PALACE OF VERSAILLES,POLYMER,9.0,9.0,9.0,9.0,9.0
MAGNUM OPUS,KAIZER CHIEFS,RING LIGHT,LYNX,GLOBAL POSITIONING SYSTEM,9.0,9.0,9.0,9.0,9.0
LOVE LANGUAGES,WAVES,KUDU,ARMADILLO,FRACTALS,9.0,9.0,9.0,9.0,9.0
GLASGOW,KILLER WHALE,SUEZ CANAL,WOLF,ANTON RUPERT,9.0,9.0,9.0,9.0,9.0
MOBY DICK,LUXEMBOURG,MARK FISH,PABLO PICASSO,MTN,9.0,9.0,9.0,9.0,9.0
DOWN SECOND AVENUE,Y2K,EGYPT,LISBON,RAFAEL NADAL,9.0,9.0,9.0,9.0,9.0
PIETERMARTIZBURG,GULF WAR,PANGEA,SOUTH AMERICA,ATHLONE,9.0,9.0,9.0,9.0,9.0
GREECE,CHICHEN ITZA,NAOMI OSAKA,FRANSCHHOEK,KITE RUNNER,9.0,9.0,9.0,9.0,9.0
RASSIE ERASMUS,WINSTON CHURCHILL,ERLING HAALAND,EVAPORATION,NAKED MOLE-RAT,9.0,9.0,9.0,9.0,9.0
CYRIL RAMAPHOSA,PANGOLIN,FIBONACCI,JBL SPEAKER,DRIFTWOOD,9.0,9.0,9.0,9.0,9.0
THE WINDY CITY,SOFTSHELL TURTLE,THERMODYNAMICS,GRILLERS,PARIS,9.0,9.0,9.0,9.0,9.0
OCTAGON,HIDDEN LEAF VILLAGE,DEVIL'S PEAK,HITCHHIKER'S GUIDE TO GALAXY,HULU,9.0,9.0,9.0,9.0,9.0
LION'S EAR,THE LOUVRE,TWELFTH NIGHT,WINNIE MANDELA,HIGGS BOSON,9.0,9.0,9.0,9.0,9.0
TIGER WOODS,CRISTIANO RONALDO,GONE WITH THE WIND,CALISTHENICS,CHEMOTHERAPY,9.0,9.0,9.0,9.0,9.0
FIFTY SHADES OF GREY,RAPPORT,NEW DELHI,TATTOOIST OF AUSCHWITZ,GARLIC PASTE,9.0,9.0,9.0,9.0,9.0
THE BIG HOLE ,WALT DISNEY,DUNNING–KRUGER EFFECT,CROOKED KINGDOM,BLACKBERRY,9.0,9.0,9.0,9.0,9.0
DURBS,DWAYNE JOHNSON,C MAJOR,"BLACK SKIN, WHITE MASKS",MUHAMMAD ALI,9.0,9.0,9.0,9.0,9.0
HOLOCAUST,IDRIS ELBA,ALPACA,JULY'S PEOPLE ,COVID-19,9.0,9.0,9.0,9.0,9.0
TOGO,OSLO,SAPIENS,ALCHEMIST,KNYSNA,9.0,9.0,9.0,9.0,9.0
THE GIRL ON THE TRAIN,AK-47,FACEBOOK,GREENPEACE,THABO MBEKI,9.0,9.0,9.0,9.0,9.0
THE OUTSIDERS,NOEM MY SKOLLIE,THE MARTIAN,KHABIB NURMAGOMEDOV,ORANIA,9.0,9.0,9.0,9.0,9.0
TELEGRAM,SAN SALVADOR,RED PANDA,THE MIDNIGHT LIBRARY,THE PYRAMIDS,9.0,9.0,9.0,9.0,9.0
PENNSYLVANIA,BALL IS IN YOUR COURT,PYTHAGOREAN THEOREM,KRYPTON,CARBON,9.0,9.0,9.0,9.0,9.0
BORIS JOHNSON,BERING STRAIT,BARACK OBAMA,5G,HAKUNA MUTATA,9.0,9.0,9.0,9.0,9.0
DALLAS,HOUSE OF HADES,RIHANNA,ALCHEMY,GOOGLE EARTH,9.0,9.0,9.0,9.0,9.0
AXOLOTL,TAJ MAHAL,TRAPEZIUM,SHAUN POLLOCK,ALPHABET,9.0,9.0,9.0,9.0,9.0
POLAND,JOHN STEENHUISEN,SEBASTIAN VETTEL,JEAN-MICHEL BASQUIAT,METAPHOR,9.0,9.0,9.0,9.0,9.0
AUTOMATIC,ERAGON,PALAU,STATUE OF LIBERTY,CHANEL,9.0,9.0,9.0,9.0,9.0
MAGIC JOHNSON,THE SHINING,CLICKS,SOCRATES,CHRIS BARNARD,9.0,9.0,9.0,9.0,9.0
AGAPANTHUS,VISA,THOMAS EDISON,HELIUM,STEVE BIKO,8.0,8.0,8.0,8.0,8.0
TOYOTA,INTERNET OF THINGS,THE ZAMBEZI RIVER,VACCINE,ZINC,8.0,8.0,8.0,8.0,8.0
ABACUS,SÃO TOMÉ AND PRÍNCIPE,NORTH AMERICA,HAIL,COSATU,8.0,8.0,8.0,8.0,8.0
MOSCOW,TURKEY,MOWBRAY SUBURBS,TATJANA SMITH,MASSMART,8.0,8.0,8.0,8.0,8.0
SIYA KOLISI,STONE COLD STEVE AUSTIN,TRENCH TOWN,THE VIKINGS,VPN,8.0,8.0,8.0,8.0,8.0
THE LONDON EYE,THE HUNGER GAMES,TONGA,AT&T,WORLD WAR II,8.0,8.0,8.0,8.0,8.0
NOKIA ,LEWIS HAMILTON,JUFFROU IS 'N MONSTER,BOER WAR,HOLOGRAM,8.0,8.0,8.0,8.0,8.0
ROMAN EMPIRE,PHILADELPHIA,CAPE PROTEA,KANGAROO,OLIVER TWIST,8.0,8.0,8.0,8.0,8.0
CANBERRA,OTP,COLOSSEUM,OCELOT,PYRAMIDS,8.0,8.0,8.0,8.0,8.0
GLACIER,AFRIKAANS LANGUAGE MONUMENT,PHILOSOPHY,HANSIE CRONJE,ATHENS,8.0,8.0,8.0,8.0,8.0
MOMENTUM,SISTINE CHAPEL,GONE GIRL,MOTHERWELL,HILLBROW,8.0,8.0,8.0,8.0,8.0
CONSTELLATION,46664,NASPERS,MEXICO,BERLIN WALL,8.0,8.0,8.0,8.0,8.0
HELEN SUZMAN,WIFI,THE GARDEN OF EDEN,DUSK,"SUGAR, SPICE AND EVERYTHING NICE",8.0,8.0,8.0,8.0,8.0
FABLE,SULPHATES,BMW,THE FÜHRER,"WOOF, WOOF, WOOF",8.0,8.0,8.0,8.0,8.0
GRAND CANYON,SLOTH,SHOEBILL,GETTYSBURG ADDRESS,THAILAND,8.0,8.0,8.0,8.0,8.0
ROBOTS,WALRUS,MONACO,NOKIA 3310,WORLD WIDE WEB,8.0,8.0,8.0,8.0,8.0
FOSSIL,RACCOON,SHENZHEN,D-DAY,GRAHAMSTOWN,8.0,8.0,8.0,8.0,8.0
LIGER,DNA,IDI AMIN,MICHAEL JORDAN,BUMBLEBEE,8.0,8.0,8.0,8.0,8.0
MALCOLM GLADWELL,SWEDEN,BUCKINGHAM PALACE,JOHANNESBURG,NEW ZEALAND,8.0,8.0,8.0,8.0,8.0
PRAYING MANTIS,BOBCAT,JAKARTA,GEOPOLITICS,SAUDI ARABIA,8.0,8.0,8.0,8.0,8.0
MICHAEL SCHUMACHER,ARGENTINA,KAKAPO,WIKIPEDIA,NEUTRON,8.0,8.0,8.0,8.0,8.0
ANTIBIOTICS,USAIN BOLT,APPLE WATCH,MÖBIUS STRIP,GAYTON MCKENZIE,8.0,8.0,8.0,8.0,8.0
SANLAM,DRICUS DU PLESSIS,MACBETH,TO KILL A MOCKINGBIRD,HENDRICK VERWOERD,8.0,8.0,8.0,8.0,8.0
FIRST NATIONAL BANK,SHAQUILLE O'NEAL,E COLI,SANTIAGO,ELECTROMAGNETISM,8.0,8.0,8.0,8.0,8.0
RHODES MUST FALL,MONTY PYTHON,PINE TREE,GEOMETRY,COMOROS,8.0,8.0,8.0,8.0,8.0
COLOR PURPLE,PRAGUE,UNITED KINGDOM,FW DE KLERK,EMBRYO,8.0,8.0,8.0,8.0,8.0
RHOMBUS,MECHANICAL KEYBOARD,TYMEBANK,LORD OF THE RINGS,"LIONS, TIGERS, BEARS, OH MY!",8.0,8.0,8.0,8.0,8.0
CHELSEA,JAMIE OLIVER,MARIKANA,FAULT IN OUR STARS,THE ALCHEMIST ,8.0,8.0,8.0,8.0,8.0
"THE LION, THE WITCH AND THE WARDROBE",CAPE OF GOOD HOPE,VIETNAM WAR,ROME,MONKEY POX,8.0,8.0,8.0,8.0,8.0
INDUSTRIAL REVOLUTION,GRAÇA MACHEL,SOVIET UNION,THE SUBTLE ART OF NOT GIVING A F*CK,AVALANCHE,8.0,8.0,8.0,8.0,8.0
NEWTON'S SECOND LAW,OUTLIERS,FRANCOIS PIENAAR,SAMSUNG,SCELETIUM,8.0,8.0,8.0,8.0,8.0
WEASEL,BLOBFISH,HARVARD,FLOYD MAYWEATHER JR.,DOCSIDE,8.0,8.0,8.0,8.0,8.0
FRACTIONS,MAINE COON,VAPE,FAHRENHEIT 451,PUMA,8.0,8.0,8.0,8.0,8.0
MAHATMA GANDHI,KANTO,GREAT GATSBY,WATER CYCLE,SQUARE,8.0,8.0,8.0,8.0,8.0
RNA,CAMPS BAY,RENAULT,CALCULUS,CHROMOSOME,8.0,8.0,8.0,8.0,8.0
CHLOROPHYLL,SUPERMAN,TREATY OF VERSAILLES,MINNIE MOUSE,CAPE TOWN HARBOUR,8.0,8.0,8.0,8.0,8.0
GREAT WALL OF CHINA,COMPLEX NUMBERS,JON JONES,LAGOON,INDONESIA,8.0,8.0,8.0,8.0,8.0
CHINA FLOODS,BRONZE,BILL GATES,TUTANKHAMEN,MARIE CURIE,8.0,8.0,8.0,8.0,8.0
2-FACTOR AUTHENTICATION,SCORPIONS,NEIL ARMSTRONG,PRIDE AND PREJUDICE,LORD OF THE FLIES,8.0,8.0,8.0,8.0,8.0
DISCHEM,KINDLE,LET THE CAT OUT OF THE BAG ,TELEVISION,MALDIVES,8.0,8.0,8.0,8.0,8.0
THE NORTHERN CAPE,ISAAC NEWTON,THE WRIGHT BROTHERS,POCONO MOUNTAINS,INTEL,8.0,8.0,8.0,8.0,8.0
MOUNT EVEREST,NOVAK DJOKOVIC,MAGNA CARTA,SOWETO UPRISING,CIRCUIT,8.0,8.0,8.0,8.0,8.0
MOTHER TERESA,WESTERN CAPE,ROGER FEDERER,BLACK DEATH,BIOTECHNOLOGY,8.0,8.0,8.0,8.0,8.0
KHOI AND SAN,BRUCE LEE,JOHN SMIT,FLINT,UMHLANGA ROCKS,8.0,8.0,8.0,8.0,8.0
OXYGEN,PORTUGAL,BREAKING THE ICE,VOLKSTAAT,DA VINCI CODE,8.0,8.0,8.0,8.0,8.0
THE APOSTLES,THE ORANGE RIVER,GALILEO GALILEI,SHAKA,MEXICO CITY,8.0,8.0,8.0,8.0,8.0
PENNY HEYNS,RAINFOREST,GABORONE,HYDROGEN,SILVERFISH,8.0,8.0,8.0,8.0,8.0
CENTRAL PARK,OSAKA,NEIL DEGRASSE TYSON,AB DE VILLIERS,VLADIMIR LENIN,8.0,8.0,8.0,8.0,8.0
MOUNT FUJI,KENYA,TONY BLAIR,FOSCHINI,SECRETARYBIRD,8.0,8.0,8.0,8.0,8.0
BREXIT,HIPPOPOTAMUS,KARL MARX,WALES,SATRIX,8.0,8.0,8.0,8.0,8.0
VENUS,WILLIAM SMITH,FRANKLIN D. ROOSEVELT,HIT THE NAIL ON THE HEAD,WAYDE VAN NIEKERK,8.0,8.0,8.0,8.0,8.0
LONDON,WALL STREET CRASH,ERITREA,KWAZULU-NATAL,"HOOK, LINE, SINKER",8.0,8.0,8.0,8.0,8.0
TRANSVAAL,SYDNEY OPERA HOUSE,JACOB ZUMA,ROBSON WALTON,PAUL LEVESQUE,8.0,8.0,8.0,8.0,8.0
PAULO COELHO,OLD MUTUAL,MARK SHUTTLEWORTH,BUCHU,EMPIRE STATE BUILDING,8.0,8.0,8.0,8.0,8.0
PRINCE,CLIFTON,GREAT BARRIER REEF,CHRIST THE REDEEMER,P. W. BOTHA,8.0,8.0,8.0,8.0,8.0
ZINEDINE ZIDANE,MICROPHONE,DISCOVERY,UNTAMED,BLACK BEAUTY,8.0,8.0,8.0,8.0,8.0
3D PRINTING,EMIRATES,AFRICAN WORMWOOD,GERMANY,RUSSIA,8.0,8.0,8.0,8.0,8.0
MONTENEGRO,ENGLAND,SERENA WILLIAMS,FIJI,UNITED STATES,8.0,8.0,8.0,8.0,8.0
CODESA,STARLINK,WORLD WAR I,NAGASAKI,CULTERY ,8.0,8.0,8.0,8.0,8.0
BARBIE AND KEN,RAM,JAN SMUTS,UFO,MY SISTER'S KEEPER,8.0,8.0,8.0,8.0,8.0
GORILLA,WAKANDA,VIETNAM,NORTHERN LIGHTS,STAPLER,7.0,7.0,7.0,7.0,1.0
NETHERLANDS,STEPHEN KING,HALLE BERRY,IPHONE,MOSQUITO,7.0,7.0,7.0,7.0,7.0
CALABASH,HENRY FORD,"READY, SET, GO",THE INTERNET,PROJECTOR,7.0,7.0,7.0,7.0,7.0
XHOSA,HOLLAND,FREAKONOMICS,NELSON MANDELA,SUN CITY,7.0,7.0,7.0,7.0,7.0
SLACK,RENAISSANCE,ACKERMANS,HONEY BADGER,DESALINATION,7.0,7.0,7.0,7.0,7.0
MUAMMAR GADDAFI,BITE THE BULLET,ASICS,ALGORITHM,COBALT,7.0,7.0,7.0,7.0,7.0
EDUCATED,ICEBERG,THE DA,PATRICIA DE LILLE,GREAT BRITAIN,7.0,7.0,7.0,7.0,1.0
HYPOTHESIS,CHESTER WILLIAMS,OAK TREE,NEW YORK,WHIRLPOOL,7.0,7.0,7.0,7.0,1.0
MADRID,PRESSURE COOKER,SINKHOLE,NOTRE DAME,APARTHEID,7.0,7.0,7.0,7.0,1.0
THE GREAT TREK ,MICHELLE OBAMA,FIRSTRAND,PAUL KAGAME,UNIVERSITY OF THE WESTERN CAPE,7.0,7.0,7.0,7.0,7.0
MAZDA,CORAL REEF,CHEERS,LAOS,DUNE,7.0,7.0,7.0,7.0,7.0
CTRL-V,SOUTH AFRICA,NITRATES,JPMORGAN,THE TAJ MAHAL,7.0,7.0,7.0,7.0,1.0
THE FIRST LADY,ANGLO AMERICAN,IPAD,MICROSOFT TEAMS,GOLDFINCH,7.0,7.0,7.0,7.0,3.0
PLUTO,HELEN ZILLE,ANGLO-ZULU WAR,GOLDEN GATE BRIDGE,POWERBANK,7.0,7.0,7.0,7.0,7.0
ROLEX,OLIVER TAMBO,PAKISTAN,FUNGUS,THINK LIKE A MONK,7.0,7.0,7.0,7.0,3.0
JACK AND THE BEANSTALK,MEMOIRS OF A GEISHA,TOTO WOLF,PRINCE WILLIAM,ALISSON BECKER,7.0,7.0,7.0,7.0,3.0
GAUSSIAN DISTRIBUTION,BRYAN HABANA,NARNIA,LANCE ARMSTRONG,JIMI HENDRIX,7.0,7.0,7.0,7.0,1.0
"MEOW, MEOW, MEOW",LIGHTING CABLE,TELESCOPE,BISTRO,PIETER GROENEWALD,7.0,7.0,7.0,7.0,3.0
SOUTH KOREA,TRAFFIC LIGHT,FERNANDO ALONSO,AIR FRYER,TORNADO,7.0,7.0,7.0,7.0,7.0
MICROSOFT,NAKED INSURANCE,CHRIS HANI,FREE STATE,GBV,7.0,7.0,7.0,7.0,1.0
AERODYNAMICS,BERLIN,DIVISION,HONDA,FRENCH REVOLUTION,7.0,7.0,7.0,7.0,7.0
ZAPIRO,AZKABAN,YAMAHA,AUDI,US ROUTE 66,7.0,7.0,7.0,7.0,3.0
ARAB SPRING,STANDARD BANK,ANTARCTICA,V&A WATERFRONT,JAKE WHITE,7.0,7.0,7.0,7.0,7.0
"STOP, DROP, ROLL",THE SUEZ CANAL,NATO,CTRL-C,KLEIN KAROO,7.0,7.0,7.0,7.0,2.0
SWISS ARMY KNIFE,DECIMALS,BETWEEN TWO WORLDS ,BRUNCH,VIRAT KOHLI,7.0,7.0,7.0,7.0,3.0
KALEIDOSCOPE,CASTLE,CAIRO,RONDA ROUSEY,TRAPPE VAN VERGELYKING,7.0,7.0,7.0,7.0,7.0
THE SHAH ,HIROSHIMA,THE INDIAN OCEAN,GIRAFFE,ANDON CORD,7.0,7.0,7.0,7.0,3.0
ISRAEL,DAVID MABUZA,WILDEBEEST,"QUACK, QUACK, QUACK",VICTOR MATFIELD,7.0,7.0,7.0,7.0,7.0
LIONEL MESSI,TRANSKEI,MZOLI'S,VODACOM,OXIDATION,7.0,7.0,7.0,7.0,2.0
STETHOSCOPE,A CLOCKWORK ORANGE,O.R. TAMBO INTERNATIONAL AIRPORT,FIFA WORLD CUP,RIVONIA TRIAL,7.0,7.0,7.0,7.0,3.0
DESERT,TRIANGLE ,THERESA MAY,DURBAN,RHYTHM,7.0,7.0,7.0,7.0,2.0
SANDMAN,MARS,ITALY,FIVE SENSES,FAUNA AND FLORA,7.0,7.0,7.0,7.0,2.0
INDIA,NSFAS,LOS ANGELES,SOMALIA,NETCARE,7.0,7.0,7.0,7.0,2.0
SEASHELLS,PENTAGON,SAVANNA,STEVE REDGRAVE,BIG MAGIC,7.0,7.0,7.0,7.0,7.0
