Word,Tag 1,Tag 2,Tag 3,South Africa,Colour,Difficulty,Length
"[Swim, Jog, Cycle]",Technical,triplets,,,0,2,18
"[Vampire, Werewolf, Zombie]",Technical,triplets,,,1,2,27
"[Vinegar, Baking Soda]",Technical,triplets,,,1,1,22
"[Whatsapp, Facebook, Instagram]",Technical,triplets,,,0,2,31
"[Win, Lose, Draw]",Technical,triplets,,,0,1,17
*Climbing*,Actions,,,,1,1,10
*Cooking*,Actions,,,,1,1,9
*Exercising*,Actions,,,,1,1,12
*Flying*,Actions,,,,1,1,8
*Glassblowing*,Actions,,,,1,2,14
*Hitchhiking*,Actions,,,,1,1,13
*Knitting*,Actions,,,,1,2,10
*Mexican wave*,Actions,,,,1,1,14
*Painting*,Actions,,,,1,2,10
*Running*,Actions,,,,1,1,9
*Shooting*,Actions,,,,1,1,10
*Snorkelling*,Actions,,,,1,2,13
*Surfing*,Actions,,,,1,1,9
*Sweeping*,Actions,,,,1,1,10
*Taking Photos*,Actions,,,,1,2,15
*typing*,Actions,,,,1,1,8
*walking*,Actions,,,,1,1,9
*Washing*,Actions,,,,1,1,9
1 2 Step,Music,,,,1,2,8
2-factor authentication,Technology,,,,0,2,23
30 Rock,TV Show,,,,1,2,7
30 seconds ,Games,Boardgame,,1,1,1,11
3d printing,Technology,,,,1,2,11
5 Love Languages,Language and Literature ,,,,1,1,16
5 second rule,Games,Boardgame,,,1,2,13
5th generation,Technology,,,,0,2,14
7 cards,Games,,,,1,2,7
7de Laan,TV Show,,,1,1,1,8
AB de Villiers,People and Characters,Sports,Cricket,1,1,2,14
achy breaky heart,Music,,,,1,1,17
Ackermans,Companies,,,,1,1,
Adam Driver,People and Characters,Actor,,,0,2,11
Adventure Time,TV Show,,,,1,2,14
African Wormwood,Nature,South Africa,,1,0,3,16
AfrikaBurn,Events,,,1,0,2,10
Ag nee man,Culture,South Africa,,1,1,1,10
Agapanthus,Nature,South Africa,,1,0,3,10
agter 'n baard,Language and Literature ,Book,,1,0,3,14
Ahmed Kathrada,People and Characters,Politician,,,0,3,14
Air Fryer,Things,,,,1,1,9
AK-47,Things,,,,0,1,5
AL CAPONE,TV Show,,,,0,3,9
Alabasta,Language and Literature ,Places,,,0,2,8
Aladdin,Movies,,,,1,1,7
Alan Turing,People and Characters,,,,0,3,11
albaraka bank,Companies,,,1,0,2,13
Albertina Sisulu,People and Characters,Politician,,,1,3,16
Alchemist,Language and Literature ,Book,,,1,2,9
Alfredo Bowman,People and Characters,,,,1,3,14
Alhambra,Geography,Country,,,0,3,8
Alice’s Adventures in Wonderland,Language and Literature ,Book,,,0,2,32
All i want for christmas is you,Music,Lyrics,,,1,2,31
All the Single Ladies,Music,Lyrics,,,0,1,21
Alpaca,Animals,,,,0,2,6
Alphabet,Companies,,,1,0,1,8
Altered Carbon,TV Show,,,,1,3,14
Amasie,Food and Drink,,,1,1,3,6
Xhosa,Language and Literature ,,,1,1,1,5
Amazing Race,TV Show,,,,1,2,12
American Civil War,History,,,,0,2,18
American Football,Sports,,,,1,1,17
American Idol,TV Show,,,,0,1,13
American Psycho,Movies,Indian,,,1,2,15
Amish,People and Characters,,,,1,3,5
and united we shall stand,Music,Lyrics,,1,1,1,25
Andon Cord,Things,,,,1,3,10
Aneesa's,Companies,,,1,1,2,8
Angelina Jolie,People and Characters,Actor,,,1,1,14
Anglo American,Companies,,,1,0,2,14
Anglo-Zulu War,History,South Africa,,,0,3,14
Anunnaki,People and Characters,,,,0,3,8
Anwar Sadat,People and Characters,Politician,,,1,2,11
AR Glasses,Technology,,,,1,2,10
Arab Springs,History,Event,,,0,2,12
Arceus,People and Characters,Pokemon,,,0,3,6
Arduino,Companies,Technology,,,0,3,7
Argentina,Geography,Country,,,0,1,9
Aristotle,People and Characters,,,,1,3,9
Armadillo,Animals,,,,1,2,9
GenC,TV Show,Podcast,,,1,2,4
Arrow,TV Show,,,,1,1,5
art blakey,People and Characters,Music,Artist,,0,2,10
artificial Intelligence,Technology,,,,1,1,23
As-salamu alaykum,Language and Literature ,Book,,1,0,1,17
Asimbonanga,Music,,,,1,3,11
AT&T,Companies,,,,1,2,4
Atcha,Food and Drink,,,,1,2,5
Athens,Geography,City,,,0,2,6
Athol Fugard,People and Characters,,,,1,3,12
Atomic Habits,Language and Literature ,Book,,,0,2,13
Australia,Geography,Country,,,1,1,9
Awkwafina,People and Characters,Actor,,,0,2,9
Axolotl,Animals,,,,0,3,7
Aye-aye,Animals,,,,0,3,7
Azkaban,Language and Literature ,Places,,,0,2,7
"BAA, BAA, BLACK SHEEP",Music,Lyrics,,,1,1,21
babe,People and Characters,,,,0,1,4
Backstage,TV Show,,,1,0,2,9
Bad Bunny,People and Characters,Music,Artist,,1,2,9
Badminton,Sports,,,,0,2,9
bafana bafana,Sports,,,,0,1,13
Bakkie,Things,South Africa,,1,1,1,6
balkan wars,History,,,,1,3,11
ball is in your court,Language and Literature ,,,,1,2,21
bang bang bang,Music,Lyrics ,triplets,,0,2,14
Bantu Land Act,History,Event,,1,0,3,14
Barakat,Food and Drink,Meal,,1,0,2,7
barbie and ken,People and Characters,,,,0,1,14
bassem youssef,People and Characters,Comedian,,1,0,2,14
Battlestar Galactica,TV Show,,,,1,3,20
baywatch,Movies,,,,1,1,8
beautiful girl,Music,Lyrics,,,1,2,14
Beauty and the Beast,Movies,,,,1,1,20
Becoming,Language and Literature ,Book,,,0,2,8
ben 10,TV Show,,,,1,1,6
Benedict Cumberbatch,People and Characters,Actor,,,1,3,20
Benni McCarthy,People and Characters,,,,1,2,14
Berlin,Geography,City,,,0,2,6
Berlin Wall,Geography,Landmarks,,,0,2,11
Bern,Geography,City,Capital,,0,3,4
best of both worlds,Music,,,,1,2,19
"Bet on it, bet on it",Music,Lyrics,,,0,2,20
bethlehem,Geography,Landmarks,,,0,2,9
Between Two Worlds ,Language and Literature ,Book,,,1,3,19
Bhutan,Geography,Country,,,1,3,6
Big Bang Theory,TV Show,,,,1,1,15
Big Brother,TV Show,,,,1,1,11
Big Magic,Language and Literature ,,,,1,2,9
Big Mouth,TV Show,,,,1,2,9
Billabong,Companies,,,,1,1,
Billie Jean,Music,Lyrics,,1,0,1,11
Billie Jean King,People and Characters,Music,Artist,,0,2,16
Bin Rashied,Companies,,,1,0,2,11
Bite the bullet,Language and Literature ,,,,0,1,15
Black Beauty,Language and Literature ,,,,1,2,12
Black Death,History,Event,,,1,2,11
Black Mirror,TV Show,,,,0,2,12
Black Panther,People and Characters,,,,1,1,13
"Black Skin, White Masks",Language and Literature ,Book,,,0,3,23
BlackBerry,Technology,Things,,,0,1,10
Blackpink,People and Characters,Music,Artist,,0,2,9
Bleach,TV Show,Anime,,,1,2,6
Blink 182,People and Characters,Music,,,1,2,9
Blobfish,Animals,,,,1,3,8
Blockchain,Technology,,,,0,2,10
blondie,People and Characters,Music,,,0,2,7
Blood Diamond,Movies,,,,1,2,13
Blue Cheese,Food and Drink,,,,1,1,11
BMW,Companies,,,,0,1,3
BOBCAT,Animals,,,,0,1,6
Bobotie,Food and Drink,,,1,1,2,7
Bobsleigh,Sports,,,,0,3,9
BODMAS,Math and Science,,,,0,2,6
body is a wonderland,Music,Lyrics,,,1,3,20
Boer maak 'n plan,Culture,,,1,0,1,17
Boer War,History,South Africa,,1,0,2,8
Boerewors,Food and Drink,,,1,1,1,9
Boet,Culture,,,1,1,1,4
Bohemian Rhapsody,Movies,Music,,,0,1,17
Boileroom,TV Show,,,,0,2,9
Bokke,Culture,,,1,1,1,5
Bokkoms,Food and Drink,,,1,1,3,7
Bombardier beetle,Animals,,,,0,3,17
Bompi,Food and Drink,,,1,0,2,5
Boondocks,TV Show,,,,1,2,9
Boris Johnson,People and Characters,Politician,,,0,2,13
Boston,Geography,,,,0,1,
Bouldering,Sports,,,,1,2,10
BP,Companies,,,,1,1,2
Braai Day,Events,Holidays,,1,0,1,9
Braaibroodjies,Food and Drink,,,1,1,2,14
Brandenburg Gate,Geography,Landmarks,,,0,3,16
Brasília,Geography,City,,,1,2,8
Breaking Bad,TV Show,,,,1,1,12
Breaking the ice,Language and Literature ,,,,0,1,16
Brenda Fassie,People and Characters,Music,,1,0,1,13
brexit,History,,,,0,1,6
BRIDGET JONES'S DIARY,Movies,,,,1,2,21
Brie,Food and Drink,,,,1,2,4
Bromine,Math and Science,,,,0,3,7
Bronze,Math and Science,,,,0,1,6
Brooklyn Nine-Nine,TV Show,,,,0,2,18
Bryan Habana,People and Characters,Sports,Rugby,,1,1,12
Buchu,Nature,South Africa,,1,1,3,5
Buckingham Palace,Geography,Landmarks,,,0,2,17
Buenos Aires,Geography,City,Capital,,1,2,12
Buffalo Springfield,People and Characters,Music,Artist,,1,2,19
Buffy the Vampire Slayer,TV Show,,,,1,2,24
Burger King,Companies,,,,0,1,11
Burger's Daughter ,Language and Literature ,Book,,,0,3,18
Burj Khalifa,Geography,Landmarks,,,1,3,12
Burning Man,Events,,,,0,2,11
Business day,Events,,,,1,1,
Caber Tossing,Sports,,,,1,3,13
Cairo,Geography,City,,,0,1,5
calabash,Nature,South Africa,,1,0,2,8
Calculus,Math and Science,,,,0,2,8
Calgary,Geography,City,,,0,3,7
Caligula,People and Characters,,,,1,3,8
Call of Duty,Games,,,,1,2,12
Camembert,Food and Drink,,,,0,2,9
can't get you out of my head,Music,Lyrics,,,1,2,28
Canberra,Geography,City,,,1,2,8
Canoeing,Sports,,,,0,2,8
Cape Aloe,Nature,South Africa,,1,0,2,9
Cape Colony,History,South Africa,,1,0,2,11
Cape Protea,Nature,South Africa,,,0,1,11
Cape Town,Geography,City,,1,1,1,9
Cape Town Dance Festival,Events,,,1,1,2,24
cape town harbour,Geography,,,,1,1,
Cape Town Klopse,Culture,,,1,1,1,16
Cape Verde,Geography,Country,,,0,3,10
Capitec,Companies,,,,1,1,7
Capybara,Animals,,,,0,2,8
Caracal,Animals,,,,0,2,7
Caracara,Music,Lyrics,,,0,3,8
Carbon,Math and Science,,,,0,1,6
careless whisper,Music,,,,1,3,16
Carpenters,People and Characters,Music,,,1,2,10
Carte Blanche,TV Show,,,1,1,1,13
Casey Neistat,People and Characters,Youtube,,1,1,2,13
Cassper Nyovest,People and Characters,Music,,1,0,2,15
casual day,Events,,,,0,1,
Catan,Games,Boardgame,,,0,2,5
Chakalaka,Food and Drink,,,1,1,2,9
Chalte Chalte,Movies,,,,1,3,13
Champagne papi,People and Characters,Music,Artist,,0,2,14
Chanel,Companies,,,,1,2,6
Chaos Theory,Math and Science,,,,1,3,12
Chappies,Food and Drink,,,1,0,2,8
Charlize Theron,People and Characters,Actor,,1,1,1,15
Charlotte’s Web,Language and Literature ,Book,,,0,3,15
Cheddar,Food and Drink,,,,0,1,7
cheers,Language and Literature ,,,,1,1,6
cheese boy,Culture,,,1,1,2,10
Cheese-rolling,Sports,,,,0,3,14
chemotherapy,Math and Science,,,,1,2,12
Chess Boxing,Sports,,,,1,2,12
chester williams,People and Characters,,,,1,2,16
Chevron ,Companies,,,,0,2,8
Chichen Itza,Geography,Landmarks,,,1,3,12
Chicken Biltong,Food and Drink,,,1,1,1,15
Chile,Geography,Country,,,0,2,5
Chilli Popper,Food and Drink,Meal,,1,1,2,13
China Floods,History,Event,,,0,3,12
Chinese New Year,Events,,,,1,1,16
Chord,Things,Music,,,0,1,5
Chris Evans,People and Characters,Actor,,,0,2,11
Chris Hani,People and Characters,Politician,,1,0,2,10
Chris Hemsworth,People and Characters,Actor,,,1,2,15
Chris Pratt,People and Characters,Actor,,,1,2,11
Christ,People and Characters,,,,0,1,6
Christ the Redeemer,Geography,Landmarks,,,0,2,19
Christian Bale,People and Characters,Actor,,,1,1,14
Christmas Day,Events,,,,0,1,13
Christopher Nolan,People and Characters,Actor,,,1,2,17
Churros,Food and Drink,Meal,,1,0,2,7
Cinderella,Movies,,,,1,1,10
cinderella man,Movies,,,,0,2,14
City of God,Movies,,,,1,2,11
Cleopatra,People and Characters,,,,0,2,9
Clicks,Companies,,,,0,1,6
clifton,Geography,,,,0,1,
Clockwork Princess,Language and Literature ,Book,,,0,3,18
Cluedo,Games,Boardgame,,,1,2,6
Coati,Animals,,,,1,2,5
Cobalt,Math and Science,,,,0,2,6
Coca-Cola,Companies,,,,1,1,9
Coldplay,People and Characters,Music,,,1,2,8
Color Purple,Language and Literature ,Book,,,0,2,12
Colosseum,Geography,Landmarks,,,0,2,9
Commonwealth Games,Events,,,,0,2,18
Comoros,Geography,Country,,,0,3,7
Complex Numbers,Math and Science,,,,0,3,15
Connect Four,Games,Boardgame,,,1,3,12
Coral Reef,Nature,,,,0,1,10
Corsair,Companies,,,,0,3,7
Coruscant,Language and Literature ,Places,,,1,3,9
cosatu,People and Characters,,,,1,1,6
Cost an arm and a leg,Language and Literature ,,,,0,2,21
COVID-19,History,Event,,,0,1,8
Cowboy Bebop,TV Show,Anime,,,1,3,12
crayfish curry,Food and Drink,Meal,,1,1,2,14
crazy eights,Games,,,,1,2,12
Creed,Movies,,,,1,2,5
Cricket,Sports,,,,1,1,7
Cristiano Ronaldo,People and Characters,Sports,Soccer,1,0,1,17
Crooked Kingdom,Language and Literature ,Book,,,0,3,15
"Crouching Tiger, Hidden Dragon",Movies,,,,1,2,30
Crown,TV Show,,,,1,1,5
Crusades,History,,,,0,2,8
cryptography,Technology,,,,1,2,12
CTEMF,Events,,,1,0,3,5
Curb Your Enthusiasm,TV Show,,,,1,3,20
Curious Case of Benjamin Button,Movies,,,,0,2,31
Cyril Ramaphosa,People and Characters,Politician,,,0,1,15
D-Day,History,,,,1,2,5
Da Vinci Code,Language and Literature ,Book,,,0,2,13
Daily Sun,Companies,,,,0,1,
Daisies,Events,,,1,0,1,7
Dala what you must,Culture,Language and Literature,,1,0,1,18
Dallas,Geography,,,,1,2,
daltjies,Food and Drink,,,1,1,2,8
daniel,People and Characters,,,,0,1,6
Daniel Craig,People and Characters,,,,1,2,12
Danja Sausage,Food and Drink,,,1,1,2,13
Danny K,People and Characters,Music,Artist,1,1,2,7
Dark,TV Show,,,,0,1,4
Dark Knight ,Movies,,,,1,1,12
Dark Souls,Games,,,,1,3,10
Dassie,Culture,,,1,1,1,6
David Kramer,People and Characters,South Africa,,1,0,2,12
De Oranjes,History,,,,0,3,10
Death Star,Language and Literature ,Places,,,1,2,10
Decimals,Math and Science,,,,1,1,8
Deezer,Companies,,,,1,2,6
Demon Slayer,TV Show,Anime,,,1,2,12
Denningvleis,Food and Drink,,,1,0,3,12
Denzel Washington,People and Characters,Actor,,,0,2,17
Desmond Tutu,People and Characters,Politician,,1,1,2,12
Despacito,Music,Lyrics,,1,1,2,9
Despicable Me,Movies,,,,1,1,13
DEVIL WEARS PRADA ,Movies,,,,1,2,18
Devil's Peak,Geography,Landmarks,,,0,1,12
DevOps,Technology,,,,0,3,6
Dexter,TV Show,,,,1,2,6
Diary of a Wimpy Kid,Language and Literature ,Book,,,1,2,20
Die Afrikaanse Patriot,History,South Africa,,1,0,3,22
Die hard,Movies,,,,1,2,8
Diego Maradona,People and Characters,Sports,Soccer,,1,2,14
Digital twins,Technology,,,,1,3,13
Discovery,Companies,,,,1,1,9
discovery channel,TV Show,,,,1,1,17
Disgrace,Language and Literature ,Book,,,0,3,8
district 9,Movies,South Africa,,1,1,2,10
Divergent,Language and Literature ,,,,0,2,9
Diwali,Events,Holidays,,,1,1,6
Django Unchained,Movies,,,,1,2,16
Docside,Geography,Places,,,0,2,7
Doctor Who,TV Show,,,,1,2,10
Donald Bradman,People and Characters,Sports,,,1,3,14
donald duck,People and Characters,,,,0,1,11
Donga,Culture,,,1,1,3,5
doom,Games,Things,,,1,1,
Double Hotdog,Food and Drink,,,1,0,2,13
Down Second Avenue,Language and Literature ,Book,,,0,3,18
Downton Abbey,TV Show,,,,0,3,13
Dragaonball Z,TV Show,Anime,,,0,1,13
Dragon Prince,TV Show,,,,1,3,13
dragonball durag,Music,,,,1,3,16
Dragonball Super,TV Show,Anime,,,0,2,16
Dri Buddi,Things,,,1,0,2,9
Dricus du Plessis,People and Characters,Sports,UFC,1,1,2,17
driftwood,Nature,,,,0,2,9
drop it like it's hot,Music,Lyrics,,,1,1,21
dstv decoder,Things,,,1,1,1,12
Dune 2,Movies,,,,1,1,6
Dunning–Kruger effect,Language and Literature ,,,,1,3,21
Duran Duran,Music,Lyrics,,,1,2,11
Durban,Geography,City,,1,1,1,6
Durban July,Events,,,1,0,3,11
Dwayne Johnson,People and Characters,Sports,WWE,,0,1,14
E-Reader,Technology,,,,0,2,8
E.T. ,Movies,,,,1,1,5
e.tv,TV Show,,,,1,1,4
"Earth, Wind and Fire",People and Characters,Music,Artist,,1,2,20
Easter Monday,Events,,,,1,1,13
Echidna,Animals,,,,0,3,7
edinburgh,Geography,,,,0,2,
Edinburgh Castle,Geography,Landmarks,,,0,3,16
Educated,Language and Literature ,Book,,,1,2,8
Eggnog,Food and Drink,Drink,,1,1,2,6
Egoli,Geography,Places,,1,1,2,5
Egypt,Geography,Country,,,0,1,5
Eid al-fitr,Events,,,,1,2,11
Eiffel Tower,Geography,Landmarks,,,0,1,12
Eina Malèna,Culture,,,1,1,2,11
Ek wil huis toe gaan,Music,Lyrics,,1,0,2,20
Eldrick Tont Woods,People and Characters,Sports,Golf,,1,3,18
Electric Daisy Carnival,Events,,,,0,2,23
Electromagnetism,Math and Science,,,,1,2,16
Elephant,Animals,,,,0,1,8
Emma Stone,People and Characters,Actor,,,1,2,10
Empanadas,Food and Drink,Meal,,1,1,3,9
Empire State Building,Geography,Landmarks,,,1,1,21
england,geography,,,,1,1,
epstein Island,Geography,Places,,,1,2,14
Equestrianism,Sports,,,,1,3,13
Eren Yeager,People and Characters,Anime,,,1,3,11
Ericas,Nature,South Africa,,1,1,2,6
Eritrea,Geography,Country,,,0,3,7
Erling Haaland,People and Characters,Sports,Soccer,1,0,3,14
Euler's Identity,Math and Science,,,,0,3,16
Euphoria,TV Show,,,,0,1,8
Every Breath You Take,Music,Lyrics,,,1,1,21
everybody loves raymond,TV Show,,,,1,2,23
eye of tiger,Music,Lyrics,,,0,1,12
Eyedress,People and Characters,Artist,,,0,2,8
Fahrenheit 451,Language and Literature ,Book,,,0,3,14
FAHRENHEIT 9/11 ,Movies,,,,1,2,16
Fajitas,Food and Drink,Meal,,,0,2,7
Falafel,Food and Drink,Meal,,,0,2,7
Family Guy,TV Show,,,,0,2,10
Fargo,TV Show,,,,1,3,5
"Father, Son, Holy Spirit",Language and Literature ,triplets,,,0,1,24
Fault in Our Stars,Language and Literature ,Book,,,0,3,18
FAUNA AND FLORA,Nature,,,,0,2,15
fear factor,TV Show,,,,1,1,11
Fela in versace,Music,Lyrics,,1,1,2,15
fenugreek,Food and Drink,,,,1,3,9
fergie,People and Characters,,,,0,2,6
Fernando Alonso,People and Characters,Sports,F1,,0,3,15
Feta,Food and Drink,,,,0,1,4
Fibonacci Sequence,Math and Science,,,,1,3,18
fiela se kind,Language and Literature ,,,1,0,3,13
FIFA World Cup,History,South Africa,,,1,1,14
Fifty Shades of Grey,Language and Literature ,,,,0,1,20
Fight Club,Movies,,,,0,1,10
Final Fantasy,Games,,,,0,2,13
Finding Nemo,Movies,,,,1,1,12
Firefly,TV Show,,,,1,2,7
First national bank,Companies,,,1,0,1,19
FirstRand,Companies,,,,0,2,9
Fleabag,TV Show,,,,1,3,7
flint,Things,,,,1,1,5
Florence,Things,,,,1,2,8
Football,Sports,,,,0,1,8
Forbidden City,Geography,Landmarks,,,1,3,14
Formula E,Sports,,,,0,2,9
Foschini,Companies,,,1,1,1,8
Fossa,Animals,,,,1,3,5
Four Corners,Movies,South Africa,,1,0,2,12
Fourier Transform,Math and Science,,,,1,3,17
Fractals,Math and Science,,,,0,2,8
Fractions,Math and Science,,,,0,1,9
Francois Pienaar,People and Characters,Sports,Rugby,,0,3,16
Frankenstein,Language and Literature ,,,,0,2,12
Franklin D. Roosevelt,People and Characters,Politician,,,0,3,21
Frappuccino,Food and Drink,Drink,,,0,3,11
Freakonomics,Language and Literature ,Book,,,0,3,12
Frederick Carlton Lewis,People and Characters,Sports,,,1,3,23
Free State,Geography,Province,,,0,2,10
Freedom Charter,History,South Africa,,1,0,1,15
Freedom Day,Events,,,1,0,2,11
French Revolution,History,,,,0,2,17
freshlyground,People and Characters,Music,,,0,2,13
friday the thirteenth,Movies,,,,1,2,21
Frozen,Movies,,,,0,1,6
Fruit Cake,Food and Drink,,,,1,2,10
Fruity Loops,Music,,,1,1,3,12
Futurama,TV Show,,,,1,2,8
FW de Klerk,People and Characters,Politician,,1,0,2,11
Fynbos,Culture,,,1,1,1,6
Gaborone,Geography,City,Capital,,0,3,8
Game of Thrones,TV Show,,,,0,1,15
Game Theory,Math and Science,,,,0,2,11
Gandhi,People and Characters,,,,1,1,6
Gangnam Style,Music,Lyrics,,,1,1,13
Gaussian Distribution,Math and Science,,,,0,3,21
GBV,History,Event,,,0,1,3
Gees,Culture,,,1,1,2,4
Gem Squash,Food and Drink,,,,1,3,10
Genome Sequencing,Math and Science,,,,0,3,17
Geometry,Math and Science,,,,0,1,8
George Best,People and Characters,Sports,,,1,2,11
George Herman Ruth,People and Characters,Sports,,,0,2,18
Germany,Geography,Country,,,0,1,7
"get low, get low",Music,Lyrics,,,0,1,16
Get Out,Movies,,,,1,2,7
Gettysburg Address,History,Event,,,1,3,18
Giraffe,Animals,,,,1,1,7
Glacier,Nature,,,,1,1,7
Glasgow,Geography,City ,,,1,2,7
Global Positioning System,Technology,,,,1,2,25
Global Warming,Events,,,,0,1,14
Godfather,Movies,,,,1,1,9
Gods Must Be Crazy,Movies,South Africa,,1,1,2,18
Gogo,Culture,,,1,0,2,4
Gohan,People and Characters,Anime,,,1,1,5
Gold Rush,History,,,,0,2,9
Golden Dish,Geography,Places,,1,0,2,11
Golden Gate Bridge,Geography,Landmarks,,,1,1,18
Golden Ratio,Math and Science,,,,0,2,12
Goldfinch,Language and Literature ,Book,,,1,3,9
Gone Girl,Language and Literature ,,,,0,1,9
Gone with the Wind,Language and Literature ,Book,,,0,3,18
Good Bye Lenin!,Movies,,,,1,3,15
Good Friday,Events,,,,1,1,11
Good Place,TV Show,,,,1,3,10
Goodfellas,Movies,,,,1,3,10
GOOGLE GLASSES,Technology,,,,0,2,14
gorilla,Animals,,,,0,1,7
Gouda,Food and Drink,,,,1,1,5
Goulash,Food and Drink,Meal,,,0,3,7
Graça Machel,People and Characters,South Africa,,,0,2,12
Grahamstown,Geography,Places,,1,0,2,11
Grand Budapest Hotel,Movies,,,,0,3,20
Grand Canyon,Geography,Landmarks,,,0,1,12
Grand Theft Auto,Games,,,,1,2,16
Grave of the Fireflies,Movies,Anime,,,1,3,22
Gravity Falls,TV Show,,,,1,2,13
Great Barrier Reef,Geography,Landmarks,,,1,3,18
Great Expectations,Language and Literature ,Book,,,0,3,18
great gatsby,Language and Literature ,Book,,,1,1,12
Great Wall of China,Geography,Landmarks,,,0,1,19
Greece,Geography,Country,,,0,1,6
Grillers,Language and Literature ,Book,,1,1,3,8
Gulf War,History,South Africa,,,1,3,8
guy fawkes ,Events,,,,0,1,
guy fawkes day,Events,,,1,0,2,14
Hadedas,Animals,South Africa,,1,0,2,7
Hakuna Mutata,Language and Literature ,,,,1,2,13
Han Solo,People and Characters,,,,1,2,8
Hannibal,TV Show,,,,1,3,8
Hanukkah,Events,,,,1,2,8
happy birthday to you,Music,,,,1,1,21
"Harder, Better, Faster, Stronger",Music,Lyrics,,,1,1,32
Harry Potter and the Sorcerer's Stone,Movies,,,,1,1,37
harvey weinstein,People and Characters,,,,0,2,16
Hawker,Culture,,,1,0,3,6
heidi,People and Characters,,,,0,2,5
heinz winckler,People and Characters,,,,0,2,14
Helen Suzman,People and Characters,Politician,,,1,2,12
Helen Zille,People and Characters,Politician,,1,1,1,11
Hendrick Verwoerd,People and Characters,Politician,,,0,2,17
Henry Ford,People and Characters,,,,0,2,10
Henry Louis Aaron,People and Characters,Sports,,,0,3,17
herbalife,Companies,,,,1,1,
Heritage Day ,Events,,,,0,2,13
Hermanus Whale Festival,Events,,,1,0,2,23
Hidden Leaf Village,Language and Literature ,Places,,,0,3,19
hide and seek,Games,,,,0,1,
higgs boson,Technology,,,,1,2,11
High school musical 3,Movies,,,,0,1,21
Hillsong Church,Geography,Places,,2,1,2,15
Hippopotamus,Animals,,,,0,1,12
Hiroshima,History,,,,1,1,9
Hit the nail on the head,Language and Literature ,,,,0,2,24
Hitchhiker's Guide to Galaxy,Language and Literature ,Book,,,1,2,28
Hockey,Sports,,,,1,1,6
Hoʻoponopono,Language and Literature ,,,,1,3,12
Holocaust,History,,,,1,1,9
Home Alone,Movies,,,,1,2,10
Honda,Companies,,,,1,1,5
Honey Badger,Animals,,,,0,2,12
"Hook, Line, Sinker",Language and Literature ,triplets,,,0,2,18
Hopscotch,Games,,,,0,2,9
Horseback Riding,Sports,,,,1,2,16
Hot Springs,Nature,,,,0,1,11
House of Cards,TV Show,,,,1,2,14
house of cronies,Games,Boardgame,,1,1,3,16
House of Hades,Language and Literature ,Book,,,1,3,14
How to Train Your Dragon,Movies,Animation,,,1,2,24
Howl's Moving Castle,TV Show,Anime,,,1,2,20
Hubble's Law,Math and Science,,,,0,3,12
Hueco Mundo,Language and Literature ,Places,,,0,3,11
Hugh Masekela,People and Characters,Music,,,1,3,13
hula hoop,Things,,,,1,1,9
Hulu,Companies,,,,1,2,4
Human Rights Day ,Events,,,,0,1,17
Hunger Games,Language and Literature ,Book,,,1,2,12
Hurricane Katrina,History,Event,,,0,2,17
hurt so bad ,Music,Lyrics,,1,1,2,12
Hydrogen,Math and Science,,,,0,1,8
