Word,Tag 1,Tag 2,Tag 3,South Africa,Colour,Difficulty,Length
*typing*,Actions,,,,1,1,8
*walking*,Actions,,,,1,1,9
*Washing*,Actions,,,,1,1,9
achy breaky heart,Music,,,,1,1,17
artificial Intelligence,Technology,,,,1,1,23
7de Laan,TV Show,,,1,1,1,8
30 seconds ,Games,Boardgame,,1,1,1,11
BlackBerry,Technology,Things,,,0,1,10
As-salamu alaykum,Language and Literature ,Book,,1,0,1,17
doom,Games,Things,,,1,1,
Nokia 3310,Technology,Things,,,1,1,10
hide and seek,Games,,,,0,1,
American Idol,TV Show,,,,0,1,13
Angelina Jolie,People and Characters,Actor,,,1,1,14
All the Single Ladies,Music,Lyrics,,,0,1,21
Ackermans,Companies,,,,1,1,
babe,People and Characters,,,,1,1,4
Arrow,TV Show,,,,1,1,5
Cape Protea,Nature,South Africa,,,0,1,11
Braai Day,Events,Holidays,,1,0,1,9
Ag nee man,Culture,South Africa,,1,1,1,10
Coral Reef,Nature,,,,0,1,10
Bite the bullet,Language and Literature ,,,,0,1,15
barbie and ken,People and Characters,,,,1,1,14
Black Panther,People and Characters,,,,0,1,13
Air Fryer,Things,,,,1,1,9
AK-47,Things,,,,0,1,5
ben 10,TV Show,,,,0,1,6
Breaking the ice,Language and Literature ,,,,1,1,16
Aladdin,Movies,,,,1,1,7
Brenda Fassie,People and Characters,Music,,1,1,1,13
Alphabet,Companies,,,1,0,1,8
Bryan Habana,People and Characters,Sports,Rugby,,0,1,12
cheers,Language and Literature ,,,,1,1,6
Charlize Theron,People and Characters,Actor,,1,1,1,15
Argentina,Geography,Country,,,0,1,9
"Father, Son, Holy Spirit",Language and Literature ,triplets,,,0,1,24
Christ,People and Characters,,,,0,1,6
and united we shall stand,Music,Lyrics,,1,1,1,25
"BAA, BAA, BLACK SHEEP",Music,Lyrics,,,1,1,21
BOBCAT,Animals,,,,0,1,6
Billabong,Companies,,,,1,1,
Big Bang Theory,TV Show,,,,1,1,15
Blue Cheese,Food and Drink,,,,1,1,11
Fifty Shades of Grey,Language and Literature ,,,,0,1,20
Big Brother,TV Show,,,,1,1,11
COVID-19,History,Event,,,0,1,8
American Football,Sports,,,,1,1,17
Breaking Bad,TV Show,,,,1,1,12
baywatch,Movies,,,,0,1,8
Christian Bale,People and Characters,Actor,,,1,1,14
Billie Jean,Music,Lyrics,,1,0,1,11
Bakkie,Things,South Africa,,1,1,1,6
Australia,Geography,Country,,,1,1,9
BMW,Companies,,,,0,1,3
cosatu,People and Characters,,,,0,1,6
Boston,Geography,,,,0,1,
Elephant,Animals,,,,0,1,8
BP,Companies,,,,1,1,2
FIFA World Cup,History,South Africa,,,1,1,14
Cairo,Geography,City,,,0,1,5
Cristiano Ronaldo,People and Characters,Sports,Soccer,1,1,1,17
Cyril Ramaphosa,People and Characters,Politician,,,0,1,15
RAM,Technology,,,,0,1,3
Freedom Charter,History,South Africa,,1,0,1,15
daniel,People and Characters,,,,1,1,6
Burger King,Companies,,,,0,1,11
Cape Town,Geography,City,,1,1,1,9
donald duck,People and Characters,,,,1,1,11
Giraffe,Animals,,,,1,1,7
Dwayne Johnson,People and Characters,Sports,WWE,,1,1,14
Carte Blanche,TV Show,,,1,0,1,13
Crown,TV Show,,,,1,1,5
Gandhi,People and Characters,,,,0,1,6
World Wide Web,Technology,,,,1,1,14
Gone Girl,Language and Literature ,,,,0,1,9
great gatsby,Language and Literature ,Book,,,1,1,12
drop it like it's hot,Music,Lyrics,,,1,1,21
Capitec,Companies,,,,1,1,7
Boerewors,Food and Drink,,,1,1,1,9
cape town harbour,Geography,,,,1,1,
Gohan,People and Characters,Anime,,,1,1,5
jack and the beanstalk,Language and Literature ,,,,0,1,22
clifton,Geography,,,,0,1,
Helen Zille,People and Characters,Politician,,1,0,1,11
gorilla,Animals,,,,0,1,7
Hippopotamus,Animals,,,,0,1,12
lord of the rings,Language and Literature ,Book,,,0,1,17
Every Breath You Take,Music,Lyrics,,,1,1,21
imagine dragons,People and Characters,Music,,,1,1,15
Kangaroo,Animals,,,,0,1,8
Dark,TV Show,,,,0,1,4
James Blunt,People and Characters,Music,Artist,,1,1,11
bafana bafana,Sports,,,,0,1,13
Cricket,Sports,,,,1,1,7
Chord,Things,Music,,,0,1,5
GBV,History,Event,,,0,1,3
Macbeth,Language and Literature ,Plays,,,0,1,7
eye of tiger,Music,Lyrics,,,0,1,12
Hiroshima,History,,,,1,1,9
Cheddar,Food and Drink,,,,0,1,7
jamie oliver,People and Characters,,,,1,1,12
jeep,People and Characters,,,,0,1,4
discovery channel,TV Show,,,,1,1,17
Clicks,Companies,,,,0,1,6
Beauty and the Beast,Movies,,,,1,1,20
Gangnam Style,Music,Lyrics,,,1,1,13
Bohemian Rhapsody,Movies,Music,,,0,1,17
"Meow, Meow, Meow",Language and Literature ,Phonics,,,1,1,16
Devil's Peak,Geography,Landmarks,,,0,1,12
Dragaonball Z,TV Show,Anime,,,0,1,13
Johnny Clegg,People and Characters,Music,Artist,1,1,1,12
Johnny Depp,People and Characters,Actor,,,0,1,11
Durban,Geography,City,,1,1,1,6
Egypt,Geography,Country,,,0,1,5
Eiffel Tower,Geography,Landmarks,,,0,1,12
"get low, get low",Music,Lyrics,,,0,1,16
happy birthday to you,Music,,,,1,1,21
Empire State Building,Geography,Landmarks,,,1,1,21
moby dick,Language and Literature ,Book,,,0,1,9
england,geography,,,,1,1,
e.tv,TV Show,,,,1,1,4
Euphoria,TV Show,,,,0,1,8
Narnia,Language and Literature ,Places,,,0,1,6
fear factor,TV Show,,,,1,1,11
Coca-Cola,Companies,,,,1,1,9
"Harder, Better, Faster, Stronger",Music,Lyrics,,,1,1,32
Julia Roberts,People and Characters,Actor,,,1,1,13
Daily Sun,Companies,,,,0,1,
Oliver Twist,Language and Literature ,Book,,,1,1,12
Outliers,Language and Literature ,,,,0,1,8
Holocaust,History,,,,1,1,9
Game of Thrones,TV Show,,,,0,1,15
justin timberlake,People and Characters,Music,,,0,1,17
"quack, quack, quack",Language and Literature ,Phonics,,,0,1,19
2-factor authentication,Technology,,,,0,2,23
kaizer chiefs,People and Characters,,,,1,1,13
Joe Rogan Podcast,TV Show,,,,1,1,17
Kanye West,People and Characters,Music,Artist,,0,1,10
Peacock,Animals,,,,0,1,7
3d printing,Technology,,,,1,2,11
Keanu Reeves,People and Characters,Actor,,,1,1,12
Cinderella,Movies,,,,1,1,10
Chicken Biltong,Food and Drink,,,1,1,1,15
Discovery,Companies,,,,1,1,9
praying mantis,Animals,,,,0,1,14
Feta,Food and Drink,,,,0,1,4
Football,Sports,,,,0,1,8
Bronze,Math and Science,,,,0,1,6
I wanna be a billionaire,Music,Lyrics,,,1,1,24
Boer maak 'n plan,Culture,,,1,0,1,17
I have a dream,History,Event,,,0,1,14
Gouda,Food and Drink,,,,1,1,5
Boet,Culture,,,1,1,1,4
Dark Knight ,Movies,,,,1,1,12
Keeping Up with Kardashians,TV Show,,,,0,1,27
Looney Tunes,TV Show,,,,1,1,12
Bokke,Culture,,,1,1,1,5
jelly tots,Food and Drink,,,1,0,1,10
Puma,Animals,,,,1,1,4
lemon creams,Food and Drink,,,,1,1,12
Lost,TV Show,,,,0,1,4
Kobe Bryant,People and Characters,Sports,Basketball,,0,1,11
Germany,Geography,Country,,,0,1,7
Hockey,Sports,,,,1,1,6
First national bank,Companies,,,1,0,1,19
Business day,Events,,,,1,1,
Mozzarella,Food and Drink,,,,1,1,10
Golden Gate Bridge,Geography,Landmarks,,,1,1,18
Grand Canyon,Geography,Landmarks,,,0,1,12
Great Wall of China,Geography,Landmarks,,,0,1,19
Love Island,TV Show,,,,1,1,11
"Ready, Set, Go",Language and Literature ,triplets,,,0,1,14
Lance Armstrong,People and Characters,Sports,,,1,1,15
Nagasaki,History,,,,0,1,8
Despicable Me,Movies,,,,1,1,13
mrs ball's,Food and Drink,,,,1,1,10
Carbon,Math and Science,,,,0,1,6
Decimals,Math and Science,,,,1,1,8
Simpsons,TV Show,,,,0,1,8
LeBron James,People and Characters,Sports,Basketball,,0,1,12
Greece,Geography,Country,,,0,1,6
Glacier,Nature,,,,1,1,7
India,Geography,Country,,,0,1,5
Israel,Geography,Country,,,0,1,6
Led Zeppelin,People and Characters,Music,Artist,,1,1,12
Sky News,TV Show,,,,1,1,8
Foschini,Companies,,,1,1,1,8
Sapiens,Language and Literature ,,,,1,1,7
Italy,Geography,Country,,,0,1,5
casual day,Events,,,,0,1,
Chinese New Year,Events,,,,1,1,16
MMA,Sports,,,,0,1,3
Johannesburg,Geography,City,,1,1,1,12
Hot Springs,Nature,,,,0,1,11
Fractions,Math and Science,,,,0,1,9
Lesotho,Geography,Country,,1,1,1,7
Leonardo DiCaprio,People and Characters,Actor,,,0,1,17
Monopoly,Games,Boardgame,,,1,1,8
Nik Naks,Food and Drink,,,1,0,1,8
"I'm blue, da ba dee da ba di",Music,Lyrics,,1,1,1,28
london,Geography,,,,0,1,
Padel,Sports,,,,1,1,5
Rainforest,Nature,,,,1,1,10
Pearl Harbor,History,Event,,,0,1,12
Savanna,Nature,,,,0,1,7
Madrid,Geography,City,,,0,1,6
Christmas Day,Events,,,,0,1,13
Malaysia,Geography,Country,,,1,1,8
Cape Town Klopse,Culture,,,1,1,1,16
manchester,Geography,,,,0,1,
herbalife,Companies,,,,1,1,
Rabbit,Animals,,,,0,1,6
Raccoon,Animals,,,,0,1,7
I'm every women,Music,Lyrics,,,1,1,15
Geometry,Math and Science,,,,0,1,8
it's too late to apologize,Music,Lyrics,,,0,1,26
Lewis Hamilton,People and Characters,Sports,F1,,1,1,14
South Park,TV Show,,,,1,1,10
Lionel Messi,People and Characters,Sports,soccer,,1,1,12
madonna,People and Characters,,,,1,1,7
Daisies,Events,,,1,0,1,7
On-on,Games,,,,0,1,5
Parmesan,Food and Drink,,,,1,1,8
Dune 2,Movies,,,,0,1,6
Mariah Carey,People and Characters,Music,Artist,,0,1,12
Honda,Companies,,,,1,1,5
Hydrogen,Math and Science,,,,0,1,8
Pho,Food and Drink,Meal,,,0,1,3
Mark Shuttleworth,People and Characters,,,,1,1,17
"Stop, Drop, Roll",Language and Literature ,triplets,,,1,1,16
Steri stumpie,Food and Drink,,,1,1,1,13
The Alchemist ,Language and Literature ,,,,0,1,14
Dala what you must,Culture,Language and Literature,,1,0,1,18
Soccer,Sports,,,,0,1,6
Momentum,Math and Science,Company,,,1,1,8
Table Tennis,Sports,,,,1,1,12
Matt Damon,People and Characters,Actor,,,0,1,10
Johnson & Johnson,Companies,,,,0,1,17
mars,Geography,,,,0,1,
Swiss,Food and Drink,,,,0,1,5
Mexico,Geography,Country,,,1,1,6
Atcha,Food and Drink,,,,1,2,5
Rhodes must fall,History,South Africa,,,0,1,16
Diwali,Events,Holidays,,,1,1,6
dstv decoder,Things,,,1,1,1,12
Michael Jordan,People and Characters,Sports,basketball,,1,1,14
Michael Phelps,People and Characters,Sports,,,0,1,14
Michael Schumacher,People and Characters,Sports,F1,,1,1,18
Mike Tyson,People and Characters,Sports,Boxing,,1,1,10
minnie mouse,People and Characters,,,,1,1,12
Mexico City,Geography,City,,,0,1,11
Muhammad Ali,People and Characters,Sports,,1,0,1,12
Easter Monday,Events,,,,1,1,13
Neil Armstrong,People and Characters,,,,1,1,14
Barakat,Food and Drink,Meal,,1,0,2,7
E.T. ,Movies,,,,1,1,5
Fight Club,Movies,,,,0,1,10
Finding Nemo,Movies,,,,1,1,12
Nelson Mandela,People and Characters,Politician,,1,0,1,14
KFC,Companies,,,,1,1,3
Mount Everest,Geography,Landmarks,,,0,1,13
The Hunger Games,Language and Literature ,,,,0,1,16
Pac-Man,Games,,,,1,1,7
Red Panda,Animals,,,,1,1,9
NItrogen,Math and Science,,,,0,1,8
Louis Vuitton,Companies,,,,0,1,13
prince william,People and Characters,,,,1,1,14
The Subtle Art of Not Giving a F*ck,Language and Literature ,,,,0,1,35
New Delhi,Geography,City,Capital,,0,1,9
Global Warming,Events,,,,0,1,14
New York,Geography,City,,,1,1,8
Oxygen,Math and Science,,,,0,1,6
Pokémon,Games,,,,1,1,7
Whirlpools,Nature,,,,0,1,10
McDonald's,Companies,,,,1,1,10
trappe van vergelyking,Language and Literature ,Book,,,1,1,22
R Kelly,People and Characters,Music,Artist,,0,1,7
Wakanda,Language and Literature ,Places,,,0,1,7
Sharpeville,History,South Africa,,,1,1,11
Superstore,TV Show,,,,1,1,10
Bobotie,Food and Drink,,,1,1,2,7
Street Fighter ,Games,,,,1,1,15
Frozen,Movies,,,,0,1,6
Tennis,Sports,,,,0,1,6
Rafael Nadal,People and Characters,Sports,Tennis,,1,1,12
"Woof, Woof, Woof",Language and Literature ,Phonics,,,0,1,16
Godfather,Movies,,,,1,1,9
Survivor,TV Show,,,,0,1,8
Soweto Uprising,History,South Africa,,1,0,1,15
5th generation,Technology,,,,0,2,14
Good Friday,Events,,,,1,1,11
the bbc,TV Show,,,,1,1,7
High school musical 3,Movies,,,,0,1,21
rihanna,People and Characters,,,,0,1,7
The Moon Landing,History,,,,0,1,16
Alabasta,Language and Literature ,Places,,,0,2,8
MTN,Companies,,,,0,1,3
guy fawkes ,Events,,,,0,1,
Dassie,Culture,,,1,1,1,6
New Zealand,Geography,Country,,,0,1,11
Bompi,Food and Drink,,,1,0,2,5
Robert Downey Jr.,People and Characters,Actor,,,1,1,17
ron weasley,People and Characters,,,,1,1,11
Brie,Food and Drink,,,,1,2,4
Ryan Reynolds,People and Characters,Actor,,,1,1,13
The Boys,TV Show,,,,0,1,8
Jurassic Park,Movies,,,,1,1,13
Super Mario Bros.,Games,,,,1,1,17
Fynbos,Culture,,,1,1,1,6
Samuel L. Jackson,People and Characters,Actor,,,0,1,17
Titanic,History,,,,0,1,7
Alchemist,Language and Literature ,Book,,,1,2,9
Photosynthesis,Math and Science,,,,0,1,14
Netflix,Companies,,,,1,1,7
The Good Doctor,TV Show,,,,1,1,15
Camembert,Food and Drink,,,,0,2,9
Scarlett Johansson,People and Characters,Actor,,,1,1,18
Siya Kolisi,People and Characters,Sports,Rugby,,0,1,11
Just keep swiming,Music,Lyrics,,1,1,1,17
Long Walk to Freedom,Movies,South Africa,,1,0,1,20
mr bones,Movies,,,,1,1,8
Orania,Geography,Landmarks,,,1,1,6
AR Glasses,Technology,,,,1,2,10
The Umbrella Academy,TV Show,,,,0,1,20
Alice’s Adventures in Wonderland,Language and Literature ,Book,,,0,2,32
United Nations,History,Event,,,1,1,14
Pulp Fiction,Movies,,,,0,1,12
Son Goku,People and Characters,Anime,,,1,1,8
Blockchain,Technology,,,,0,2,10
Nike,Companies,,,,0,1,4
30 Rock,TV Show,,,,1,2,7
Atomic Habits,Language and Literature ,Book,,,0,2,13
Shrek 3,Movies,,,,1,1,7
ball is in your court,Language and Literature ,,,,1,2,21
Human Rights Day ,Events,,,,0,1,17
Slumdog Millionaire,Movies,,,,0,1,19
pakistan,geography,,,,0,1,
Paris,Geography,City,,,0,1,5
Adventure Time,TV Show,,,,0,2,14
Steve Biko,People and Characters,Politician,,1,0,1,10
Superman,People and Characters,,,,1,1,8
Koeksisters,Culture,,,1,1,1,11
Tetris,Games,,,,1,1,6
Chakalaka,Food and Drink,,,1,1,2,9
Becoming,Language and Literature ,Book,,,0,2,8
Amazing Race,TV Show,,,,1,2,12
Backstage,TV Show,,,1,0,2,9
Big Mouth,TV Show,,,,1,2,9
"Kaptein, van die sailor ",Music,Lyrics,,1,1,1,24
Black Mirror,TV Show,,,,0,2,12
flint,Things,,,,1,1,5
the da,People and Characters,,,,0,1,6
calabash,Nature,South Africa,,1,0,2,8
Kiss me thru phone,Music,Lyrics,,,1,1,18
hula hoop,Things,,,,1,1,9
Spider-Man,Movies,,,,1,1,10
Big Magic,Language and Literature ,,,,1,2,9
let it burn,Music,Lyrics,,,1,1,11
Pluto,Geography,planet,,,1,1,5
Labour Day,Events,,,,1,1,10
the first lady,People and Characters,,,,1,1,14
cryptography,Technology,,,,1,2,12
Star Wars,Movies,,,,0,1,9
Bleach,TV Show,Anime,,,1,2,6
The pussycat dolls,People and Characters,,,,0,1,18
last christmas,Events,,,,0,1,
Silverfish,Animals,,,,0,1,10
Portugal,Geography,Country,,,1,1,8
Pretoria,Geography,City,,1,0,1,8
Black Beauty,Language and Literature ,,,,1,2,12
Chappies,Food and Drink,,,1,0,2,8
Rome,Geography,City,,,0,1,4
Russia,Geography,Country,,,1,1,6
mother's day,Events,,,,0,1,
Saudi Arabia,Geography,Country,,,0,1,12
Koesisters,Culture,,,1,0,1,10
like a g6,Music,,,,0,1,9
the smurfs,People and Characters,,,,1,1,10
New Year’s Day,Events,,,,0,1,14
Silver,Math and Science,,,,1,1,6
Sloth,Animals,,,,1,1,5
Trevor Noah,People and Characters,South Africa,,1,0,1,11
Chilli Popper,Food and Drink,Meal,,1,1,2,13
South Africa,Geography,Country,,1,1,1,12
south america,Geography,,,,0,1,
South Korea,Geography,Country,,,0,1,11
Water Polo,Sports,,,,1,1,10
Tyla,People and Characters,Music,Artist,,1,1,4
Cape Aloe,Nature,South Africa,,1,0,2,9
Spain,Geography,Country,,,0,1,5
Usain Bolt,People and Characters,Sports,Runner,,1,1,10
Zinc,Math and Science,,,,0,1,4
Boileroom,TV Show,,,,0,2,9
Oops!... I did it again,Music,Lyrics,,,1,1,23
Boondocks,TV Show,,,,1,2,9
Sister Bettina,Music,South Africa,,1,1,1,14
victoria beckham,People and Characters,,,,1,1,16
Color Purple,Language and Literature ,Book,,,0,2,12
STEP BROTHERS ,Movies,,,,1,1,14
Churros,Food and Drink,Meal,,1,0,2,7
crayfish curry,Food and Drink,Meal,,1,1,2,14
Brooklyn Nine-Nine,TV Show,,,,0,2,18
Buffy the Vampire Slayer,TV Show,,,,1,2,24
Cost an arm and a leg,Language and Literature ,,,,0,2,21
Da Vinci Code,Language and Literature ,Book,,,0,2,13
driftwood,Nature,,,,0,2,9
Demon Slayer,TV Show,Anime,,,1,2,12
Sweet Caroline,Music,Lyrics,,1,1,1,14
daltjies,Food and Drink,,,1,1,2,8
Wayde van Niekerk,People and Characters,Sports,Runner,1,0,1,17
Will Smith,People and Characters,Actor,,,1,1,10
Danja Sausage,Food and Drink,,,1,1,2,13
BODMAS,Math and Science,,,,0,2,6
Death Star,Language and Literature ,Places,,,1,2,10
World War I,History,Wars,,,0,1,11
Diary of a Wimpy Kid,Language and Literature ,Book,,,1,2,20
step up 4,Movies,,,,0,1,9
Twister,Games,,,,0,1,7
Terminator,Movies,,,,1,1,10
Dexter,TV Show,,,,1,2,6
nokia ,Companies,,,,1,1,
NSFAS,Companies,,,1,0,1,5
Dragonball Super,TV Show,Anime,,,0,2,16
iPad,Things,,,,0,1,4
Mascara,Things,triplets,,,1,1,7
Badminton,Sports,,,,0,2,9
Statue of Liberty,Geography,Landmarks,,1,0,1,17
Bouldering,Sports,,,,1,2,10
Ocean Basket,Companies,,,,1,1,
Snow Leopard,Animals,,,,0,1,12
The Avengers,Movies,,,,0,1,12
Calculus,Math and Science,,,,0,2,8
chemotherapy,Math and Science,,,,1,2,12
Cobalt,Math and Science,,,,0,2,6
William Smith,People and Characters,,,1,0,1,13
Divergent,Language and Literature ,,,,0,2,9
Winnie Mandela,People and Characters,South Africa,,,1,1,14
Double Hotdog,Food and Drink,,,1,0,2,13
Educated,Language and Literature ,Book,,,1,2,8
Winston Churchill,People and Characters,Politician,,,1,1,17
Sydney Opera House,Geography,Landmarks,,,1,1,18
World War II,History,Wars,,,0,1,12
pearl harbour,Events,,,,0,1,
Y2K,History,,,,1,1,3
WNBA,People and Characters,,,,1,1,4
The Incredibles,Movies,,,,1,1,15
The Lion King,Movies,,,,0,1,13
Eggnog,Food and Drink,Drink,,1,1,2,6
watch me nae nae,Music,Lyrics,,,1,1,16
everybody loves raymond,TV Show,,,,1,2,23
AB de Villiers,People and Characters,Sports,Cricket,1,0,2,14
Laaitie,Culture,,,1,1,1,7
Taj Mahal,Geography,Landmarks,,1,0,1,9
Family Guy,TV Show,,,,0,2,10
Electromagnetism,Math and Science,,,,1,2,16
Adam Driver,People and Characters,Actor,,,1,2,11
We Are the Champions,Music,Lyrics,,,0,1,20
Fractals,Math and Science,,,,0,2,8
46664,History,,,,0,2,5
Lekker,Culture,,,1,1,1,6
Falafel,Food and Drink,Meal,,,0,2,7
Game Theory,Math and Science,,,,0,2,11
Golden Ratio,Math and Science,,,,0,2,12
ibuprofen,Math and Science,,,,1,2,9
Anwar Sadat,People and Characters,Politician,,,0,2,11
art blakey,People and Characters,Music,Artist,,1,2,10
Thailand,Geography,Country,,,0,1,8
"We will, we will rock you",Music,Lyrics,,,1,1,25
The Little Mermaid,Movies,,,,1,1,18
American Civil War,History,,,,0,2,18
Walrus,Animals,,,,0,1,6
Ericas,Nature,South Africa,,1,1,2,6
the big hole ,Geography,,,,1,1,
E-Reader,Technology,,,,0,2,8
Thanksgiving,Events,,,,1,1,12
Toy Story,Movies,,,,1,1,9
Tsotsi,Movies,South Africa,,1,1,1,6
Tokoloshi,Culture,,,1,0,1,9
Awkwafina,People and Characters,Actor,,,1,2,9
the indian ocean,Geography,,,,0,1,
Arab Springs,History,Event,,,0,2,12
the london eye,Geography,,,,1,1,
the northern cape,Geography,,,,0,1,
Monkey Pox,Math and Science,,,,0,2,10
Frankenstein,Language and Literature ,,,,0,2,12
Hakuna Mutata,Language and Literature ,,,,1,2,13
Hit the nail on the head,Language and Literature ,,,,0,2,24
Up,Movies,,,,0,1,2
the commonwealth games,Events,,,,0,1,
Firefly,TV Show,,,,1,2,7
American Psycho,Movies,Indian,,,1,2,15
Global Positioning System,Technology,,,,1,2,25
Zebra,Animals,,,,1,1,5
Fruit Cake,Food and Drink,,,,1,2,10
Jägerbomb,Food and Drink,Drink,,,0,2,9
Bad Bunny,People and Characters,Music,Artist,,1,2,9
the red sea,geography,,,,0,1,
Blood Diamond,Movies,,,,0,2,13
the taj mahal,Geography,,,,0,1,
UNO,Games,,,,1,1,3
BRIDGET JONES'S DIARY,Movies,,,,1,2,21
Futurama,TV Show,,,,0,2,8
the windy city,Geography,,,,1,1,
Hitchhiker's Guide to Galaxy,Language and Literature ,Book,,,1,2,28
"Hook, Line, Sinker",Language and Literature ,triplets,,,0,2,18
the world,Geography,,,,0,1,
Tokyo,Geography,City,,,0,1,5
Hunger Games,Language and Literature ,Book,,,1,2,12
Black Death,History,Event,,,1,2,11
the cricket world cup,Events,,,,0,1,
The Super Bowl,Events,,,,0,1,14
Turkey,Geography,Country,,,0,1,6
Alpaca,Animals,,,,0,2,6
United Kingdom,Geography,Country,,,0,1,14
Ikigai,Language and Literature ,,,,0,2,6
bassem youssef,People and Characters,Comedian,,1,0,2,14
Gravity Falls,TV Show,,,,1,2,13
United States,Geography,Country,,,0,1,13
Valentine’s Day,Events,,,,0,1,15
yellow submarine,Music,,,,1,1,16
yesterday,Music,,,,1,1,9
cinderella man,Movies,,,,0,2,14
Benni McCarthy,People and Characters,,,,1,2,14
Ubuntu,Culture,,,1,1,1,6
Billie Jean King,People and Characters,Music,Artist,,0,2,16
Blackpink,People and Characters,Music,Artist,,1,2,9
Blink 182,People and Characters,Music,,,0,2,9
blondie,People and Characters,Music,,,1,2,7
Boris Johnson,People and Characters,Politician,,,0,2,13
Buffalo Springfield,People and Characters,Music,Artist,,1,2,19
Carpenters,People and Characters,Music,,,1,2,10
Old Mutual,Companies,,,,0,1,10
Workers’ Day,Events,,,1,0,1,12
Youth Day,Events,,,1,0,1,9
Kite runner,Language and Literature ,Book,,,1,2,11
5 second rule,Games,Boardgame,,,1,2,13
GOOGLE GLASSES,Technology,,,,0,2,14
City of God,Movies,,,,1,2,11
university of the western cape,Geography,Places,,1,0,1,30
Armadillo,Animals,,,,1,2,9
Boer War,History,South Africa,,1,0,2,8
Let the cat out of the bag ,Language and Literature ,,,,0,2,27
"Lions, Tigers, Bears, Oh My!",Language and Literature ,,,,0,2,28
Canoeing,Sports,,,,0,2,8
Little Prince,Language and Literature ,Book,,,1,2,13
Cape Colony,History,South Africa,,1,0,2,11
Creed,Movies,,,,0,2,5
Pegasus Spyware,Companies,,,,1,1,15
Capybara,Animals,,,,0,2,8
lord of the flies,Language and Literature ,Book,,,0,2,17
7 cards,Games,,,,1,2,7
Chess Boxing,Sports,,,,1,2,12
FAUNA AND FLORA,Nature,,,,0,2,15
House of Cards,TV Show,,,,0,2,14
Call of Duty,Games,,,,1,2,12
noem my skollie,Language and Literature ,,,1,0,2,15
"Crouching Tiger, Hidden Dragon",Movies,,,,1,2,30
Howl's Moving Castle,TV Show,Anime,,,1,2,20
Nickel,Math and Science,,,,0,2,6
Origin of Species,Language and Literature ,Book,,,0,2,17
