Word,Tag 1,Tag 2,Tag 3,South Africa,Colour,Difficulty,Length
Tomorrowland,Events,,,,1,3,12
Up the Creek,Events,,,,1,3,12
Lilly Singh,People and Characters,Youtube,,,1,3,11
Liza Koshy,People and Characters,Youtube,,,1,3,10
Luciano Pavarotti,People and Characters,Music,Artist,,1,3,17
Cairo,Geography,City,,,0,1,5
Luxembourg,Geography,Country,,,0,3,10
Slaughterhouse-Five,Language and Literature ,Book,,,0,3,19
bang bang bang,Music,Lyrics ,triplets,,1,2,14
cheese boy,Culture,,,1,1,2,10
Camps Bay,Geography,,,,0,1,9
Capybara,Animals,,,,0,2,8
marie claire,TV Show,,,,1,3,
5 second rule,Games,Boardgame,,,1,2,13
Marlon Brando,People and Characters,Actor,,,1,3,13
Marnus Labuschagne,People and Characters,Sports,Cricket,,0,3,18
Cape of Good Hope,Geography,Landmarks,,,0,1,17
Cape Protea,Nature,South Africa,,,0,1,11
Cape Town,Geography,City,,1,0,1,9
Massmart,Companies,,,,0,3,8
cape town harbour,Geography,,,,0,1,17
Eina,Culture,,,1,1,2,4
Call of Duty,Games,,,,1,2,12
Capitec,Companies,,,,0,1,7
MKBHD,People and Characters,Youtube,,,1,3,5
Möbius Strip,Math and Science,,,,0,3,12
Montenegro,Geography,Country,,,0,3,10
Gees,Culture,,,1,1,2,4
Carbon,Math and Science,,,,0,1,6
Muvhango,TV Show,,,1,1,3,8
Tattooist of Auschwitz,Language and Literature ,Book,,,0,3,22
carnivore,People and Characters,Science,,,0,1,9
beautiful girl,Music,Lyrics,,,1,2,14
Carte Blanche,TV Show,,,1,1,1,13
Neon Genesis Evangelion,TV Show,Anime,,,1,3,23
casper,TV Show,,,,1,1,
best of both worlds,Music,,,,1,2,19
Castle,Geography,,,,0,1,6
AfrikaBurn,Events,,,1,1,2,10
Novak Djokovic,People and Characters,Sports,Tennis,,0,3,14
central park,Geography,,,,0,1,12
obelisk,Things,,,,1,3,7
Burning Man,Events,,,,1,2,11
Orphan Black,TV Show,,,,1,3,12
Pad Thai,Food and Drink,Meal,,,1,3,8
Palau,Geography,Country,,,0,3,5
Catan,Games,Boardgame,,,1,2,5
Charlie Chaplin,People and Characters,Actor,,,1,1,15
Charlize Theron,People and Characters,Actor,,1,1,1,15
Parks and Recreation,TV Show,,,,1,3,20
Cheddar cheese,Food and Drink,,,,1,1,14
the constitution ,Language and Literature ,,,1,0,1,17
Peking Duck,Food and Drink,Meal,,,1,3,11
Valley of the End,Geography,Places,,,0,3,17
chelsea,People and Characters,Sports,,,0,1,
PewDiePie,People and Characters,Youtube,,1,1,3,9
Chess,Sports,,,,1,1,5
Philadelphia,Geography,Places,,,0,3,12
Pieter Groenewald,People and Characters,Politics,,,0,3,17
chicago,Geography,,,,0,1,7
Educated,Language and Literature ,Book,,,0,3,8
Chicken Biltong,Food and Drink,,,1,1,1,15
chicken kebab,Food and Drink,,,,1,1,13
Pocono Mountains,Geography,Places,,,0,3,16
Pokimane,People and Characters,Streamer,,,1,3,8
Portishead,People and Characters,Music,Artist,,1,3,10
Holi,Events,,,1,1,2,4
Princess Leia,People and Characters,Movie,,,1,3,13
chris barnard,People and Characters,,,,0,1,
American Psycho,Movies,Indian,,,1,2,15
Global Positioning System,Technology,,,,0,2,25
Queer Eye for the Straight Guy,TV Show,,,,1,3,30
rapport,Companies,,,,0,3,
Ray Brown,People and Characters,Music,Artist,,1,3,9
Christian Bale,People and Characters,Actor,,,1,1,14
Commonwealth Games,Events,,,,1,2,18
Eid ,Events,,,,1,1,4
Cluedo,Games,Boardgame,,,1,2,6
chromosome,Math and Science,,,,0,1,10
ciabatta,Food and Drink,,,,1,1,8
Blood Diamond,Movies,,,,1,2,13
BRIDGET JONES'S DIARY,Movies,,,,1,2,21
circuit,Math and Science,,,,0,1,7
46664,History,,,,0,2,5
GOOGLE GLASSES,Technology,,,,0,2,14
Clicks,Companies,,,,0,1,6
clifton,Geography,,,,0,1,7
cinderella man,Movies,,,,1,2,14
Electric Daisy Carnival,Events,,,,1,3,23
cna,Companies,,,,1,1,
cnn,TV Show,,,,1,1,
Freedom Day,Events,,,1,1,2,11
Coca-Cola,Food and Drink,,,,1,1,9
Coconut Milk,Food and Drink,,,1,1,1,12
Ryan Higa,People and Characters,Youtube,,,1,3,9
Coldplay,People and Characters,Music,,,1,1,8
Sachin Tendulkar,People and Characters,Sports,Cricket,,0,3,16
Colosseum,Geography,Landmarks,,,0,1,9
Sago Pudding,Food and Drink,,,,1,3,12
community,TV Show,,,,1,1,9
San Salvador,Geography,City,,,0,3,12
São Tomé and Príncipe,Geography,Country,,,0,3,21
Gogo,Culture,,,1,1,2,4
constellation,Nature,,,,0,1,
Division,Math and Science,,,,0,1,8
Coral Reef,Nature,,,,0,1,10
Satrix,Companies,,,,0,3,6
Sebastian Vettel,People and Characters,Sports,F1,,0,3,16
Arab Spring,History,Event,,,0,2,11
Seinfeld,TV Show,,,,1,3,8
"Bet on it, bet on it",Music,Lyrics,,,1,2,20
Shane Dawson,People and Characters,Youtube,,,1,3,12
Shisa Nyama,Food and Drink,,,,1,3,11
sicily,Geography,,,,0,3,6
cremora,Food and Drink,,,,1,1,
Cricket,Sports,,,,1,1,7
Cristiano Ronaldo,People and Characters,Sports,Soccer,1,0,1,17
Simone Biles,People and Characters,Sports,GYmnatists,,0,3,12
Skeem Saam,TV Show,,,1,1,3,10
Matilda,Language and Literature ,Book,,,0,2,7
Smosh,People and Characters,Youtube,,,1,3,5
higgs boson,Technology,,,,0,3,11
Kindle,Technology,,,,0,2,6
Cultery ,Technical,triplets,,,0,1,8
Socrates,People and Characters,,,,0,3,8
Mechanical Keyboard,Technology,,,,0,2,19
Sterling Golden,People and Characters,Sports,wwe,,0,3,15
Cyril Ramaphosa,People and Characters,Politics,,,0,1,15
Stockholm,Geography,City,Capital,1,0,3,9
Cat in the Hat,Language and Literature ,Book,,1,0,2,14
Daily Sun,Companies,,,,0,1,9
guy fawkes day,Events,,,1,1,2,14
Tsotsi,Culture,,,1,1,2,6
Charlotte's Web,Language and Literature ,Book,,,0,2,15
Terracotta Army,Geography,Landmarks,,1,0,3,15
Treasure Island,Language and Literature ,,,,0,2,15
Connect Four,Games,Boardgame,,,1,2,12
crazy eights,Games,,,,1,2,12
City of God,Movies,,,,1,2,11
the serengeti,Geography,,,,0,3,13
Kombi,Culture,,,1,1,2,5
david and goliath,People and Characters,,,,1,1,
The Shah ,People and Characters,Politics,,,0,3,9
the Shard,Geography,Landmarks,,,0,3,9
Black Death,History,Event,,,0,2,11
Twelfth Night,Language and Literature ,Plays,,,0,2,13
days of our lives,TV Show,,,,1,1,
Tiramisu,Food and Drink,Meal,,,1,3,8
Decimals,Math and Science,,,,0,1,8
Togo,Geography,Country,,,0,3,4
Tom Brady,People and Characters,Sports,American Football,,0,3,9
Hanukkah,Events,,,,1,2,8
Desert,Nature,,,,0,1,
Tonga,Geography,Country,,,0,3,5
C Major,Music,triplets,,,0,2,7
Desperate Housewives,TV Show,,,,1,1,20
Creed,Movies,,,,1,2,5
can't get you out of my head,Music,Lyrics,,,1,2,28
Devil's Peak,Geography,Landmarks,,,0,1,12
Final Fantasy,Games,,,,1,2,13
Turing Machine,Math and Science,,,,0,3,14
die antwoord,People and Characters,Music,,,1,1,
"Crouching Tiger, Hidden Dragon",Movies,,,,1,2,30
A Clockwork Orange,Language and Literature ,Book,,1,0,2,18
Dischem,Companies,,,,0,1,7
Discovery,Companies,,,,0,1,9
discovery channel,TV Show,,,,1,1,17
Twilight Zone,TV Show,,,,1,3,13
Harvest Festival,Events,,,,1,2,16
Twin Peaks,TV Show,,,,1,3,10
Uchiha Sasuke,People and Characters,Anime,,,1,3,13
DNA,Math and Science,,,,0,1,3
umhlanga rocks,Geography,Places,,,0,3,14
Kwaito,Culture,,,1,1,2,6
Hermanus Whale Festival,Events,,,1,1,2,23
donald duck,People and Characters,,,,1,1,11
Handball,Games,Culture,,,1,2,8
US Route 66,Geography,Places,,,0,3,11
Make the circle bigger,Culture,,,1,1,2,22
Alchemist,Language and Literature ,Book,,,0,2,9
Motherboard,Technology,,,,0,2,11
Dragonball Z,TV Show,Anime,,,1,1,12
Virat Kohli,People and Characters,Sports,Cricket,,0,3,11
Dricus du Plessis,People and Characters,Sports,UFC,1,0,1,17
Volkstaat,Geography,Places,,3,0,3,9
careless whisper,Music,,,,1,2,16
Drske,People and Characters,Anime,,,1,1,5
pressure cooker,Technology,,,,0,2,15
Alice in Wonderland,Language and Literature ,Book,,,0,2,19
Curious Case of Benjamin Button,Movies,,,,1,2,31
Don't stop believin',Music,Lyrics,,1,1,2,20
Wellington,Geography,City,Capital,,0,3,10
Durban,Geography,City,,1,0,1,6
West Wing,TV Show,,,,1,3,9
Westworld,TV Show,,,,1,3,9
Hopscotch,Games,,,,1,1,9
Dwayne Johnson,People and Characters,Sports,WWE,,0,1,14
Xi Jinping,People and Characters,Politics,,,0,3,10
DEVIL WEARS PRADA ,Movies,,,,1,2,18
e.tv,TV Show,,,,1,1,4
"Earth, Wind and Fire",People and Characters,Music,Artist,,1,1,20
Independence Day,Events,,,,1,2,16
edgars,Companies,,,,1,1,
Eish,Culture,,,1,1,2,4
Boer War,History,South Africa,,1,0,2,8
Duran Duran,Music,Artist ,,,1,2,11
Starlink,Technology,,,,0,2,8
League of Legends,Games,,,,1,2,17
Egypt,Geography,Country,,,0,1,5
30 Rock,TV Show,,,,1,2,7
Eiffel Tower,Geography,Landmarks,,,0,1,12
stethoscope,Technology,,,,0,2,11
Fela in versace,Music,Lyrics,,1,1,2,15
Minecraft,Games,,,,1,2,9
anthropology,Language and Literature ,,,,0,2,12
AB de Villiers,People and Characters,Sports,Cricket,1,0,2,14
embryo,Math and Science,,,,0,1,6
Emirates,Companies,,,1,0,1,8
Adam Driver,People and Characters,Actor,,,1,2,11
Adventure Time,TV Show,,,,1,2,14
Empire State Building,Geography,Landmarks,,,0,1,21
england,geography,,,,0,1,7
epstein Island,Geography,Places,,,0,1,14
equilibrium,Math and Science,,,,0,1,11
Lunar New Year,Events,,,,1,2,14
Atomic Habits,Language and Literature ,Book,,,0,2,13
alchemy,Math and Science,,,,0,2,7
ball is in your court,Language and Literature ,,,,0,2,21
Euphoria,TV Show,,,,1,1,8
Evaporation,Nature,,,,0,1,
I want to break free,Music,Lyrics,,,1,2,20
Imagine all the people,Music,Lyrics,,,1,2,22
In the Meantime,Music,Lyrics,,1,1,2,15
let me hold you down,Music,Lyrics,,,1,2,20
Caracal,Animals,,,,0,2,7
facebook,Companies,,,,0,1,
Amazing Race,TV Show,,,,1,2,12
district 9,Movies,South Africa,,1,1,2,10
Becoming,Language and Literature ,Book,,,0,2,8
VPN,Technology,,,,0,2,3
Big Magic,Language and Literature ,,,,0,2,9
Mardi Gras,Events,,,,1,2,10
Cape Colony,History,South Africa,,1,0,2,11
Komodo Dragon,Animals,,,,0,2,13
art blakey,People and Characters,Music,Artist,,1,2,10
fear factor,TV Show,,,,1,1,11
asterix,People and Characters,Movie,,,1,2,
AT&T,Companies,,,,0,2,4
Atcha,Food and Drink,,,,1,2,5
Black Beauty,Language and Literature ,,,,0,2,12
Feta,Food and Drink,,,,1,1,4
Azkaban,Geography,Places,,,0,2,7
China Floods,History,Event,,,0,2,12
sesame street,TV Show,,,,1,1,
Breaking the ice,Language and Literature ,,,,0,2,16
Django Unchained,Movies,,,,1,2,16
Backstage,TV Show,,,1,1,2,9
Bad Bunny,People and Characters,Music,Artist,,1,2,9
Four Corners,Movies,South Africa,,1,1,2,12
Badminton,Sports,,,,1,2,9
First national bank,Companies,,,1,0,1,19
Color Purple,Language and Literature ,Book,,,0,2,12
FIVE SENSES,Technical,triplets,,,0,1,11
flake,Food and Drink,,,,1,1,
voetsek,Culture,,,1,1,1,7
flint,Things,,,,0,1,5
Floyd Mayweather Jr.,People and Characters,Sports,,,0,1,20
Football,Sports,,,,1,1,8
Padkos,Culture,,,1,1,2,6
Formula 1,Sports,,,,1,1,9
Foschini,Companies,,,1,0,1,8
fossil,Nature,,,,0,1,
let's twist again,Music,Lyrics,,,1,2,
Barakat,Food and Drink,Meal,,1,1,2,7
Fractions,Math and Science,,,,0,1,9
Barbra Streisand,People and Characters,Music,,,1,2,16
Frank Sinatra,People and Characters,Music,,,1,1,5
Jennifer Lopez,People and Characters,Music,,,1,1,
Cost an arm and a leg,Language and Literature ,,,,0,2,21
bassem youssef,People and Characters,Comedian,,1,1,2,14
franschhoek,Geography,,,,0,1,
Bathroom Bizarre,Companies,,,,1,2,16
Free State,Geography,Province,,,0,1,10
Crusades,History,,,,0,2,8
Lets go 50/50 ,Music,,,1,1,2,14
Death Star,Language and Literature ,Places,,,0,2,10
freshlyground,People and Characters,Music,,,1,1,13
Berlin,Geography,City,,,0,2,6
Berlin Wall,Geography,Landmarks,,,0,2,11
friday the thirteenth,Movies,,,,1,2,21
"No Woman, No Cry",Music,Lyrics,,,1,2,16
Party in the USA,Music,Lyrics,,,1,2,16
bethlehem,Geography,Landmarks,,,0,2,9
Fungus,Nature,,,,0,1,
Diary of a Wimpy Kid,Language and Literature ,Book,,,0,2,20
Big Mouth,TV Show,,,,1,2,9
Quagga,Culture,,,1,1,2,6
Billie Jean King,People and Characters,Music,Artist,,1,2,16
galileo galilei,People and Characters,,,,0,1,15
Game of Thrones,TV Show,,,,1,1,15
Biotechnology,Math and Science,,,,0,2,13
Pumped up kicks ,Music,Lyrics,,,1,2,16
Garlic Paste,Food and Drink,triplets,,,0,1,12
Rondavel,Culture,,,1,1,2,8
bistro,Geography,,,,0,2,6
gauteng,Geography,,,1,0,1,7
Eragon,Language and Literature ,Book,,1,0,2,6
D-Day,History,,,,0,2,5
French Revolution,History,,,,0,2,17
Black Mirror,TV Show,,,,1,2,12
Blackpink,People and Characters,Music,Artist,,1,2,9
generations,TV Show,,,,1,1,
Geometry,Math and Science,,,,0,1,8
Bleach,TV Show,Anime,,,1,2,6
Germany,Geography,Country,,,0,1,7
Run Jozi,Music,Lyrics,,1,1,2,8
Blink 182,People and Characters,Music,,,1,2,9
5g,Technology,,,,0,1,2
Get Out,Movies,,,,1,2,7
blondie,People and Characters,Music,,,1,2,7
Kudu,Animals,,,,0,2,4
glacier,Nature,,,,0,1,7
Gods Must Be Crazy,Movies,South Africa,,1,1,2,18
Bobotie,Food and Drink,,,1,1,2,7
Memorial Day,Events,,,,1,2,12
inside out,Movies,,,,1,2,10
Bobsleigh,Sports,,,,1,2,9
BODMAS,Math and Science,,,,0,2,6
Goku,People and Characters,Anime,,,1,1,4
Gold Rush,History,,,,0,2,9
Boileroom,TV Show,,,,1,2,9
Golden Gate Bridge,Geography,Landmarks,,,0,1,18
Bompi,Food and Drink,,,1,1,2,5
bono,People and Characters,Music,,,1,2,
Golf,Sports,,,,1,1,4
Boondocks,TV Show,,,,1,2,9
fable,Language and Literature ,,,,0,2,5
Boris Johnson,People and Characters,Politics,,,0,2,13
Boston,Geography,,,,0,2,6
Oktoberfest,Events,,,,1,2,11
Braaibroodjies,Food and Drink,,,1,1,2,14
Air Fryer,Technology,,,,0,1,9
Politics,Language and Literature ,,,,0,1,8
Lemur,Animals,,,,0,2,5
Gouda,Food and Drink,,,,1,1,5
invictus,Movies,South Africa,,1,1,2,8
Brooklyn Nine-Nine,TV Show,,,,1,2,18
bruce willis,People and Characters,Actor,,,1,2,
Buckingham Palace,Geography,Landmarks,,,0,2,17
Grand Canyon,Geography,Landmarks,,,0,1,12
Russian Roulette,Games,,,,1,2,16
Buenos Aires,Geography,City,Capital,,0,2,12
Buffalo Springfield,People and Characters,Music,Artist,,1,2,19
great britain,Geography,,,,0,1,
Buffy the Vampire Slayer,TV Show,,,,1,2,24
Hakuna Mutata,Language and Literature ,,,,0,2,13
Great Wall of China,Geography,Landmarks,,,0,1,19
Greece,Geography,Country,,,0,1,6
Olympiad,Events,,,,1,2,8
butternut soup,Food and Drink,,,,1,2,14
say my name,Music,Lyrics,,,1,2,11
calabash,Nature,South Africa,,1,0,2,8
liger,Animals,,,,0,2,5
hail,Nature,,,,0,1,
Calculus,Math and Science,,,,0,2,8
Halle Berry,People and Characters,,,,0,1,11
Rio Carnival,Events,,,,1,2,12
calisthenics,Sports,triplets,,,0,2,12
Hand Wash,Things,,,,1,1,9
Thunee,Games,,,,1,2,6
Scrabble,Games,,,,1,1,8
See both sides like Chanel,Music,Lyrics,,,1,2,26
Cape Aloe,Nature,South Africa,,1,0,2,9
Silent NIGHt,Music,,,,1,2,12
Talking to the Moon,Music,Lyrics,,,1,2,19
Joe Barber,Movies,South Africa,,1,1,2,10
harvard,Geography,,,,0,1,
Magna Carta,History,Event,,,0,2,11
harvey weinstein,People and Characters,,,,0,1,16
St. Patrick's Day,Events,Holidays,,,1,2,17
Lynx,Animals,,,,0,2,4
Cara Delevingne,People and Characters,Model,,,1,2,15
Tortoise,Animals,,,,0,1,8
Helen Zille,People and Characters,Politics,,1,0,1,11
Helium,Math and Science,,,,0,1,6
they were all yellow,Music,Lyrics,,,1,2,20
carling black label,Food and Drink,,,,1,2,
herbalife,Companies,,,,0,1,9
the british open,Events,,,,1,2,16
Carpenters,People and Characters,Music,,,1,2,10
Casey Neistat,People and Characters,Youtube,,1,1,2,13
Jenga,Games,,,,1,1,5
Cassper Nyovest,People and Characters,Music,,1,1,2,15
Jumper,Movies,,,,1,2,6
Hilary Duff,People and Characters,Actor,,,1,1,11
Hot Potato,Games,,,,1,1,10
Chakalaka,Food and Drink,,,1,1,2,9
Manatee,Animals,,,,0,2,7
Marikana,History,South Africa,,,0,2,8
Champagne papi,People and Characters,Music,Artist,,1,2,14
Chanel,Companies,,,,0,2,6
Sangoma,Culture,,,1,1,2,7
Hockey,Sports,,,,1,1,6
holland,Geography,,,,0,1,
renaissance,History,Event,,,0,2,11
AK-47,Technology,,,,0,1,5
notting hill,Movies,,,,1,2,
Honda,Companies,,,,0,1,5
monty python,Animals,,,,0,2,
Hoodie,Technical,triplets,,,0,1,6
Chappies,Food and Drink,,,1,1,2,8
say ma now,Culture,,,1,1,2,10
Cheese-rolling,Sports,,,,1,2,14
Go fish,Games,,,,1,1,7
Hot Springs,Nature,,,,0,1,11
House,TV Show,,,,1,1,5
chemotherapy,Math and Science,,,,0,2,12
chester williams,People and Characters,Sports,,,0,2,16
Chevron ,Companies,,,,0,2,8
One Flew Over the Cuckoo's Nest,Movies,,,,1,2,31
Chile,Geography,Country,,,0,2,5
stokvel,Culture,,,1,1,2,7
Chilli Popper,Food and Drink,Meal,,1,1,2,13
