Word,Tag 1,Tag 2,Tag 3,South Africa,Colour,Difficulty,Length
Andy Warhol,People and Characters,,,,1,3,11
and united we shall stand,Music,Lyrics,,1,1,1,25
"BAA, BAA, BLACK SHEEP",Music,Lyrics,,,1,1,21
Axolotl,Animals,,,,0,3,7
Alphabet,Companies,,,1,0,1,8
Big Bang Theory,TV Show,,,,1,1,15
Amasie,Food and Drink,,,1,1,3,6
Big Brother,TV Show,,,,1,1,11
balkan wars,History,,,,1,3,11
American Football,Sports,,,,1,1,17
Breaking Bad,TV Show,,,,1,1,12
Good Bye Lenin!,Movies,,,,1,3,15
Anunnaki,People and Characters,,,,1,3,8
Billie Jean,Music,Lyrics,,1,1,1,11
Andon Cord,Things,,,,1,3,10
Aristotle,People and Characters,,,,1,3,9
Audrey Hepburn,People and Characters,,,,1,3,14
Anglo American,Companies,,,1,0,2,14
Bantu Land Act,History,Event,,1,0,3,14
Calgary,Geography,City,,,0,3,7
Burger's Daughter ,Language and Literature ,Book,,,0,3,18
antibiotics,Math and Science,,,,0,1,11
Benedict Cumberbatch,People and Characters,Actor,,,1,3,20
AR Glasses,Technology,,,,1,2,10
China Floods,History,Event,,,0,3,12
Donald Bradman,People and Characters,Sports,,,1,3,14
Arduino,Companies,Technology,,,0,3,7
Cape Verde,Geography,Country,,,0,3,10
Tiger Woods,People and Characters,Sports,Golf,,1,1,11
Blobfish,Animals,,,,0,3,8
Erling Haaland,People and Characters,Sports,Soccer,1,1,3,14
Chichen Itza,Geography,Landmarks,,,0,3,12
artificial Intelligence,Technology,,,,1,1,23
drop it like it's hot,Music,Lyrics,,,1,1,21
astronomy,Math and Science,,,,0,1,9
AT&T,Companies,,,,1,2,4
Bokkoms,Food and Drink,,,1,1,3,7
Comoros,Geography,Country,,,0,3,7
Djibouti,Geography,Country,,,0,3,8
Charlotte’s Web,Language and Literature ,Book,,,0,3,15
Fernando Alonso,People and Characters,Sports,F1,,1,3,15
Eritrea,Geography,Country,,,0,3,7
Empanadas,Food and Drink,Meal,,1,0,3,9
Francois Pienaar,People and Characters,Sports,Rugby,,0,3,16
Bombardier beetle,Animals,,,,0,3,17
Fossa,Animals,,,,1,3,5
Clockwork Princess,Language and Literature ,Book,,,0,3,18
Every Breath You Take,Music,Lyrics,,,1,1,21
Carte Blanche,TV Show,,,1,1,1,13
Franklin D. Roosevelt,People and Characters,Politician,,,0,3,21
Badminton,Sports,,,,1,2,9
bafana bafana,Sports,,,,0,1,13
Bakkie,Things,South Africa,,1,1,1,6
Gettysburg Address,History,Event,,,0,3,18
Crooked Kingdom,Language and Literature ,Book,,,0,3,15
eye of tiger,Music,Lyrics,,,1,1,12
Gulf War,History,South Africa,,,1,3,8
Gem Squash,Food and Drink,,,,1,3,10
barbecue,Events,,,,1,1,8
Floyd Mayweather Jr.,People and Characters,Sports,,,1,2,20
Hugh Masekela,People and Characters,Music,,,1,3,13
Bastille Day,Events,,,,1,3,12
discovery channel,TV Show,,,,1,1,17
Goodfellas,Movies,,,,1,3,10
Pokemon,TV Show,,,,1,1,7
Gangnam Style,Music,Lyrics,,,1,1,13
Grand Budapest Hotel,Movies,,,,1,3,20
Down Second Avenue,Language and Literature ,Book,,,0,3,18
Dragonball Z,TV Show,Anime,,,1,1,12
Jack Nicholson,People and Characters,,,,1,2,14
Idi Amin,People and Characters,Politician,,,0,3,8
Forbidden City,Geography,Landmarks,,,0,3,14
Gaborone,Geography,City,Capital,,0,3,8
"get low, get low",Music,Lyrics,,,0,1,16
happy birthday to you,Music,,,,1,1,21
Great Barrier Reef,Geography,Landmarks,,,0,3,18
Dunning–Kruger effect,Language and Literature ,,,,0,3,21
e.tv,TV Show,,,,1,1,4
Euphoria,TV Show,,,,1,1,8
Fahrenheit 451,Language and Literature ,Book,,,0,3,14
fear factor,TV Show,,,,1,1,11
Billabong,Companies,,,,0,1,9
"Harder, Better, Faster, Stronger",Music,Lyrics,,,1,1,32
russell peters,People and Characters,,,,0,2,14
Bioluminescence,Math and Science,,,,1,3,15
Guyana,Geography,Country,,,0,3,6
Fault in Our Stars,Language and Literature ,Book,,,0,3,18
fiela se kind,Language and Literature ,,,1,0,3,13
Marikana Massacre,History,South Africa,,,0,3,17
Game of Thrones,TV Show,,,,1,1,15
Naomi Osaka,People and Characters,Sports,,,0,2,11
Freakonomics,Language and Literature ,Book,,,0,3,12
BlackBerry,Technology,Things,,,0,1,10
Jenna Marbles,People and Characters,Youtube,,,0,3,13
Joe Rogan Podcast,TV Show,,,,1,1,17
Penny Heyns,People and Characters,Sports,,,0,2,11
Kakapo,Animals,,,,0,3,6
Blockchain,Technology,,,,0,2,10
Johann Rupert,People and Characters,Politician,,1,1,3,13
Grave of the Fireflies,Movies,Anime,,,1,3,22
Goulash,Food and Drink,Meal,,,1,3,7
BMW,Companies,,,,0,1,3
Mantis Shrimp,Animals,,,,1,3,13
Redbull,Food and Drink,Drink,,,0,1,7
Bobsleigh,Sports,,,,0,2,9
BODMAS,Math and Science,,,,0,2,6
I wanna be a billionaire,Music,Lyrics,,,1,1,24
Indaba,Culture,,,1,1,3,6
Napoleonic Wars,History,Wars,,,0,3,15
Pad Thai,Food and Drink,Meal,,,0,3,8
Isibindi,Culture,,,1,1,3,8
Kabhi Kushi Kabhi Gham,Movies,Indian,,,1,3,22
Keeping Up with Kardashians,TV Show,,,,1,1,27
Mampara,Culture,,,1,1,3,7
Peking Duck,Food and Drink,Meal,,,0,3,11
Pangolin,Animals,,,,0,3,8
Perlemoen,Food and Drink,,,,1,3,9
Looney Tunes,TV Show,,,,1,1,12
isaac newton,People and Characters,,,1,0,1,12
Jakarta,Geography,City,Capital,,0,3,7
Boxing Day,Events,,,,1,1,10
BP,Companies,,,,1,1,2
Braai Day,Events,Holidays,,1,1,1,9
Sago Pudding,Food and Drink,,,,0,3,12
Love Island,TV Show,,,,1,1,11
Goldfinch,Language and Literature ,Book,,,0,3,9
galileo galilei,People and Characters,,,,0,1,15
"Oranje, Blanje, Blou",History,triplet,,,0,3,20
Kal Ho Naa Ho,Movies,Indian,,,1,3,13
Bromine,Math and Science,,,,0,3,7
Bronze,Math and Science,,,,0,1,6
Simpsons,TV Show,,,,0,1,8
Kai Cenat,People and Characters,Streamer,,,0,3,9
Buchu,Nature,South Africa,,1,0,3,5
Kabul,Geography,City ,,,0,3,5
Laos,Geography,City,,,0,3,4
Barbra Streisand,People and Characters,,,,1,2,16
Sky News,TV Show,,,,1,1,8
Burger King,Companies,,,,0,1,11
Gone with the Wind,Language and Literature ,Book,,,0,3,18
Burning Man,Events,,,,1,2,11
Business day,Events,,,,1,1,12
Caber Tossing,Sports,,,,1,3,13
Luxembourg,Geography,Country,,,0,3,10
calabash,Nature,South Africa,,1,0,2,8
Calculus,Math and Science,,,,1,2,8
Maldives,Geography,Country,,,0,3,8
"Red Light, Green Light",Games,,,,1,3,22
Montenegro,Geography,Country,,,0,3,10
"I'm blue, da ba dee da ba di",Music,Lyrics,,1,1,1,28
Mount Rushmore,Geography,Landmarks,,,0,3,14
Canoeing,Sports,,,,0,2,8
Cape Aloe,Nature,South Africa,,1,0,2,9
Ouroboros,history,,,,0,3,9
Cape Protea,Nature,South Africa,,,0,1,11
Palau,Geography,Country,,,0,3,5
Cape Town Dance Festival,Events,,,1,1,2,24
Philadelphia,Geography,Places,,,0,3,12
Muti,Culture,,,1,1,3,4
Pocono Mountains,Geography,Places,,,0,3,16
Capitec,Companies,,,,1,1,7
Secretarybird,Animals,,,,0,3,13
Shoebill,Animals,,,,0,3,8
I'm every women,Music,Lyrics,,,1,1,15
Carbon,Math and Science,,,,0,1,6
it's too late to apologize,Music,Lyrics,,,0,1,26
Kurosaki Ichigo,People and Characters,Anime,,,1,3,15
Kylian Mbappé,People and Characters,Sports,Soccer,,1,3,13
South Park,TV Show,,,,1,1,10
LaMelo Ball,People and Characters,Sports,Basketball,,0,3,11
Light Yagami,People and Characters,Anime,,,1,3,12
casual day,Events,,,,1,1,10
The Last of Us,Games,,,,1,3,14
Shisa Nyama,Food and Drink,,,,1,3,11
Kat and the Kings,Movies,South Africa,,1,1,3,17
Lilly Singh,People and Characters,Youtube,,,0,3,11
Chanel,Companies,,,,1,2,6
Smiley,Food and Drink,,,1,0,3,6
Liza Koshy,People and Characters,Youtube,,,0,3,10
Luciano Pavarotti,People and Characters,Music,Artist,,1,3,17
Great Expectations,Language and Literature ,Book,,,0,3,18
Tiramisu,Food and Drink,Meal,,,1,3,8
Grillers,Language and Literature ,Book,,1,1,3,8
Sarmie,Culture,,,1,1,3,6
Cheese-rolling,Sports,,,,0,2,14
chemotherapy,Math and Science,,,,0,2,12
Chess Boxing,Sports,,,,1,2,12
Marlon Brando,People and Characters,,,,0,3,13
Chevron ,Companies,,,,0,2,8
San Salvador,Geography,City,,,0,3,12
Tom Yum Soup,Food and Drink,Meal,,,0,3,12
Trifle,Food and Drink,,,,0,3,6
São Tomé and Príncipe,Geography,Country,,,0,3,21
Worcestershire sauce,Food and Drink,,,,0,3,20
Peloponnesian War,History,Wars,,,0,3,17
Chinese New Year,Events,,,,1,1,16
Chlorophyll,Math and Science,,,,0,3,11
Marnus Labuschagne,People and Characters,Sports,Cricket,,1,3,18
Masashi Kishimoto,People and Characters,,,,0,3,17
MKBHD,People and Characters,Youtube,,,0,3,5
Fugees,People and Characters,Music,,,0,2,6
Shard,Geography,Landmarks,,,0,3,5
Novak Djokovic,People and Characters,Sports,Tennis,,1,3,14
Christmas Day,Events,,,,1,1,13
PewDiePie,People and Characters,Youtube,,1,0,3,9
chromosome,Math and Science,,,,0,1,10
Atcha,Food and Drink,,,,0,2,5
Princess Mononoke,Movies,,,,0,3,17
Raise Red Lantern,Movies,,,,1,3,17
circuit,Math and Science,,,,0,1,7
REQUIEM FOR A DREAM ,Movies,,,,1,3,20
Jeannie D,People and Characters,South Africa,,,1,2,9
Clicks,Companies,,,,1,1,6
Somalia,Geography,Country,,,0,3,7
Hidden Leaf Village,Language and Literature ,Places,,,0,3,19
The Legend of Zelda,Games,,,,1,3,19
Cobalt,Math and Science,,,,0,2,6
Coca-Cola,Companies,,,,0,1,9
Pieter Groenewald,People and Characters,Politician,,,1,3,17
Hoʻoponopono,Language and Literature ,,,,0,3,12
Stockholm,Geography,City,Capital,1,0,3,9
Commonwealth Games,Events,,,,1,2,18
Stonehenge,Geography,Landmarks,,,0,3,10
Complex Numbers,Math and Science,,,,0,2,15
The Witcher,Games,,,,1,3,11
constellation,Math and Science,,,,0,1,13
Coral Reef,Nature,,,,1,1,10
Corsair,Companies,,,,0,3,7
Pokimane,People and Characters,Streamer,,,0,3,8
House of Hades,Language and Literature ,Book,,,0,3,14
Rivonia Trial,History,,,,0,3,13
Superstore,TV Show,,,,1,1,10
Barakat,Food and Drink,Meal,,1,0,2,7
Trivial Pursuit,Games,Boardgame,,,1,3,15
Rocky Aur Rani Ki Prem Kahani,Movies,Indian,,,1,3,29
Cricket,Sports,,,,1,1,7
Portishead,People and Characters,Music,Artist,,1,3,10
Juffrou Is 'n Monster,Language and Literature ,Book,,1,0,3,21
American Psycho,Movies,Indian,,,1,2,15
46664,History,,,,0,2,5
cryptography,Technology,,,,1,3,12
CTEMF,Events,,,1,1,3,5
Survivor,TV Show,,,,1,1,8
Blood Diamond,Movies,,,,1,2,13
Princess Leia,People and Characters,,,,0,3,13
American Civil War,History,,,,0,2,18
July's People ,Language and Literature ,Book,,,0,3,14
Daily Sun,Companies,,,,0,1,
Daisies,Events,,,1,1,1,7
Umlungu,Culture,,,1,0,3,7
Suriname,Geography,Country,,,0,3,8
Bobotie,Food and Drink,,,1,0,2,7
Ray Brown,People and Characters,Music,Artist,,0,3,9
Bompi,Food and Drink,,,1,0,2,5
Ryan Higa,People and Characters,Youtube,,,1,3,9
BRIDGET JONES'S DIARY,Movies,,,,1,2,21
World of Warcraft,Games,,,,1,3,17
cheese boy,Culture,,,1,1,2,10
Sachin Tendulkar,People and Characters,Sports,Cricket,,1,3,16
Saitama,People and Characters,Anime,,,1,3,7
Day of the Dead,Events,,,,1,2,15
magnum opus,Language and Literature ,,,,1,3,11
Decimals,Math and Science,,,,1,1,8
Deezer,Companies,,,,1,3,6
The Boys,TV Show,,,,0,1,8
Sebastian Vettel,People and Characters,Sports,F1,,0,3,16
Desalination,Math and Science,,,,0,2,12
Shane Dawson,People and Characters,Youtube,,,0,3,12
Just keep swiming,Music,Lyrics,,1,1,1,17
cinderella man,Movies,,,,0,2,14
City of God,Movies,,,,1,2,11
Terracotta Army,Geography,Landmarks,,1,0,3,15
DevOps,Technology,,,,0,3,6
The Good Doctor,TV Show,,,,1,1,15
My sister's keeper,Language and Literature ,Book,,,0,3,18
Creed,Movies,,,,1,2,5
Sheikh Hasina,People and Characters,Politician,,,1,3,13
Digital twins,Technology,,,,1,3,13
Discovery,Companies,,,,0,1,9
The penguin,TV Show,,,,1,1,11
"Crouching Tiger, Hidden Dragon",Movies,,,,1,2,30
Diwali,Events,Holidays,,,1,1,6
Curious Case of Benjamin Button,Movies,,,,1,2,31
Tonga,Geography,Country,,,0,3,5
Uluru,Geography,Landmarks,,,0,3,5
The Umbrella Academy,TV Show,,,,1,1,20
Simone Biles,People and Characters,Sports,GYmnatists,,1,3,12
Smosh,People and Characters,Youtube,,,1,3,5
5 second rule,Games,Boardgame,,,1,2,13
Braaibroodjies,Food and Drink,,,1,1,2,14
Pang Doodmaak,Language and Literature ,Book,,1,0,3,13
30 Rock,TV Show,,,,1,2,7
Adventure Time,TV Show,,,,1,2,14
"Kaptein, van die sailor ",Music,Lyrics,,1,1,1,24
Amazing Race,TV Show,,,,1,2,12
Dri Buddi,Things,,,1,0,2,9
Socrates,People and Characters,,,,0,3,8
driftwood,Nature,,,,0,2,9
Kiss me thru the phone,Music,Lyrics,,,1,1,22
dstv decoder,Things,,,1,1,1,12
DEVIL WEARS PRADA ,Movies,,,,1,2,18
Perks of being a wallflower,Language and Literature ,Book,,,0,3,27
let it burn,Music,Lyrics,,,1,1,11
umhlanga rocks,Geography,Places,,,0,3,14
Durban July,Events,,,1,1,3,11
Jacob Zuma,People and Characters,Politician,,,1,1,10
E-Reader,Technology,,,,0,2,8
Die hard,Movies,,,,1,2,8
Backstage,TV Show,,,1,0,2,9
Sterling Golden,People and Characters,Sports,wwe,,0,3,15
Easter Monday,Events,,,,1,1,13
ecosystem,Math and Science,,,,1,1,9
US Route 66,Geography,Places,,,0,3,11
Volkstaat,Geography,Places,,3,1,3,9
Pillars of Earth,Language and Literature ,Book,,,0,3,16
Chakalaka,Food and Drink,,,1,1,2,9
Wellington,Geography,City,Capital,,0,3,10
Cape of Good Hope,Geography,Landmarks,,,0,2,17
Eid al-fitr,Events,,,,1,2,11
Fiji,Geography,Country,,,1,2,4
Eina Malèna,Culture,,,1,1,2,11
like a g6,Music,,,,0,1,9
Steve McQueen,People and Characters,,,,0,3,13
Electric Daisy Carnival,Events,,,,1,2,23
Electromagnetism,Math and Science,,,,0,2,16
The Shah ,People and Characters,Politician,,,0,3,9
embryo,Math and Science,,,,0,1,6
Tim Berners-Lee,People and Characters,,,,1,3,15
Chappies,Food and Drink,,,1,0,2,8
Motherwell,Geography,City ,,,0,2,10
Athens,Geography,City,,,0,2,6
Athlone,Geography,,,,0,2,7
equilibrium,Math and Science,,,,0,1,11
Berlin,Geography,City,,,0,2,6
Tom Brady,People and Characters,Sports,American Football,,1,3,9
Euler's Identity,Math and Science,,,,0,3,16
Big Mouth,TV Show,,,,1,2,9
Oops!... I did it again,Music,Lyrics,,,1,1,23
Black Mirror,TV Show,,,,1,2,12
Sister Bettina,Music,South Africa,,1,1,1,14
Uchiha Sasuke,People and Characters,Anime,,,0,3,13
skilpoppe,Language and Literature ,Book,,1,0,3,9
Slaughterhouse-Five,Language and Literature ,Book,,,1,3,19
One-Punch Man,TV Show,Anime,,,1,2,6
Chilli Popper,Food and Drink,Meal,,1,0,2,13
Bleach,TV Show,Anime,Things,,1,2,6
Boileroom,TV Show,,,,1,2,9
Tattooist of Auschwitz,Language and Literature ,Book,,,0,3,22
Think Like a Monk,Language and Literature ,,,,0,3,17
FAUNA AND FLORA,Nature,,,,0,2,15
Boondocks,TV Show,,,,1,2,9
Sweet Caroline,Music,Lyrics,,1,1,1,14
Virat Kohli,People and Characters,Sports,Cricket,,0,3,11
Vivien Leigh,People and Characters,,,,0,3,12
crayfish curry,Food and Drink,Meal,,1,1,2,14
Fibonacci Sequence,Math and Science,,,,1,3,18
Twelfth Night,Language and Literature ,Plays,,,1,3,13
Arab Spring,History,Event,,,0,2,11
Valley of the End,Language and Literature ,Places,,,0,3,17
district 9,Movies,South Africa,,1,1,2,10
7 cards,Games,,,,1,2,7
Django Unchained,Movies,,,,1,2,16
Brooklyn Nine-Nine,TV Show,,,,1,2,18
First national bank,Companies,,,1,1,1,19
FirstRand,Companies,,,,1,2,9
Buffy the Vampire Slayer,TV Show,,,,1,2,24
flint,Things,,,,0,1,5
Football,Sports,,,,0,1,8
Berlin Wall,Geography,Landmarks,,,0,2,11
Formula E,Sports,,,,0,2,9
Foschini,Companies,,,1,0,1,8
Softshell Turtle,Animals,,,,0,3,16
Four Corners,Movies,South Africa,,1,1,2,12
Multiplication,Math and Science,,,,0,1,14
Fractals,Math and Science,,,,0,2,8
Fractions,Math and Science,,,,0,1,9
Xi Jinping,People and Characters,Politician,,,0,3,10
Alchemist,Language and Literature ,Book,,,0,2,9
xQc,People and Characters,Streamer,,,1,3,3
Alice’s Adventures in Wonderland,Language and Literature ,Book,,,0,2,32
AB de Villiers,People and Characters,Sports,Cricket,1,1,2,14
bethlehem,Geography,Landmarks,,,0,2,9
Black Death,History,Event,,,1,2,11
Freedom Day,Events,,,1,1,2,11
Boer War,History,South Africa,,1,0,2,8
Adam Driver,People and Characters,Actor,,,0,2,11
art blakey,People and Characters,Music,Artist,,0,2,10
friday the thirteenth,Movies,,,,1,2,21
Get Out,Movies,,,,1,2,7
daltjies,Food and Drink,,,1,1,2,8
watch me nae nae,Music,Lyrics,,,1,1,16
Demon Slayer,TV Show,Anime,,,1,2,12
Awkwafina,People and Characters,Actor,,,0,2,9
Gees,Culture,,,1,1,2,4
bistro,Geography,,,,0,2,6
Dexter,TV Show,,,,1,2,6
Game Theory,Math and Science,,,,0,2,11
We Are the Champions,Music,Lyrics,,,1,1,20
Gaussian Distribution,Math and Science,,,,0,3,21
Boston,Geography,,,,1,2,6
Cape Colony,History,South Africa,,1,0,2,11
Gogo,Culture,,,1,1,2,4
Danja Sausage,Food and Drink,,,1,1,2,13
Doctor Who,TV Show,,,,1,2,10
Geometry,Math and Science,,,,0,1,8
anthropology,Language and Literature ,,,,0,2,12
Buckingham Palace,Geography,Landmarks,,,0,2,17
"We will, we will rock you",Music,Lyrics,,,1,1,25
Gods Must Be Crazy,Movies,South Africa,,1,1,2,18
Crusades,History,,,,0,2,8
Alpaca,Animals,,,,0,2,6
Shure,Companies,,,,0,2,5
glacier,Nature,,,,0,1,7
Buenos Aires,Geography,City,Capital,,0,2,12
Global Positioning System,Technology,,,,1,2,25
Global Warming,Events,,,,1,1,14
Home Alone,Movies,,,,1,2,10
How to Train Your Dragon,Movies,Animation,,,1,2,24
Kombi,Culture,,,1,1,2,5
Bad Bunny,People and Characters,Music,Artist,,0,2,9
D-Day,History,,,,0,2,5
Canberra,Geography,City,,,0,2,8
Chile,Geography,Country,,,0,2,5
Golden Ratio,Math and Science,,,,0,2,12
Atomic Habits,Language and Literature ,Book,,,0,2,13
gondola,Things,,,,0,2,7
Azkaban,Language and Literature ,Places,,,0,2,7
ball is in your court,Language and Literature ,,,,0,2,21
inside out,Movies,,,,1,2,10
Good Friday,Events,,,,1,1,11
Dragon Prince,TV Show,,,,1,2,13
invictus,Movies,South Africa,,1,1,2,8
GOOGLE GLASSES,Technology,,,,0,2,14
Armadillo,Animals,,,,1,2,9
Double Hotdog,Food and Drink,,,1,0,2,13
Eggnog,Food and Drink,Drink,,1,1,2,6
Fajitas,Food and Drink,Meal,,,1,2,7
bassem youssef,People and Characters,Comedian,,1,0,2,14
Christ the Redeemer,Geography,Landmarks,,,0,2,19
Joe Barber,Movies,South Africa,,1,0,2,10
Colosseum,Geography,Landmarks,,,0,2,9
Call of Duty,Games,,,,1,2,12
Jumper,Movies,,,,1,2,6
everybody loves raymond,TV Show,,,,1,2,23
Dallas,Geography,,,,0,2,6
Becoming,Language and Literature ,Book,,,0,2,8
Big Magic,Language and Literature ,,,,1,2,9
Docside,Geography,Places,,,0,2,7
edinburgh,Geography,,,,0,2,9
Black Beauty,Language and Literature ,,,,0,2,12
French Revolution,History,,,,0,2,17
guy fawkes ,Events,,,,1,1,11
guy fawkes day,Events,,,1,1,2,14
Egoli,Geography,Places,,1,1,2,5
Capybara,Animals,,,,0,2,8
Color Purple,Language and Literature ,Book,,,0,2,12
Halloween,Events,,,,1,1,9
Benni McCarthy,People and Characters,,,,1,2,14
Fairy Tail,TV Show,Anime,,,1,2,10
epstein Island,Geography,Places,,,0,2,14
Hanukkah,Events,,,,1,2,8
yellow submarine,Music,,,,1,1,16
YMCA,Music,Lyrics,,,1,1,4
Kill Bill,Movies,,,,1,2,9
Harvest Festival,Events,,,,1,2,16
Billie Jean King,People and Characters,Music,Artist,,1,2,16
Kwaito,Culture,,,1,1,2,6
Blackpink,People and Characters,Music,Artist,,0,2,9
Blink 182,People and Characters,Music,,,1,2,9
blondie,People and Characters,Music,,,1,2,7
Boris Johnson,People and Characters,Politician,,,1,2,13
Brenda Fassie,People and Characters,Music,,1,0,2,13
Buffalo Springfield,People and Characters,Music,Artist,,0,2,19
herbalife,Companies,,,,0,1,9
Heritage Day ,Events,,,,1,2,13
Hermanus Whale Festival,Events,,,1,1,2,23
Cost an arm and a leg,Language and Literature ,,,,0,2,21
Catan,Games,Boardgame,,,0,2,5
higgs boson,Technology,,,,1,2,11
Kuch Kuch Hota Hai,Movies,Indian,,,1,2,18
Free State,Geography,Province,,,0,2,10
Caracal,Animals,,,,0,2,7
Gold Rush,History,,,,0,2,9
Da Vinci Code,Language and Literature ,Book,,,0,2,13
Death Star,Language and Literature ,Places,,,1,2,10
Hockey,Sports,,,,1,1,6
Diary of a Wimpy Kid,Language and Literature ,Book,,,0,2,20
Hurricane Katrina,History,Event,,,0,2,17
hologram,Technology,,,,0,1,8
Let the Right One In,Movies,,,,1,2,20
Honda,Companies,,,,1,1,5
Hadedas,Animals,South Africa,,1,0,2,7
Educated,Language and Literature ,Book,,,0,2,8
Cluedo,Games,Boardgame,,,1,2,6
Horseback Riding,Sports,,,,1,2,16
Hot Springs,Nature,,,,0,1,11
Family Guy,TV Show,,,,0,2,10
Connect Four,Games,Boardgame,,,1,2,12
fable,Language and Literature ,,,,0,2,5
One Flew Over the Cuckoo's Nest,Movies,,,,1,2,31
Firefly,TV Show,,,,1,2,7
Hubble's Law,Math and Science,,,,0,3,12
Carpenters,People and Characters,Music,,,0,2,10
hula hoop,Things,,,,1,1,9
Hulu,Companies,,,,0,2,4
Human Rights Day ,Events,,,,1,1,17
Fruit Cake,Food and Drink,,,,1,2,10
Casey Neistat,People and Characters,Youtube,,1,1,2,13
Frankenstein,Language and Literature ,,,,0,2,12
Industrial Revolution,History,Event,,,1,2,21
1 2 Step,Music,,,,1,2,8
Hydrogen,Math and Science,,,,0,1,8
hypothesis,Math and Science,,,,0,1,10
Kanto Earthquake,History,Event,,,1,2,16
All i want for christmas is you,Music,Lyrics,,,1,2,31
bang bang bang,Music,Lyrics ,triplets,,1,2,14
beautiful girl,Music,Lyrics,,,1,2,14
best of both worlds,Music,,,,1,2,19
ibuprofen,Math and Science,,,,0,2,9
Cassper Nyovest,People and Characters,Music,,1,0,2,15
geopolitics,Language and Literature ,,,,0,2,11
"Bet on it, bet on it",Music,Lyrics,,,1,2,20
Champagne papi,People and Characters,Music,Artist,,1,2,14
Charlie Chaplin,People and Characters,,,,1,2,15
can't get you out of my head,Music,Lyrics,,,1,2,28
Despacito,Music,Lyrics,,1,1,2,9
Make the circle bigger,Culture,,,,1,2,22
Independence Day,Events,,,,1,2,16
Glasgow,Geography,City ,,,1,2,7
Golden Dish,Geography,Places,,1,0,2,11
