Word,Word,Word,Word,Word,Difficulty_total,Difficulty_total,Difficulty_total,Difficulty_total,Difficulty_total
"[GLUE, TAPE, STAPLER]",FORMULA E,LIMPOPO,WOLFGANG AMADEUS MOZART,HADEDAS,10.0,10.0,10.0,10.0,10.0
THE MARTIAN,PELOPONNESIAN WAR,JONTY RHODES,ZINC,"SUGAR, SPICE AND EVERYTHING NICE",10.0,10.0,10.0,10.0,10.0
FREEDOM CHARTER,BECOMING,BANTU LAND ACT,TURKEY,TERRACOTTA ARMY,10.0,10.0,10.0,10.0,10.0
RINGO STARR,MECHANICAL KEYBOARD,DA VINCI CODE,NICKEL,CARACAL,10.0,10.0,10.0,10.0,10.0
"[RED, GREEN, YELLOW]",RIVONIA TRIAL,VIETNAM,BOER WAR,BALL IS IN YOUR COURT,10.0,10.0,10.0,10.0,10.0
NORWAY,ALCHEMIST,SPACE RACE,SAGO PUDDING,HYDROGEN,10.0,10.0,10.0,10.0,10.0
I WANT TO BREAK FREE,LIZZIE MAGIE,QUEENSTOWN,GONE GIRL,COMOROS,10.0,10.0,10.0,10.0,10.0
LIZA KOSHY,VICTORIA BECKHAM,HENRY FORD,GALILEO GALILEI,THE SHAH ,10.0,10.0,10.0,10.0,10.0
JUDO,2-FACTOR AUTHENTICATION,UZUMAKI NARUTO,ATCHA,PANG DOODMAAK,10.0,10.0,10.0,10.0,10.0
GRAHAMSTOWN,HIDDEN LEAF VILLAGE,CATAN,MOBY DICK,LET THE CAT OUT OF THE BAG ,10.0,10.0,10.0,10.0,10.0
KABUL,SPOTIFY,THE INDIAN OCEAN,TREATY OF VERSAILLES,MARLON BRANDO,10.0,10.0,10.0,10.0,10.0
ISIDINGO,"BLACK SKIN, WHITE MASKS",TOGO,ANTARCTICA,SOVIET UNION,10.0,10.0,10.0,10.0,10.0
5TH GENERATION,TRIFLE,FOOTBALL,MICROSOFT TEAMS,LISBON,10.0,10.0,10.0,10.0,10.0
INTERNATIONAL WOMEN'S DAY,JEAN-MICHEL BASQUIAT,CARACARA,NITROGEN,FRANKLIN D. ROOSEVELT,10.0,10.0,10.0,10.0,10.0
QUICHE,ANGLO AMERICAN,DAVID BOWIE,PENNSYLVANIA,KILLER WHALE,10.0,10.0,10.0,10.0,10.0
FRENCH REVOLUTION,CHEESE-ROLLING,ANTHROPOLOGY,COVID-19,KABADDI,10.0,10.0,10.0,10.0,10.0
MONKEY POX,MUAMMAR GADDAFI,ROGER FEDERER,ANGLO-ZULU WAR,WILL SMITH,10.0,10.0,10.0,10.0,10.0
FW DE KLERK,AFRICAN WORMWOOD,CHILE,SPAIN,POLYMER,10.0,10.0,10.0,10.0,10.0
PALACE OF VERSAILLES,EPSTEIN ISLAND,MICHAEL SCHUMACHER,FRANCOIS PIENAAR,PENICILLIN,10.0,10.0,10.0,10.0,10.0
P. W. BOTHA,SOUTH AFRICA,BLACK BEAUTY,KHABIB NURMAGOMEDOV,GUYANA,10.0,10.0,10.0,10.0,10.0
SELFIE STICK,OBELISK,FINAL FANTASY,AGTER 'N BAARD,TEQUILA,10.0,10.0,10.0,10.0,10.0
AERODYNAMICS,GOOGLE GLASSES,SHOEBILL,MARS,SOCRATES,10.0,10.0,10.0,10.0,10.0
NATO,MOCHA,SÃO TOMÉ AND PRÍNCIPE,GIRAFFE,DOUBLE HOTDOG,10.0,10.0,10.0,10.0,10.0
STAR-NOSED MOLE,ROBERT DOWNEY JR.,PHILADELPHIA,DISCOVERY,STEVE MCQUEEN,10.0,10.0,10.0,10.0,10.0
FRANKENSTEIN,COCA-COLA,PRINCESS LEIA,CASSPER NYOVEST,LION'S EAR,10.0,10.0,10.0,10.0,10.0
HARVEY WEINSTEIN,RACCOON,INDIA,MASASHI KISHIMOTO,CHARLOTTE’S WEB,10.0,10.0,10.0,10.0,10.0
WOLF,FIELA SE KIND,SCELETIUM,SOFTSHELL TURTLE,AK-47,10.0,10.0,10.0,10.0,10.0
TRUE DETECTIVE,AUSTRALIA,SKILPOPPE,UNIVERSITY OF THE WESTERN CAPE,HOUSE OF HADES,10.0,10.0,10.0,10.0,10.0
SAXOPHONE,BERLIN,VICTORIA FALLS,"ORANJE, BLANJE, BLOU",DUNNING–KRUGER EFFECT,10.0,10.0,10.0,10.0,10.0
HANDBALL,MÖBIUS STRIP,QUENTIN TARANTINO,EGYPT,PYTHAGOREAN THEOREM,10.0,10.0,10.0,10.0,10.0
SAN SALVADOR,AZKABAN,KLIPDRIFT,HOLOGRAM,MANATEE,10.0,10.0,10.0,10.0,10.0
FABLE,HURRICANE KATRINA,COBALT,PEDRO'S,KING CONE,10.0,10.0,10.0,10.0,10.0
"[DRUM, PIANO, BASS]",GEOMETRY,JOE BARBER,DALLAS,LILLY SINGH,10.0,10.0,10.0,10.0,10.0
THE LAST AIRBENDER,PANGOLIN,HIDE AND SEEK,TARZAN AND JANE,WHISKEY SOUR,10.0,10.0,10.0,10.0,10.0
LOUIS VUITTON,THE MIDNIGHT LIBRARY,CALGARY,WAYDE VAN NIEKERK,SERENA WILLIAMS,9.0,9.0,9.0,9.0,9.0
CHAPPIES,FRACTIONS,ATHENS,WHIRLPOOL,CHLOROPHYLL,9.0,9.0,9.0,9.0,9.0
LARRY BIRD,CAIRO,GREAT BARRIER REEF,BACKSTAGE,HIROSHIMA,9.0,9.0,9.0,9.0,9.0
"FATHER, SON, HOLY SPIRIT",CARBON,CAPE ALOE,MOSCOW,THINK LIKE A MONK,9.0,9.0,9.0,9.0,9.0
MARIAH CAREY,LEONARDO DICAPRIO,LEBONON,CAPE VERDE,MOTHERBOARD,9.0,9.0,9.0,9.0,9.0
FUGEES,MOTHER TERESA,WORLD WAR II,SHINING,BLOCKCHAIN,9.0,9.0,9.0,9.0,9.0
NELSON MANDELA,SLASH,DENZEL WASHINGTON,SOCIOLOGY,ROBERT MUGABE,9.0,9.0,9.0,9.0,9.0
"[PARK, NEUTRAL, DRIVE]",ATOMIC HABITS,KALEIDOSCOPE,MARILYN MONROE,WESTERN CAPE,9.0,9.0,9.0,9.0,9.0
CROOKED KINGDOM,MOTHERWELL,PULP FICTION,NARNIA,RONDA ROUSEY,9.0,9.0,9.0,9.0,9.0
UMLUNGU,ROOSTERKOEK,THE WINDY CITY,NSFAS,O.R. TAMBO INTERNATIONAL AIRPORT,9.0,9.0,9.0,9.0,9.0
ARGENTINA,FAHRENHEIT 451,MMA,NATALIE PORTMAN,GRAÇA MACHEL,9.0,9.0,9.0,9.0,9.0
PHOTOSYNTHESIS,THE BOYS,TUTANKHAMEN,BURGER'S DAUGHTER ,BOBOTIE,9.0,9.0,9.0,9.0,9.0
WHATSAPP,CAPE OF GOOD HOPE,OLIVER TWIST,DRIFTWOOD,KAI CENAT,9.0,9.0,9.0,9.0,9.0
CRUSADES,NIK NAKS,VIVIEN LEIGH,PEPSI,CAPE COLONY,9.0,9.0,9.0,9.0,9.0
"[PROTON, NEUTRON, ELECTRON]",SEOUL,WORLD WAR I,BOMPI,CHRIST THE REDEEMER,9.0,9.0,9.0,9.0,9.0
NEWTON'S SECOND LAW,THERMODYNAMICS,MATCHBOX,FOSCHINI,EDUCATED,9.0,9.0,9.0,9.0,9.0
CHRISTIAN BALE,RING LIGHT,JULY'S PEOPLE ,MUHAMMAD ALI,JAKARTA,9.0,9.0,9.0,9.0,9.0
LIKE A G6,LAOS,FAULT IN OUR STARS,PARIS,ASTRONOMY,9.0,9.0,9.0,9.0,9.0
SAVANNA,VIETNAM WAR,KAKAPO,PSYCHO,REDBULL,9.0,9.0,9.0,9.0,9.0
MICHAEL PHELPS,FREE STATE,WELLINGTON,TWO OCEANS MARATHON,PAKISTAN,9.0,9.0,9.0,9.0,9.0
PILLARS OF EARTH,SUPERMAN,PENNY HEYNS,TAJ MAHAL,TRANSKEI,9.0,9.0,9.0,9.0,9.0
NAMAQUALAND,SLUMDOG MILLIONAIRE,SHARD,HUNGER GAMES,UFO,9.0,9.0,9.0,9.0,9.0
VIGNETTE,REAL HOUSEWIVES,BMW,SADDAM HUSSEIN,THE NORTHERN CAPE,9.0,9.0,9.0,9.0,9.0
MARIKANA MASSACRE,EIFFEL TOWER,EULER'S IDENTITY,STATUE OF LIBERTY,ANTIBIOTICS,9.0,9.0,9.0,9.0,9.0
ISAAC NEWTON,1984,CARNIVORE,CARPENTERS,MIRIAM MAKEBA,9.0,9.0,9.0,9.0,9.0
WAKANDA,BURGER KING,UNITED STATES,WORCESTERSHIRE SAUCE,UMHLANGA ROCKS,9.0,9.0,9.0,9.0,9.0
JAMES BLUNT,CLOCKWORK PRINCESS,GONDOLA,SOPRANOS,CAPE TOWN,9.0,9.0,9.0,9.0,9.0
WALL STREET CRASH,UIESLAAI,YOUTH DAY,THE VOICE,GOLDEN RATIO,9.0,9.0,9.0,9.0,9.0
CINDERELLA MAN,MARAIS VILJOEN,RIHANNA,MOWBRAY SUBURBS,SPANISH FLU,9.0,9.0,9.0,9.0,9.0
SECTION 33,SHURE,THE LION KING,CHICKEN KEBAB,GRAND CANYON,8.0,8.0,8.0,8.0,8.0
NICKY OPPENHEIMER,CONSTELLATION,JACK AND THE BEANSTALK,SMILEY,WALRUS,8.0,8.0,8.0,8.0,8.0
THE COMMONWEALTH GAMES,GERMANY,BODMAS,JÄGERBOMB,COMPLEX NUMBERS,8.0,8.0,8.0,8.0,8.0
THABO MBEKI,LONDON,HULU,MAGNA CARTA,VISA,8.0,8.0,8.0,8.0,8.0
SOUTH AMERICA,ORIGIN OF SPECIES,MAINE COON,SIMPSONS,GOLD RUSH,8.0,8.0,8.0,8.0,8.0
AFRIKABURN,"QUACK, QUACK, QUACK",DWAYNE JOHNSON,ROME,CORSAIR,8.0,8.0,8.0,8.0,8.0
PEKING DUCK,JAMIE OLIVER,THE ALCHEMIST ,THE LONDON EYE,BOBSLEIGH,8.0,8.0,8.0,8.0,8.0
MELKTERT,XENOPHOBIA,THE RED SEA,AWKWAFINA,PINA COLADA,8.0,8.0,8.0,8.0,8.0
ELLA FITZGERALD,PRINCE WILLIAM,MERYL STREEP,NORTHERN LIGHTS,SOUTH KOREA,8.0,8.0,8.0,8.0,8.0
GREAT WALL OF CHINA,HONEY BADGER,SIYA KOLISI,CAPYBARA,NANOTECHNOLOGY,8.0,8.0,8.0,8.0,8.0
"[CIRCLE, SQUARE, TRIANGLE]","STOP, DROP, ROLL",JAKE WHITE,THOMAS EDISON,MOUNT FUJI,8.0,8.0,8.0,8.0,8.0
YELLOW RIVER FLOOD,LUNAR NEW YEAR,D-DAY,FIFTY SHADES OF GREY,THE SMURFS,8.0,8.0,8.0,8.0,8.0
NOTRE DAME,PESTO,SOMALIA,SAPIENS,THE MOON LANDING,8.0,8.0,8.0,8.0,8.0
SURINAME,NEW DELHI,FIFA WORLD CUP,ALBARAKA BANK,LED ZEPPELIN,8.0,8.0,8.0,8.0,8.0
KURT COBAIN,BRUCE LEE,HOLOCAUST,IPHONE SE,PERU,8.0,8.0,8.0,8.0,8.0
"[SWIM, JOG, CYCLE]",FAMILY GUY,IKIGAI,BARBIE AND KEN,PHILOSOPHY,8.0,8.0,8.0,8.0,8.0
SALEH BBQ TONIGHT ,CAPE TOWN HARBOUR,BRENDA FASSIE,OLD MUTUAL,GOLDEN DISH,8.0,8.0,8.0,8.0,8.0
WEASEL,MICHAEL JORDAN,YOUNGSTACPT,LYNX,HIPPOPOTAMUS,8.0,8.0,8.0,8.0,8.0
KUDU,RUSSELL PETERS,NEW YEAR’S DAY,SCARLETT JOHANSSON,LUCILLE BALL,8.0,8.0,8.0,8.0,8.0
THE HUNGER GAMES,BUTTERNUT SOUP,SAUDI ARABIA,LIGER,INDONESIA,8.0,8.0,8.0,8.0,8.0
GAUTENG,SANDMAN,GBV,TALKING TO THE MOON,STONE COLD STEVE AUSTIN,8.0,8.0,8.0,8.0,8.0
TOKOLOSHI,TITO MBOWENI SHA SHA,IT'S TOO LATE TO APOLOGIZE,CLEOPATRA,SOCCER,8.0,8.0,8.0,8.0,8.0
"[WHATSAPP, FACEBOOK, INSTAGRAM]",THE DA,CALABASH,OCELOT,BREXIT,8.0,8.0,8.0,8.0,8.0
NAGASAKI,ELECTROMAGNETISM,CAMPS BAY,46664,CHROMOSOME,7.0,7.0,7.0,7.0,7.0
SERGIO MENDEZ,PRINCE,PORTUGAL,MINNIE MOUSE,LUCKY DUBE,7.0,7.0,7.0,7.0,7.0
OUTLIERS,HERBALIFE,BASSEM YOUSSEF,JIMI HENDRIX,JPMORGAN,7.0,7.0,7.0,7.0,7.0
PRIDE AND PREJUDICE,JALAPEÑO,TOKYO,HEINZ WINCKLER,VENUS,7.0,7.0,7.0,7.0,7.0
ANGELINA JOLIE,MIKE TYSON,SWEDEN,FLINT,GEOPOLITICS,7.0,7.0,7.0,7.0,7.0
EYEDRESS,DAILY SUN,RAFAEL NADAL,PILLOW FIGHTING,BOBCAT,7.0,7.0,7.0,7.0,7.0
"[MORNING, AFTERNOON, NIGHT]",POTJIEKOS,SWITZERLAND,PRAYING MANTIS,CIABATTA,7.0,7.0,7.0,7.0,7.0
I HAVE A DREAM,PRAGUE,ARTIC,SAM SMITH,METAPHOR,7.0,7.0,7.0,7.0,7.0
DEVIL'S PEAK,RAM,THERESA MAY,SASHIMI,MULTIPLICATION,7.0,7.0,7.0,7.0,7.0
"[SKY, CLOUD, RAIN]",OXIDATION,"MEOW, MEOW, MEOW",MADRID,PHO,7.0,7.0,7.0,7.0,7.0
MACBETH,R KELLY,MZOLI'S,BUMBLEBEE,DRI BUDDI,7.0,7.0,7.0,7.0,7.0
BITE THE BULLET,CHARLIZE THERON,CHEMOTHERAPY,SNOW LEOPARD,BUFFALO SPRINGFIELD,7.0,7.0,7.0,7.0,7.0
DONALD DUCK,MOUNT EVEREST,WILLIAM SMITH,BAD BUNNY,RAMI MALEK,7.0,7.0,7.0,7.0,7.0
UNTAMED,PEACOCK,SOWETO UPRISING,JOHN SMIT,VACCINE,7.0,7.0,7.0,7.0,7.0
TO KILL A MOCKINGBIRD,DESALINATION,ALGORITHM,GREECE,TYMEBANK,7.0,7.0,7.0,7.0,7.0
RIO CARNIVAL,THE GREAT TREK ,PUMA,BILLABONG,HYPOTHESIS,7.0,7.0,7.0,7.0,7.0
"[SHIRT, PANTS, JACKET]",AMERICAN CIVIL WAR,STEP UP 4,KOESISTERS,THE SUBTLE ART OF NOT GIVING A F*CK,7.0,7.0,7.0,7.0,7.0
"[FORK, SPOON, KNIFE]",CIRCUIT,THE GIRL ON THE TRAIN,MEXICO CITY,SASOL,6.0,6.0,6.0,6.0,6.0
TOBLERONE,"READY, SET, GO",NIKE,"WOOF, WOOF, WOOF",SHENZHEN,6.0,6.0,6.0,6.0,6.0
CYRIL RAMAPHOSA,OTP,BREAKING THE ICE,SON GOKU,CLIFTON,6.0,6.0,6.0,6.0,6.0
"[BREAKFAST, LUNCH, DINNER]",KAIZER CHIEFS,DIARY OF A WIMPY KID,ALPHABET,THAILAND,6.0,6.0,6.0,6.0,6.0
IPAD,EMBRYO,MRBEAST,STEVE BIKO,JOHNSON & JOHNSON,6.0,6.0,6.0,6.0,6.0
WINNIE MANDELA,ORANIA,KANGAROO,BRONZE,BLACK PANTHER,5.0,5.0,5.0,5.0,5.0
NEIL ARMSTRONG,TENNIS,GORILLA,PRETORIA,ACKERMANS,5.0,5.0,5.0,5.0,5.0
